
================================================================================
 RECORD SIZE 102400 / ROUND 1/1 START 
================================================================================

######################################################################
# FILESYSTEM = EXT4
######################################################################
[Record Size] 102400 Bytes
[Fixed OP/s] EXT4 / scenario_a / 102400B -> target_ops=1000
[Service] Stopping Kafka KRaft broker ...

[Setup] Formatting & Mounting as ext4 ...
NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINTS
sdc    8:32   0  20G  0 disk /mnt/kafka-logs
/dev/sdc on /mnt/kafka-logs type ext4 (rw,noatime,nodiratime)
[Service] Starting Kafka in KRaft mode ...
[Service] Recreating benchmark topic ...

--- [MEASURE] EXT4 / scenario_a / 102400B / 1000 ops ---
  > =====================================
  >  Kafka Filesystem Benchmark (Java API)
  > =====================================
  >  - Record Size: 102400 Bytes
  >  - Target OP/s (total): 1000
  >  - Producers: 8
  >  - Consumer Active: false
  >  - Dynamic Topic Creation: false (rate=5/sec)
  >  - Warmup: 30 sec / Total Duration: 180 sec
  >  - Send mode: ASYNC (callback-based latency measurement)
  > [Config] BUFFER_MEMORY per producer = 32 MB
  > [Run] Producers started. warmup=30s, total=180s
  > 
  > --- [ Latency Results (ms) ] ---
  >  (App-level: send() call -> broker ACK; reaches OS page cache)
  >  Total Requests : 107670
  >  Average        : 17.95 ms
  >  p50 (Median)   : 15.05 ms
  >  p90            : 30.23 ms
  >  p99            : 70.86 ms
  >  p999           : 191.81 ms
  >  Max            : 394.81 ms
  > --------------------------------
  > --- [ Throughput / Errors ] ---
  >  Target OP/s         : 1000
  >  Achieved OP/s       : 717.29
  >  Achieved/Target (%) : 71.7
  >  Total Sent (incl. warmup) : 128580
  >  Send Errors               : 0
  > --------------------------------
  > 
  > --- [ Per-second Throughput & Latency ] ---
  > Sec   0 | send=   377 | ack=   371 | p50=22.01 ms | p99=595.33 ms
  > Sec   1 | send=   779 | ack=   771 | p50=12.53 ms | p99=43.83 ms
  > Sec   2 | send=   641 | ack=   647 | p50=13.44 ms | p99=81.28 ms
  > Sec   3 | send=   795 | ack=   794 | p50=10.75 ms | p99=27.70 ms
  > Sec   4 | send=   771 | ack=   771 | p50=10.83 ms | p99=41.21 ms
  > Sec   5 | send=   754 | ack=   745 | p50=11.32 ms | p99=47.28 ms
  > Sec   6 | send=   700 | ack=   694 | p50=13.94 ms | p99=51.76 ms
  > Sec   7 | send=   710 | ack=   725 | p50=14.61 ms | p99=59.08 ms
  > Sec   8 | send=   651 | ack=   648 | p50=13.12 ms | p99=47.09 ms
  > Sec   9 | send=   742 | ack=   734 | p50=12.49 ms | p99=38.10 ms
  > Sec  10 | send=   671 | ack=   687 | p50=13.74 ms | p99=99.13 ms
  > Sec  11 | send=   705 | ack=   698 | p50=16.17 ms | p99=49.66 ms
  > Sec  12 | send=   766 | ack=   762 | p50=12.86 ms | p99=41.80 ms
  > Sec  13 | send=   638 | ack=   637 | p50=14.98 ms | p99=52.07 ms
  > Sec  14 | send=   641 | ack=   643 | p50=16.68 ms | p99=88.67 ms
  > Sec  15 | send=   705 | ack=   711 | p50=15.46 ms | p99=47.63 ms
  > Sec  16 | send=   725 | ack=   716 | p50=14.22 ms | p99=37.57 ms
  > Sec  17 | send=   671 | ack=   674 | p50=16.25 ms | p99=54.87 ms
  > Sec  18 | send=   689 | ack=   694 | p50=17.82 ms | p99=67.18 ms
  > Sec  19 | send=   696 | ack=   693 | p50=21.42 ms | p99=77.85 ms
  > Sec  20 | send=   700 | ack=   697 | p50=22.04 ms | p99=57.82 ms
  > Sec  21 | send=   710 | ack=   713 | p50=17.78 ms | p99=67.61 ms
