filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,5,200000,3656.218,1.8,0,329674.8,0.16,0.0,0.0,0.0,0.01,5.172,0.055407580708780206,1.0712989309508936,49.78,82.4103956043956,0.0,11.72087912087912,5
ext4,1024,scenario_b,5,200000,3727.808,1.88,0,336376.4,0.14,0.0,0.0,0.0,0.01,4.61,0.09327379053088806,2.0232926362448604,57.468,86.42788557095079,0.0,13.547252747252747,5
ext4,10240,scenario_a,5,20000,1247.31,6.24,0,140716,6.646,0.2633059057446302,3.961870384360972,0.01,11.94,120.252,15.246203461845838,12.678544607861689,264.192,75.41100326576348,0.0,10.996115510013972,1
ext4,10240,scenario_b,5,20000,1225.908,6.12,0,136640.4,6.892,0.4879754092164889,7.080316442491133,0.01,7.228,138.026,10.702417016730378,7.753913767500599,321.822,77.79233644121365,0.0,12.443789506953223,1
ext4,102400,scenario_a,5,2000,658.22,32.92,0,66630.2,11.656,1.254703152143964,10.764440220864481,0.02,35.678,170.632,15.877224883461217,9.304951523431255,384.522,83.9585187511898,0.0,13.783342851703788,5
ext4,102400,scenario_b,5,2000,584.746,29.24,0,59277,14.37,1.3499444433012786,9.394185409194703,0.02,52.816,207.17600000000002,10.961287789306509,5.290809644604833,442.014,85.76056291642871,0.0,14.170740529221398,5
ext4,1024000,scenario_a,5,200,123.8,61.92,12.8,14934.8,7.6579999999999995,6.1378840002072375,80.14996082798692,0.178,11.804,165.958,92.10005412593414,55.49600147382719,572.6,68.4144236357119,0.0,11.07039279570642,0
ext4,1024000,scenario_b,5,200,141.32,70.64,0,13551.2,26.256,4.124206590363776,15.707672876156975,0.2,43.394,478.38599999999997,30.788324572798697,6.4358749154027715,1105.184,93.79406185567011,0.0,14.649484536082474,5
f2fs,1024,scenario_a,5,200000,3754.182,1.9,0,338435.8,0.16,0.0,0.0,0.0,0.01,5.18,0.08093207028119331,1.5623951791736161,45.412,71.23767032967032,0.0,8.065934065934066,0
f2fs,1024,scenario_b,5,200000,3691.43,1.84,0,333089.8,0.138,0.004472135954999583,3.240678228260567,0.0,0.01,4.454,0.17271363582531657,3.8777197086959267,51.397999999999996,87.05834448160535,0.0,16.705494505494507,5
f2fs,10240,scenario_a,5,20000,1436.432,7.180000000000001,0,158374.8,5.494,0.6463977103919847,11.76552075704377,0.01,7.553999999999999,114.316,12.241126582141048,10.708148100126882,266.012,74.92668001930501,0.0,10.762505557505557,0
f2fs,10240,scenario_b,5,20000,1268.392,6.36,0,139732.8,6.674,0.4720487262984615,7.072950648763282,0.01,7.672,132.578,10.806346283550239,8.15093475806713,305.78000000000003,77.489972007722,0.0,13.52972972972973,0
f2fs,102400,scenario_a,5,2000,637.712,31.88,0,64802.8,12.12,0.7919595949289338,6.534320090172721,0.02,35.168,180.152,12.597056005273613,6.992459703624503,407.928,84.45860765276984,0.0,13.585874738244812,5
f2fs,102400,scenario_b,5,2000,549.908,27.5,0,55830.6,15.738,0.840547440659954,5.340878387723688,0.02,57.316,220.97,7.797457919091328,3.5287405164010175,421.94,82.7043695427224,0.0,14.698818065591649,4
f2fs,1024000,scenario_a,5,200,132.808,66.38,0,15983.8,4.386,0.33396107557618154,7.614251609124066,0.162,2.602,17.532,2.1902214499908457,12.492707335106353,4652.45,81.04784099660876,0.0,10.680628515869158,3
f2fs,1024000,scenario_b,5,200,138.976,69.48,0,13248.6,29.37,2.45722404350926,8.366442095707388,0.188,53.217999999999996,514.928,23.60460590647513,4.5840595008380065,1167.314,89.97088337628865,0.0,13.448088487972509,5
