filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,200000,120,30,16,False,False,5,328898,3649.07,1.8,442070,0,0.15,0.0,0.01,5.04,14.11,47.28,83.20494505494506,91.3,0.0,0.0,0.0,9.288901098901098,0.0,0.0,4.747252747252747,54.857142857142854,28.582417582417584,11.945054945054945,True,disk util avg 83.20% >= 80.00% | cpu iowait avg 11.95% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r1_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,2,200000,120,30,16,False,False,5,332184,3685.53,1.8,447996,0,0.16,0.0,0.01,5.1,14.61,38.47,81.8765934065934,88.9,0.0,0.0,0.0,8.626813186813187,0.0,0.0,4.956043956043956,55.142857142857146,28.35164835164835,11.604395604395604,True,disk util avg 81.88% >= 80.00% | cpu iowait avg 11.60% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r2_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,3,200000,120,30,16,False,False,5,324463,3597.39,1.8,437732,0,0.16,0.0,0.01,5.21,14.97,46.71,82.02032967032967,92.63,0.0,0.0,0.0,8.801318681318682,0.0,0.0,4.747252747252747,54.76923076923077,28.967032967032967,11.571428571428571,True,disk util avg 82.02% >= 80.00% | cpu iowait avg 11.57% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r3_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,4,200000,120,30,16,False,False,5,327665,3634.54,1.8,443292,0,0.16,0.0,0.01,5.2,14.5,40.19,81.66967032967032,90.3,0.0,0.0,0.0,8.973186813186814,0.0,0.0,4.725274725274725,54.67032967032967,28.978021978021978,11.68131868131868,True,disk util avg 81.67% >= 80.00% | cpu iowait avg 11.68% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r4_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,5,200000,120,30,16,False,False,5,331082,3670.41,1.8,445084,0,0.16,0.0,0.01,5.17,14.43,75.75,81.31318681318682,89.6,0.0,0.0,0.0,8.712637362637363,0.0,0.0,4.824175824175824,54.84615384615385,28.75824175824176,11.505494505494505,True,disk util avg 81.31% >= 80.00% | cpu iowait avg 11.51% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r5_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,200000,120,30,16,True,True,5,333576,3698.51,1.8,455657,0,0.14,0.0,0.01,4.56,14.56,50.98,86.39868131868131,95.9,0.0,0.0,0.0,9.198241758241759,0.0,0.0,8.208791208791208,53.714285714285715,24.802197802197803,13.274725274725276,True,disk util avg 86.40% >= 80.00% | cpu iowait avg 13.27% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r1_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,2,200000,120,30,16,True,True,5,334609,3706.8,1.9,458411,0,0.14,0.0,0.01,4.37,14.17,47.83,86.16274725274725,95.1,0.0,0.0,0.0,9.372967032967033,0.0,0.0,8.131868131868131,53.23076923076923,25.12087912087912,13.472527472527473,True,disk util avg 86.16% >= 80.00% | cpu iowait avg 13.47% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r2_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,3,200000,120,30,16,True,True,5,331205,3670.06,1.8,454294,0,0.14,0.0,0.01,4.49,14.74,47.78,85.03010989010988,93.47,0.0,0.0,0.0,9.30087912087912,0.0,0.0,8.340659340659341,52.934065934065934,25.505494505494507,13.307692307692308,True,disk util avg 85.03% >= 80.00% | cpu iowait avg 13.31% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r3_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,4,200000,120,30,16,True,True,5,326644,3623.78,1.8,449948,0,0.14,0.0,0.01,4.59,14.77,49.88,85.76406593406594,93.2,0.0,0.0,0.0,9.65021978021978,0.0,0.0,8.241758241758241,53.252747252747255,24.87912087912088,13.615384615384615,True,disk util avg 85.76% >= 80.00% | cpu iowait avg 13.62% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r4_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r4_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r4_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,5,200000,120,30,16,True,True,5,340929,3778.65,1.9,462662,0,0.14,0.0,0.01,4.66,14.43,56.11,85.93703296703296,94.46,0.0,0.0,0.0,9.097252747252748,0.0,0.0,8.406593406593407,53.879120879120876,24.626373626373628,13.054945054945055,True,disk util avg 85.94% >= 80.00% | cpu iowait avg 13.05% >= 5.00%,results/kafka_fs_bench_20260428_073326/raw/r5_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r5_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260428_073326/monitor/r5_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
