filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,app_avg_mean,app_avg_stdev,app_avg_cv_pct,app_p50_mean,app_p90_mean,app_p99_mean,app_p99_stdev,app_p99_cv_pct,app_max_mean,block_util_mean,block_await_mean,block_await_stdev,block_await_cv_pct,block_wkB_s_mean,cpu_iowait_mean,bottleneck_rounds
ext4,102400,scenario_a,1,1000,701.52,70.2,0,105426,21.63,0.0,0.0,17.34,39.3,94.57,0.0,0.0,272.23,23.45230263157895,8.829210526315789,0.0,0.0,70064.23578947368,0.7218543046357616,0
ext4,102400,scenario_b,1,1000,698.46,69.8,0,104890,32.38,0.0,0.0,19.2,71.0,210.75,0.0,0.0,696.16,40.56582781456954,11.471854304635762,0.0,0.0,71911.92582781457,3.556291390728477,0
ext4,1024000,scenario_a,1,100,92.05,92.0,0,13817,28.82,0.0,0.0,19.78,57.83,133.93,0.0,0.0,324.1,25.522697368421053,7.409473684210527,0.0,0.0,92197.59157894737,0.47019867549668876,0
ext4,1024000,scenario_b,1,100,90.77,90.8,0,13630,38.63,0.0,0.0,29.84,74.11,159.71,0.0,0.0,455.98,40.73197368421052,11.734407894736842,0.0,0.0,92555.52,3.0463576158940397,0
f2fs,102400,scenario_a,1,1000,707.07,70.7,0,106188,19.07,0.0,0.0,16.53,33.54,62.61,0.0,0.0,179.49,31.3625,9.576052631578948,0.0,0.0,71494.13052631578,0.9802631578947368,0
f2fs,102400,scenario_b,1,1000,681.13,68.1,0,102303,26.68,0.0,0.0,21.2,52.32,99.74,0.0,0.0,260.39,56.05625,12.08467105263158,0.0,0.0,69900.39578947368,3.8815789473684212,0
f2fs,1024000,scenario_a,1,100,92.0,92.0,0,13815,26.0,0.0,0.0,19.91,51.08,85.91,0.0,0.0,188.69,32.06476821192053,9.894898224422606,0.0,0.0,92697.22701986755,0.8486842105263158,0
f2fs,1024000,scenario_b,1,100,90.08,90.1,0,13539,37.94,0.0,0.0,32.22,68.99,117.89,0.0,0.0,299.96,55.44493421052631,11.397755894833281,0.0,0.0,91720.08421052631,3.2565789473684212,0
