filesystem,record_size,scenario,rounds,target_ops_mean,requests_mean,avg_ms_mean,avg_ms_stdev,p50_ms_mean,p90_ms_mean,p99_ms_mean,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,1,40000,211632,9.34,0.0,8.39,16.98,26.79,80.15,7.396708074534161,0.0,0.6211180124223602,0
ext4,1024,scenario_b,1,40000,213843,9.61,0.0,8.5,17.25,30.18,131.29,34.49388888888889,0.0,3.8333333333333335,0
f2fs,1024,scenario_a,1,40000,216260,8.89,0.0,7.99,16.23,24.76,77.38,3.056024844720497,0.0,0.16149068322981366,0
f2fs,1024,scenario_b,1,40000,211881,9.96,0.0,8.84,18.09,30.86,98.13,35.30746913580247,0.0,3.198757763975155,0
