filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,avg_ms,p50_ms,p90_ms,p99_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,40000,180,20,4,False,False,5,211632,9.34,8.39,16.98,26.79,80.15,7.396708074534161,59.6,0.0,0.0,0.0,6.932857142857143,0.0,0.0,4.068322981366459,36.90683229813665,58.37267080745342,0.6211180124223602,False,,results/kafka_fs_bench_20260413_172815/raw/r1_ext4_scenario_a_1024B_40000ops_measure.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_ext4_scenario_a_1024B_40000ops_measure_iostat.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_ext4_scenario_a_1024B_40000ops_measure_vmstat.txt
ext4,1024,scenario_b,1,40000,180,20,4,True,True,5,213843,9.61,8.5,17.25,30.18,131.29,34.49388888888889,83.8,0.0,0.0,0.0,7.3959876543209875,0.0,0.0,7.746913580246914,45.333333333333336,43.117283950617285,3.8333333333333335,False,,results/kafka_fs_bench_20260413_172815/raw/r1_ext4_scenario_b_1024B_40000ops_measure.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_ext4_scenario_b_1024B_40000ops_measure_iostat.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_ext4_scenario_b_1024B_40000ops_measure_vmstat.txt
f2fs,1024,scenario_a,1,40000,180,20,4,False,False,5,216260,8.89,7.99,16.23,24.76,77.38,3.056024844720497,11.5,0.0,0.0,0.0,4.525714285714286,0.0,0.0,3.111801242236025,36.01242236024845,60.546583850931675,0.16149068322981366,False,,results/kafka_fs_bench_20260413_172815/raw/r1_f2fs_scenario_a_1024B_40000ops_measure.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_f2fs_scenario_a_1024B_40000ops_measure_iostat.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_f2fs_scenario_a_1024B_40000ops_measure_vmstat.txt
f2fs,1024,scenario_b,1,40000,180,20,4,True,True,5,211881,9.96,8.84,18.09,30.86,98.13,35.30746913580247,49.2,0.0,0.0,0.7469135802469136,7.036296296296296,0.0,0.0,7.236024844720497,46.82608695652174,42.714285714285715,3.198757763975155,False,,results/kafka_fs_bench_20260413_172815/raw/r1_f2fs_scenario_b_1024B_40000ops_measure.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_f2fs_scenario_b_1024B_40000ops_measure_iostat.txt,results/kafka_fs_bench_20260413_172815/monitor/r1_f2fs_scenario_b_1024B_40000ops_measure_vmstat.txt
