filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,102400,scenario_a,1,5000,728.01,14.6,0,72623,14.01,0.0,0.0,0.02,63.78,180.72,0.0,0.0,366.75,86.98138613861386,0.0,14.227722772277227,1
f2fs,102400,scenario_a,1,5000,751.66,15.0,0,76227,13.0,0.0,0.0,0.02,35.41,192.07,0.0,0.0,597.42,77.57495145631069,0.0,11.96116504854369,0
