filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024000,scenario_a,1,200,120,30,16,False,False,5,13761,142.51,71.3,19110,0,27.23,0.18,82.75,408.63,619.43,809.95,96.34244897959184,99.41,0.0,0.0,0.0,8.246122448979591,0.0,0.0,21.479591836734695,42.51020408163265,16.632653061224488,19.336734693877553,True,disk util avg 96.34% >= 80.00% | cpu iowait avg 19.34% >= 5.00%,results/kafka_fs_bench_20260424_183753/raw/r1_ext4_scenario_a_1024000B_200ops_measure.txt.gz,results/kafka_fs_bench_20260424_183753/monitor/r1_ext4_scenario_a_1024000B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_183753/monitor/r1_ext4_scenario_a_1024000B_200ops_measure_vmstat.txt.gz
f2fs,1024000,scenario_a,1,200,120,30,16,False,False,5,12796,130.99,65.5,17832,0,35.79,0.17,153.71,490.43,668.8,861.74,96.03373737373737,100.6,0.0,0.0,1.6161616161616161,9.78020202020202,0.0,0.0,21.141414141414142,45.25252525252525,15.696969696969697,17.95959595959596,True,disk util avg 96.03% >= 80.00% | cpu iowait avg 17.96% >= 5.00%,results/kafka_fs_bench_20260424_183753/raw/r1_f2fs_scenario_a_1024000B_200ops_measure.txt.gz,results/kafka_fs_bench_20260424_183753/monitor/r1_f2fs_scenario_a_1024000B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_183753/monitor/r1_f2fs_scenario_a_1024000B_200ops_measure_vmstat.txt.gz
