procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0    268 11031700   6116 307464    0    0   449 19887 1875    6  3  9 85  2  0  0
 1  0    268 11030564   6132 307544    0    0     0 10300 1269  804  1  1 99  0  0  0
 2  1    268 11030136   6148 307544    0    0     0 12672 1313  787  0  1 98  0  0  0
 4  0    268 10960084   6176 311440    0    0  3972  2156 6524 6943 22 24 50  4  0  0
 9  3    268 10696588   6460 346912    0    0  3664 25296 6233 8220 36 21 41  3  0  0
15  3    268 10077176   7272 523136    0    0    44 178220 5191 8478 40 43  8  9  0  0
29  1    268 9516132   7932 719820    0    0     0 196028 4802 8195 31 42 16 10  0  0
 4  4    268 9157192   8516 867232    0    0     0 150588 5054 7219 38 43 10  9  0  0
12  1    268 8817460   8916 1013644    0    0   200 135344 4967 6538 39 48  8  5  0  0
18  5    268 8625820   9380 1172108    0    0    20 165156 4978 6900 34 45 12 10  0  0
 7  3    268 8460464   9768 1315380    0    0   160 140720 4869 6880 37 43 10 10  0  0
 9  2    268 8284708  10100 1473024    0    0     0 154384 4853 7764 31 41 17 11  0  0
14  0    268 8106964  10492 1638892    0    0    24 165424 5099 8386 38 40 13  9  0  0
14  1    268 7923244  10812 1793712    0    0    36 152096 4761 7809 31 42 14 13  0  0
 6  4    268 7754288  11120 1930268    0    0     0 136952 4467 7796 33 44 14  9  0  0
11  2    268 7552856  11408 2056888    0    0     0 124872 4447 6630 27 46 13 14  0  0
14  3    268 7297244  11772 2224392    0    0     0 161424 4798 7922 37 41 13  8  0  0
 7  3    268 7125396  12056 2368544    0    0     0 148812 4491 7682 31 44 13 12  0  0
 8  6    268 6940076  12396 2540232    0    0     0 167664 4987 7881 29 41 18 13  0  0
11  1    268 6650804  12680 2703872    0    0     0 158012 4811 8037 31 45 14 10  0  0
10  1    268 6526648  12948 2841600    0    0     0 136792 4478 7180 27 45 15 13  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  3    268 6369852  13288 2989704    0    0     0 140056 4473 7560 29 43 15 13  0  0
 5  3    268 6208908  13596 3132224    0    0     0 142888 4730 7333 27 40 20 12  0  0
 5  1    268 6075800  13888 3260044    0    0     0 124992 4520 7643 26 42 19 12  0  0
 7  2    268 5869340  14216 3395788    0    0     0 136896 4729 8027 32 40 15 13  0  0
17  1    268 5721372  14556 3538040    0    0     0 140056 4754 7809 28 45 16 12  0  0
 6  2    268 5535948  14800 3680332    0    0     0 139640 4407 6964 27 43 18 12  0  0
21  0    268 5260640  15096 3805292    0    0     0 127868 4542 6918 29 49 12 10  0  0
14  4    268 5025588  15392 3933604    0    0     0 124940 4746 7325 30 52  8 10  0  0
 4  0    268 4923332  17032 4025748    0    0  9872 76196 4815 6294 15 32 40 13  0  0
 0  0    268 4908440  19272 4029408    0    0  5260   256 4718 4507  2 12 83  3  0  0
