filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,200000,120,30,16,False,False,5,456577,5063.91,2.5,606773,0,58.37,39.83,133.02,248.18,377.16,557.13,86.08824175824176,95.9,0.0,0.0,0.0,7.650769230769231,0.0,0.0,8.175824175824175,68.27472527472527,14.87912087912088,8.659340659340659,True,disk util avg 86.09% >= 80.00% | cpu iowait avg 8.66% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r1_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,2,200000,120,30,16,False,False,5,464066,5144.86,2.6,618872,0,47.79,32.97,108.87,195.26,261.58,432.35,84.72747252747253,92.0,0.0,0.0,0.0,7.136373626373627,0.0,0.0,8.417582417582418,68.49450549450549,14.923076923076923,8.23076923076923,True,disk util avg 84.73% >= 80.00% | cpu iowait avg 8.23% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r2_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,3,200000,120,30,16,False,False,5,462099,5126.35,2.6,615925,0,47.92,32.92,109.47,194.75,264.04,356.38,84.39890109890109,94.1,0.0,0.0,0.0,7.221318681318682,0.0,0.0,8.32967032967033,68.53846153846153,14.989010989010989,8.186813186813186,True,disk util avg 84.40% >= 80.00% | cpu iowait avg 8.19% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r3_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,4,200000,120,30,16,False,False,5,461398,5116.58,2.6,614294,0,50.18,34.45,115.08,201.0,281.58,423.89,84.66516483516483,92.2,0.0,0.0,0.0,7.138681318681319,0.0,0.0,8.098901098901099,68.0989010989011,15.43956043956044,8.31868131868132,True,disk util avg 84.67% >= 80.00% | cpu iowait avg 8.32% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r4_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,5,200000,120,30,16,False,False,5,467663,5188.47,2.6,621025,0,45.77,30.97,105.19,190.49,262.64,412.63,83.9412087912088,91.49,0.0,0.0,0.0,6.92021978021978,0.0,0.0,8.395604395604396,68.31868131868131,15.208791208791208,8.032967032967033,True,disk util avg 83.94% >= 80.00% | cpu iowait avg 8.03% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r5_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,200000,120,30,16,True,True,5,465310,5153.68,2.6,619775,0,52.52,35.6,118.83,227.16,321.19,511.82,85.97945652173912,95.45,0.0,0.0,0.0,7.053152173913044,0.0,0.0,11.826086956521738,65.97826086956522,13.695652173913043,8.51086956521739,True,disk util avg 85.98% >= 80.00% | cpu iowait avg 8.51% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r1_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,2,200000,120,30,16,True,True,5,463211,5132.82,2.6,616257,0,56.07,38.78,124.32,242.14,378.56,538.87,87.55815217391304,95.8,0.0,0.0,0.0,7.362391304347826,0.0,0.0,11.56043956043956,66.3076923076923,13.23076923076923,8.835164835164836,True,disk util avg 87.56% >= 80.00% | cpu iowait avg 8.84% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r2_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,3,200000,120,30,16,True,True,5,468864,5200.01,2.6,623673,0,50.8,34.95,111.9,217.3,430.06,591.72,86.34516483516484,94.7,0.0,0.0,0.0,7.001978021978022,0.0,0.0,12.032967032967033,66.62637362637362,13.032967032967033,8.252747252747254,True,disk util avg 86.35% >= 80.00% | cpu iowait avg 8.25% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r3_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,4,200000,120,30,16,True,True,5,465507,5160.03,2.6,620951,0,54.94,38.16,121.18,234.63,397.56,697.12,86.4,94.7,0.0,0.0,0.0,7.114130434782608,0.0,0.0,11.54945054945055,66.54945054945055,13.32967032967033,8.54945054945055,True,disk util avg 86.40% >= 80.00% | cpu iowait avg 8.55% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r4_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r4_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r4_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,5,200000,120,30,16,True,True,5,466362,5167.96,2.6,624731,0,54.3,38.1,120.83,226.29,323.13,427.17,86.4489010989011,94.4,0.0,0.0,0.0,7.108791208791208,0.0,0.0,11.945054945054945,66.41758241758242,13.197802197802197,8.417582417582418,True,disk util avg 86.45% >= 80.00% | cpu iowait avg 8.42% >= 5.00%,results/kafka_fs_bench_20260425_080623/raw/r5_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r5_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_080623/monitor/r5_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
