filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,5,200000,5128.034,2.58,0,462360.6,50.006,4.9293133396042075,9.8574437859541,34.228,114.32600000000001,205.936,23.909214332553884,11.610021721580434,436.476,84.7641978021978,0.0,8.285714285714285,5
ext4,1024,scenario_b,5,200000,5162.9,2.6,0,465850.8,53.726,2.080475907094336,3.872381913960347,37.118,119.412,229.504,9.363574637925403,4.079917839307988,553.34,86.54633492594363,0.0,8.513162924032489,5
ext4,10240,scenario_a,5,20000,2091.766,10.440000000000001,0,227838.8,31242.71,1637.256441520386,5.240443103432405,33995.406,37734.572,39004.928,2430.1467960948366,6.2303583693189655,40374.322,82.06880897133283,0.0,12.946640365791742,4
ext4,10240,scenario_b,5,20000,2134.618,10.7,0,233441.2,30314.406,1758.9376389258373,5.802316030621999,32822.932,36884.338,38246.882,2199.900407034373,5.751842482308422,39453.386,85.29392454369955,0.0,13.768877676377675,5
ext4,102400,scenario_a,5,2000,879.202,43.96,0,87575.4,11924.946,669.1792325528347,5.611591302407866,12015.404,12963.66,13730.002,843.9917340057305,6.147061988816392,14965.938,89.80518266356047,0.0,15.6767971267715,5
ext4,102400,scenario_b,5,2000,894.862,44.74,0,89385.8,11572.431999999999,640.3965436899234,5.5338112480585195,11697.906,12767.57,13542.210000000001,721.9988122566406,5.331469621698678,14629.284,90.86344515628033,0.0,15.118811881188119,5
ext4,1024000,scenario_a,5,200,117.6,58.8,272.8,14153,702.608,145.73893910002226,20.742567562570063,690.904,1151.706,1606.25,341.859526633382,21.283083370171642,2642.112,62.876275344352614,0.0,10.697677616501146,0
ext4,1024000,scenario_b,5,200,96.356,48.18,512,11586.6,726.78,322.7527349225719,44.408587870135655,586.094,1374.528,2802.44,2928.79413135338,104.50871852219423,3989.5299999999997,51.82710922865014,0.0,6.85045709192768,0
f2fs,1024,scenario_a,5,200000,5351.6359999999995,2.7,0,482611.6,28.176,0.8623398402022259,3.0605474169584963,19.068,65.636,126.592,5.690985854840972,4.4955335683463185,278.866,71.66591208791209,0.0,4.393406593406594,0
f2fs,1024,scenario_b,5,200000,5075.438,2.52,0,458115.6,81.2,7.405771398038155,9.120408125662752,54.910000000000004,188.48,359.974,32.70929348059966,9.086571108079934,772.006,86.12232632584806,0.0,11.440157668418538,5
f2fs,10240,scenario_a,5,20000,2337.998,11.68,0,252330.6,27417.968,1439.9970906290052,5.252019736214606,30185.417999999998,32512.292,33395.664000000004,1950.1354072422769,5.839486848479122,34572.69,85.07081531832083,0.0,13.568428628795601,4
f2fs,10240,scenario_b,5,20000,2119.296,10.6,0,229744.6,30967.556,659.5905806483299,2.129940705195883,33383.992,37299.036,38824.474,913.9007688638862,2.3539295570723926,40314.772000000004,83.90036382871612,0.0,14.81843142558739,5
f2fs,102400,scenario_a,5,2000,858.098,42.9,0,86037.4,12172.892,331.7033996208059,2.724935041079851,12228.112,13236.818000000001,13990.036,385.5176024904704,2.7556584020975383,15187.542,90.51911745292176,0.0,15.132750922151038,5
f2fs,102400,scenario_b,5,2000,788.64,39.44,0,78999.6,13423.274,549.3820346352804,4.092757360352478,13533.764,14607.582,15462.788,637.3182446548973,4.121625703300706,16660.342,89.65562259755387,0.0,16.292253931275482,5
f2fs,1024000,scenario_a,5,200,127.868,63.92,957.4,15373.4,959.526,141.945350857293,14.793278228760137,829.062,1501.654,7238.954,158.3547613114302,2.1875365047412956,9486.018,72.71087793575197,0.0,10.81038567493113,0
f2fs,1024000,scenario_b,5,200,129.114,64.56,426.6,15520.2,4015.528,333.48816908550145,8.30496435550945,3354.11,7387.258,12076.296,398.63600875987083,3.3009791144558798,18200.802,78.32175495983518,0.0,10.484986225895318,0
