filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,5,200000,3626.07,1.8,0,326983.4,0.158,0.004472135954999583,2.830465794303534,0.0,0.01,5.172,0.10329569206893391,1.9972098234519318,48.628,82.12353846153846,0.0,11.773626373626373,5
ext4,1024,scenario_b,5,200000,3666.53,1.8,0,330901.8,0.14,0.0,0.0,0.0,0.01,4.624,0.0829457654133111,1.7938098056511915,60.152,86.68741567128524,0.0,13.505494505494505,5
ext4,10240,scenario_a,5,20000,1273.25,6.36,0,142993.4,6.44,0.6401171767731277,9.939707713868442,0.01,8.21,121.766,21.043781266683045,17.28214876622624,303.02,75.41610122651763,0.0,11.299580810433163,0
ext4,10240,scenario_b,5,20000,1199.076,6.0200000000000005,0,133790.6,7.148000000000001,0.7567826636492145,10.587334410313577,0.01,9.218,139.918,6.566827239999546,4.693339841907078,330.398,76.73162304522069,0.0,12.136378954142112,1
ext4,102400,scenario_a,5,2000,654.722,32.76,0,66365.8,11.68,0.3991240408695019,3.417157884156694,0.02,34.532,176.472,7.9812574197303,4.522676356436318,438.756,84.57664306110793,0.0,14.113592233009708,5
ext4,102400,scenario_b,5,2000,562.6220000000001,28.12,0,57243,15.164,1.8093037334842377,11.931573024823514,0.02,55.894,210.816,14.348018330069136,6.805943728212818,421.202,81.9792425280792,0.0,12.90807157814582,3
ext4,1024000,scenario_a,5,200,124.842,62.42,9.6,15015.4,11.677999999999999,3.211412461830464,27.4996785565205,0.188,16.168,254.844,37.910408597112216,14.875927468220643,757.578,70.5041111570248,0.0,11.204034706343236,0
ext4,1024000,scenario_b,5,200,133.612,66.8,0,13409.8,27.412,5.64737726736934,20.60184323423807,0.194,55.903999999999996,486.954,45.426311538578624,9.328665857263442,1024.196,90.10579466838281,0.0,13.675334412541535,4
f2fs,1024,scenario_a,5,200000,3724.352,1.88,0,335754.4,0.164,0.005477225575051666,3.339771692104674,0.0,0.01,5.242,0.08467585252006607,1.6153348439539503,49.328,71.79782417582418,0.0,8.068131868131868,0
f2fs,1024,scenario_b,5,200000,3619.068,1.8,0,326729.6,0.14,0.0,0.0,0.0,0.01,4.548,0.09628083921528714,2.1169929466861728,56.67,87.23718131868132,0.0,16.995604395604396,5
f2fs,10240,scenario_a,5,20000,1418.522,7.1,0,156418,5.554,0.5101764400675517,9.185747930636508,0.01,6.794,108.25,13.192306470060496,12.186888194051267,275.142,75.11879214929215,0.0,10.128957528957528,0
f2fs,10240,scenario_b,5,20000,1168.196,5.84,0,129414.6,7.58,0.6202821938440604,8.183142398998159,0.01,10.346,139.992,6.500213073430752,4.64327466814586,351.058,75.63287264809057,0.0,12.425249000580859,0
f2fs,102400,scenario_a,5,2000,642.586,32.14,0,65353.6,11.876,0.4376414057193399,3.6850909878691476,0.02,31.846,175.276,6.831663779783071,3.8976607064190594,486.032,84.89623300970874,0.0,13.76893203883495,5
f2fs,102400,scenario_b,5,2000,538.0559999999999,26.9,0,54820.4,16.214,1.7323769797593138,10.684451583565524,0.02,51.526,229.816,15.582624297595064,6.780478425172774,469.23199999999997,82.88611650485437,0.0,15.25631067961165,5
f2fs,1024000,scenario_a,5,200,136.552,68.28,0,15824.8,6.014,2.5082822807650658,41.707387442052976,0.166,3.632,76.22800000000001,120.91627152703644,158.6244838209535,4601.658,76.15172302243211,0.0,10.786077889803078,1
f2fs,1024000,scenario_b,5,200,131.57999999999998,65.8,0,12621,35.992,4.516438862643888,12.548452052244633,0.18,97.688,563.084,30.795511523597046,5.46907948433929,1230.864,89.52235051546391,0.0,13.348465004558525,5
