filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,3,200000,3611.2166666666667,1.8,0,325521,0.16,0.0,0.0,0.0,0.01,5.17,0.026457513110645845,0.5117507371498229,49.873333333333335,82.39395604395605,0.0,11.860805860805861,3
ext4,1024,scenario_b,3,200000,3671.9333333333334,1.8333333333333333,0,331495,0.14,0.0,0.0,0.0,0.01,4.6000000000000005,0.15099668870541488,3.28253671098728,77.69,86.58395644210862,0.0,13.428571428571429,3
ext4,10240,scenario_a,3,20000,1239.4566666666667,6.2,0,140715.33333333334,6.76,1.386975125948551,20.51738351994898,0.01,11.696666666666667,124.06,17.48892220807217,14.097148321837958,267.27666666666664,73.3502709359606,0.0,11.094930213464696,0
ext4,10240,scenario_b,3,20000,1242.51,6.2,0,139198.66666666666,6.763333333333334,1.4300116549641593,21.143592729879142,0.01,8.06,132.05,17.312391515905595,13.11048202643362,363.2233333333333,77.91918215240412,0.0,12.599094288796806,0
ext4,102400,scenario_a,3,2000,585.65,29.266666666666666,0,59707.666666666664,14.4,1.166661904752186,8.101818783001292,0.02,58.70333333333333,198.66333333333333,20.669712947531067,10.404392496953507,358.7033333333333,81.16750809061489,0.0,12.29126213592233,1
ext4,102400,scenario_b,3,2000,581.5233333333333,29.066666666666666,0,59580.666666666664,14.15,1.636429039097021,11.564869534254566,0.02,45.32333333333334,201.37666666666667,19.265591953878115,9.566943515739053,463.78333333333336,84.18407829225791,0.0,13.508526263380633,3
ext4,1024000,scenario_a,3,200,124.74000000000001,62.36666666666667,10.666666666666666,14993.333333333334,10.540000000000001,5.440248156104647,51.615257648051674,0.19,12.126666666666667,234.76999999999998,81.49388197895593,34.71222131403328,690.0699999999999,69.94861534839924,0.0,11.135662061434743,0
ext4,1024000,scenario_b,3,200,138.31666666666666,69.16666666666667,0,13269,28.39,6.173839972010937,21.74653036988706,0.18333333333333335,55.75,511.59333333333336,61.50339204737682,12.021929927555117,1109.2566666666667,93.43264604810996,0.0,14.50171821305842,3
f2fs,1024,scenario_a,3,200000,3711.04,1.8666666666666667,0,334641.3333333333,0.16,0.0,0.0,0.0,0.01,5.246666666666667,0.10016652800877834,1.9091460230389772,43.92333333333333,71.38520146520146,0.0,7.941391941391942,0
f2fs,1024,scenario_b,3,200000,3651.24,1.8,0,329761.6666666667,0.14,0.0,0.0,0.0,0.01,4.533333333333333,0.17616280348965113,3.8859441946246576,49.45333333333333,87.28544632903329,0.0,16.54945054945055,3
f2fs,10240,scenario_a,3,20000,1351.5066666666667,6.766666666666667,0,149798.66666666666,5.953333333333333,0.6988800564713039,11.739306659652362,0.01,7.573333333333333,124.04,17.24369739933986,13.90172315328915,329.99,74.51410096173923,0.0,9.92933641606208,0
f2fs,10240,scenario_b,3,20000,1204.6033333333332,6.0,0,134050.33333333334,7.1866666666666665,0.7011656960614472,9.756480000855017,0.01,11.376666666666667,132.43666666666667,11.186529101259843,8.446700889426275,305.4433333333333,75.83018204044753,0.0,12.506524223338383,0
f2fs,102400,scenario_a,3,2000,608.2033333333334,30.4,0,62120.666666666664,13.136666666666667,0.8693867570496643,6.618016420068493,0.02,37.86,196.69333333333333,18.280542479186252,9.293930897091709,393.00666666666666,80.97867313915857,0.0,12.245954692556634,2
f2fs,102400,scenario_b,3,2000,506.56666666666666,25.333333333333332,0,51772,17.823333333333334,1.3268132247356195,7.444248502350585,0.02,66.51333333333334,254.54999999999998,32.37177937648778,12.717257661161966,469.19,81.4696284540702,0.0,14.42176997759522,2
f2fs,1024000,scenario_a,3,200,132.89,66.43333333333334,0,15972.333333333334,4.546666666666667,0.1950213663508007,4.289326239387112,0.15333333333333332,2.5433333333333334,16.74,0.9991996797437436,5.9689347654942875,4934.14,79.06363636363636,0.0,10.561775123272449,1
f2fs,1024000,scenario_b,3,200,134.40666666666667,67.2,0,12851.333333333334,33.03,2.3325736858671786,7.061985122213681,0.17666666666666667,68.72666666666667,558.1666666666667,16.789610874982564,3.0079923932485926,1168.09,90.45439862542955,0.0,13.75257731958763,3
