procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 4501268   4428 362884    0    0   274  1878 2778    7  3  9 88  1  0  0
 3  0      0 4505012   4428 362984    0    0     0    44 1306 1056  0  0 99  0  0  0
 1  0      0 4492160   4444 363016    0    0     8   108 1434 1047  1  1 98  0  0  0
 8  0      0 4416376   4588 369204    0    0  6420   376 6904 6902 16 12 69  3  0  0
24  1      0 4371100   4724 374288    0    0  1404  2468 6325 10880 45 34 19  3  0  0
 5  1      0 4353992   4724 376840    0    0     0  2972 6506 12229 39 42 15  4  0  0
11  3      0 4326808   4724 379460    0    0   224  2804 6142 10375 24 31 39  5  0  0
 8  1      0 4305136   4732 381032    0    0     0   856 5606 7770 25 28 44  2  0  0
11  2      0 4286320   4732 382732    0    0     0  1108 6490 8124 29 22 47  2  0  0
 7  1      0 4233652   4732 385080    0    0    64   804 7966 11037 54 23 22  1  0  0
15  1      0 4203188   4732 386796    0    0    60   792 6947 10172 39 24 36  1  0  0
12  1      0 4164884   4732 388856    0    0     0   736 7884 12154 42 30 27  1  0  0
 4  1      0 4152032   4740 391036    0    0   192   720 7831 11687 34 35 31  1  0  0
19  0      0 4133160   4740 392852    0    0     0   748 6824 10828 23 35 40  1  0  0
19  1      0 4132404   4740 394676    0    0    56   828 7070 11095 26 42 31  2  0  0
 7  4      0 4130892   4740 396508    0    0     0   840 7576 11336 29 39 29  3  0  0
12  1      0 4127868   4740 398468    0    0     0   720 8308 11963 37 30 31  1  0  0
 8  1      0 4126636   4748 399992    0    0     4   712 5044 8701 15 34 50  1  0  0
19  1      0 4125628   4748 401312    0    0     0   964 5129 8777 17 34 48  2  0  0
10  1      0 4124872   4748 403068    0    0     0   884 6641 10307 25 35 38  2  0  0
11  4      0 4124148   4748 404536    0    0     0   764 6365 9954 19 41 39  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 4090932   4748 406620    0    0     0   908 7944 12749 31 33 34  2  0  0
12  0      0 4090224   4756 408628    0    0     0   788 7212 11656 26 33 40  1  0  0
13  0      0 4088964   4756 410344    0    0     0   972 6823 11130 35 28 35  1  0  0
 6  1      0 4088208   4756 412168    0    0     0  1092 6022 10411 13 44 42  2  0  0
 4  1      0 4080172   4756 413780    0    0     0  1012 6490 11185 20 34 45  1  0  0
 7  1      0 4077904   4756 415676    0    0    56   944 6471 11143 17 36 45  2  0  0
 7  1      0 4076644   4764 417344    0    0     0  1076 5729 10189 11 44 42  3  0  0
 6  1      0 4076868   4764 418840    0    0     0  1152 5688 9937 11 44 42  3  0  0
 4  1      0 4075860   4764 420424    0    0     0  1268 5591 9847  8 46 44  3  0  0
13  0      0 4074048   4764 422132    0    0     4  1276 6118 10658  9 40 48  3  0  0
11  2      0 4073376   4764 423804    0    0     0   896 5072 9527  8 49 41  3  0  0
 8  1      0 4071928   4776 425416    0    0     0  1184 5936 10312 14 43 39  3  0  0
 7  0      0 4070492   4776 426872    0    0     0   976 4849 8680  8 38 52  2  0  0
 7  1      0 4075676   4776 428500    0    0     0  1232 5107 9402 11 48 38  3  0  0
18  0      0 4073408   4776 430344    0    0     0  1076 6721 11270 20 40 38  2  0  0
 9  1      0 4072148   4776 431944    0    0     0   900 5298 9392 10 38 50  2  0  0
12  1      0 4071168   4784 433604    0    0     0  1228 5806 10380 12 48 37  2  0  0
 9  1      0 4069656   4784 435240    0    0     0  1000 5328 9839  6 48 44  2  0  0
 7  1      0 4068144   4784 436620    0    0     0  1588 5569 9974  8 45 43  3  0  0
 7  2      0 4066156   4784 438612    0    0     8  1052 6845 11486 19 36 43  2  0  0
10  1      0 4064896   4784 440136    0    0     0  1092 5604 9882 10 45 43  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  1      0 4062656   4792 441576    0    0     0  1088 5351 9687  8 47 42  2  0  0
15  1      0 4061648   4792 443528    0    0     4   996 6029 10541  8 41 48  3  0  0
 7  1      0 4060388   4796 445012    0    0     0  1424 5445 9619  6 43 48  3  0  0
10  1      0 4058876   4796 446636    0    0     0  1076 5543 9821  7 46 44  3  0  0
 9  1      0 4056860   4796 448188    0    0     0  1020 5811 10176 10 45 42  3  0  0
13  1      0 4055124   4804 449836    0    0     0  1204 6138 10431  9 44 45  2  0  0
 9  0      0 4053612   4804 451748    0    0     0  1276 5854 10216  9 42 45  4  0  0
 8  0      0 4051596   4804 453136    0    0     0  1100 5067 9351  6 50 40  3  0  0
 8  4      0 4050336   4804 454800    0    0     0  1004 5956 10073 13 43 40  3  0  0
15  1      0 4048572   4804 456436    0    0     0  1080 6032 10263  7 43 47  3  0  0
 2  1      0 4046808   4812 458080    0    0     0  1176 5727 10130  5 47 43  4  0  0
 9  2      0 4045296   4812 459704    0    0     0  1000 5638 9884  8 45 44  4  0  0
15  2      0 4043028   4816 461324    0    0     0  1356 5327 9782  5 49 43  3  0  0
 8  2      0 4037484   4824 463028    0    0     8  1096 6440 10774 17 39 41  3  0  0
14  1      0 4035468   4824 464772    0    0    88  1000 5495 9917  6 48 41  5  0  0
 8  2      0 4034208   4832 466400    0    0     0  1164 5694 10227  5 48 44  3  0  0
10  1      0 4032472   4832 467788    0    0     0  1128 5582 10019  6 47 44  2  0  0
11  1      0 4030456   4832 469660    0    0     0  1400 6094 10456  5 44 49  2  0  0
 4  0      0 4028944   4832 471036    0    0     0  1220 5157 9459  8 51 37  4  0  0
11  2      0 4027208   4832 472916    0    0     0  1028 6073 10390  6 43 49  3  0  0
14  2      0 4025444   4840 474296    0    0     0  1172 5954 10305  5 49 43  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 4023932   4840 476040    0    0     0  1056 5664 9820  6 46 45  3  0  0
14  1      0 4022672   4840 477540    0    0     0  1208 5562 9851  5 48 43  4  0  0
10  1      0 4010100   4840 479396    0    0     0  1112 6051 10535  7 45 44  3  0  0
14  0      0 3997500   4840 480808    0    0     0  1052 5952 10250  7 43 48  2  0  0
14  2      0 3996492   4848 482656    0    0     0  1160 5502 9710  6 45 46  3  0  0
 7  0      0 3995232   4848 484300    0    0     4  1016 5779 10151  7 45 46  2  0  0
14  2      0 3993720   4848 485804    0    0     0  1512 5521 9816  5 47 45  3  0  0
 6  1      0 3992208   4848 487464    0    0     0  1532 5471 9953  9 50 37  4  0  0
 6  1      0 3990444   4848 489164    0    0     0   864 4908 9100  8 49 41  2  0  0
 6  1      0 3988428   4864 490876    0    0    84   948 6166 10588  5 45 49  2  0  0
10  1      0 3985908   4864 492228    0    0     0  1120 5250 9552  7 48 42  3  0  0
12  1      0 3984648   4864 493868    0    0     0   936 5475 9572  6 45 45  3  0  0
11  1      0 3983388   4864 495516    0    0     0  1396 5564 9904  6 49 41  3  0  0
 5  1      0 3981876   4864 497200    0    0     0  1020 5397 9611  5 44 46  4  0  0
11  0      0 3980112   4872 498628    0    0     0  1264 5126 9173  9 49 33  9  0  0
10  1      0 3978852   4872 500116    0    0     0  1188 5577 9935  6 47 44  3  0  0
 6  1      0 3977340   4872 501844    0    0     0   876 5999 10576  7 41 50  2  0  0
18  0      0 3975576   4872 503504    0    0     0  1620 5704 10146  6 49 42  4  0  0
10  1      0 3974092   4872 504880    0    0     4   868 5985 10172  7 41 50  2  0  0
 4  1      0 3972580   4880 506692    0    0     0  1172 5314 9605  5 46 47  3  0  0
13  0      0 3970060   4880 508196    0    0     0   892 6162 10496  7 43 47  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  2      0 3968324   4880 509992    0    0     0   952 5439 9575  5 45 47  3  0  0
 8  0      0 3966308   4880 511460    0    0     0  1200 5478 9945  7 48 42  4  0  0
 6  1      0 3964796   4880 513228    0    0     0   940 5577 10020  5 43 49  3  0  0
18  1      0 3963032   4888 514900    0    0     0  1104 5035 9373  5 52 38  4  0  0
17  1      0 3960792   4888 516364    0    0     0  1184 5255 9528  6 52 39  3  0  0
 9  1      0 3959280   4888 517812    0    0     0  1068 5823 10239  5 47 45  3  0  0
13  0      0 3957264   4888 519516    0    0     0  1432 5478 9581  6 47 45  3  0  0
 5  1      0 3955780   4888 521092    0    0     0  1048 5675 10154  5 48 43  3  0  0
14  0      0 3954520   4900 522844    0    0     0  1092 5597 9920  5 46 45  3  0  0
 5  1      0 3947212   4900 524560    0    0     0   964 5833 10110  8 44 45  3  0  0
 4  0      0 3929824   4900 526092    0    0     0  1116 5171 9406  6 49 42  3  0  0
 8  0      0 3911680   4900 527540    0    0     0  1476 5047 9317  6 52 39  4  0  0
 8  1      0 3887544   4900 529228    0    0     0  1148 5517 9746  5 48 44  3  0  0
12  1      0 3872676   4912 530868    0    0     0  1052 5463 9701  7 48 42  3  0  0
 6  1      0 3854532   4912 532496    0    0     0  1016 5613 9946  7 49 41  3  0  0
12  0      0 3835128   4912 533916    0    0     0   924 4861 8918  7 48 42  3  0  0
 5  1      0 3820260   4912 535524    0    0     0  1624 5058 9236  8 51 38  3  0  0
10  0      0 3820008   4912 537024    0    0     0   872 5470 9590  5 48 44  3  0  0
 3  3      0 3819504   4924 538728    0    0     0  1572 5580 9933 10 46 41  3  0  0
