procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 4454672   5788 363036    0    0   282  2224 2935    8  3 10 86  1  0  0
 6  1      0 4456092   6012 365732    0    0  2776  8284 1943 1463  1  3 96  1  0  0
 2  0      0 4458376   6036 365732    0    0     0  6296 1687 1250  1  2 97  1  0  0
 4  1      0 4397480   6196 371716    0    0  6140  8816 6875 6356 13 13 70  4  0  0
10  0      0 4368592   6220 381552    0    0   664  6200 6133 9758 39 25 33  2  0  0
14  0      0 4291792   6236 396652    0    0     0  6248 6025 11518 42 24 34  0  0  0
15  0      0 4232124   6268 412820    0    0     0  8428 6693 10787 42 24 33  1  0  0
16  0      0 4172684   6300 429356    0    0     0  8420 6774 11270 48 20 31  0  0  0
 8  0      0 4156556   6316 439960    0    0     0 18760 4628 7103 22 27 50  0  0  0
 6  1      0 4138920   6536 455396    0    0   528  8500 6937 10603 32 37 30  1  0  0
 5  0      0 4087036   6828 470612    0    0  1152  7448 6232 10976 34 46 16  3  0  0
 7  0      0 4058308   6852 484816    0    0     0  6320 6188 11271 42 29 28  1  0  0
 5  0      0 4039184   6868 498540    0    0     0  8296 5849 9784 21 37 41  1  0  0
 5  0      0 4011716   6884 513824    0    0     0  6248 6812 11291 30 37 32  0  0  0
11  2      0 4015640   6892 524624    0    0     0 142068 3334 7250 13 65 19  3  0  0
 8  0      0 3999764   6932 539248    0    0     0  8484 6004 10032 11 52 36  1  0  0
10  0      0 3986436   6956 553896    0    0     8  6248 6641 10316 18 45 37  0  0  0
 5  0      0 3971596   6980 567868    0    0     0  6280 6083 10572  8 47 45  1  0  0
 0  0      0 3957792   6996 581656    0    0     0  8652 5389 9606  6 51 42  1  0  0
 3  1      0 3944184   7012 595112    0    0     0  6248 5683 9906  6 48 46  1  0  0
 5  0      0 3932984   7044 608464    0    0     0   228 5278 9511  7 51 41  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 3918368   7060 623232    0    0     0    96 6254 10796  6 46 48  0  0  0
 3  0      0 3902268   7084 639068    0    0     0   156 6892 11585  9 42 48  0  0  0
 2  0      0 3887204   7100 653500    0    0     0   248 6133 10476  5 45 49  1  0  0
 8  0      0 3873344   7116 667160    0    0     0   108 5643 9915  7 50 43  0  0  0
 8  1      0 3858784   7148 681356    0    0     0   236 5768 10036  9 46 45  1  0  0
10  0      0 3844224   7164 695204    0    0   108   100 5882 10126  6 47 46  1  0  0
 7  1      0 3829104   7188 709612    0    0     0   172 5939 10213  8 44 47  0  0  0
12  1      0 3797352   7204 723980    0    0     0   372 5828 10314  6 49 44  0  0  0
 3  0      0 3772180   7220 738912    0    0     0    96 6035 10519  7 47 46  0  0  0
 4  1      0 3759104   7252 751548    0    0     0   232 5071 9257  6 51 42  1  0  0
 3  0      0 3745496   7268 765496    0    0     0    96 5432 9524  8 48 44  0  0  0
 5  1      0 3731888   7292 779048    0    0     0   152 5269 9498  6 50 44  1  0  0
