procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4483772   5764 362696    0    0   233  1693 2055    4  2  5 93  0  0  0
 1  0      0 4491128   5780 362768    0    0     0    32 1276  962  0  1 99  0  0  0
 1  0      0 4496164   5812 362756    0    0     0   104 1713 1244  1  1 98  0  0  0
 3  0      0 4439788   5984 369040    0    0  6420   620 6309 6638 16 12 68  3  0  0
 9  1      0 4392124   6888 373436    0    0  1272  3820 6506 11436 46 33 17  4  0  0
10  1      0 4362192   7736 375456    0    0     0  3868 6563 11878 36 39 20  4  0  0
 8  0      0 4352868   8368 377664    0    0   220  3004 7136 11222 42 31 23  4  0  0
 9  1      0 4325908   8600 379324    0    0     0  1196 7279 9100 37 22 40  1  0  0
 7  0      0 4307512   8752 380924    0    0     0  1264 6327 7884 30 22 47  1  0  0
13  0      0 4291888   8944 382288    0    0    64   880 6030 8793 32 21 46  2  0  0
 9  0      0 4280044   9132 383916    0    0     0  1044 6269 10111 29 34 35  1  0  0
 3  0      0 4254088   9332 385272    0    0     0  1096 5546 8646 21 34 42  2  0  0
 8  0      0 4220824   9556 387304    0    0    60  1188 7564 12120 40 29 30  1  0  0
15  0      0 4209736   9776 388736    0    0     0  1104 5902 10120 24 38 36  2  0  0
 4  0      0 4203940   9964 390648    0    0    56  1004 7693 12191 44 31 24  1  0  0
 8  0      0 4202428  10160 392212    0    0     0  1072 6963 11055 29 38 31  2  0  0
17  0      0 4192600  10340 394068    0    0     0   940 8657 12031 40 28 31  1  0  0
11  0      0 4190836  10560 395648    0    0     0  1184 5823 10069 18 45 34  3  0  0
 7  0      0 4161856  10764 396764    0    0     0   916 5133 8878 25 28 45  2  0  0
 4  0      0 4160092  10944 397768    0    0     0  1324 3705 6667 14 21 65  1  0  0
18  0      0 4157320  11184 399240    0    0     0  1040 6064 9685 28 34 36  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 4144216  11384 400636    0    0     0  1004 5657 9311 24 31 44  2  0  0
10  0      0 4142704  11596 402156    0    0     0  1220 5892 10017 18 35 44  2  0  0
 8  0      0 4147964  11772 403572    0    0     0  1056 5719 9939 14 44 39  3  0  0
 8  0      0 4143176  11964 405028    0    0     0  2364 5456 9736 23 41 31  4  0  0
 6  0      0 4142168  12156 406440    0    0     0   952 6173 10494 18 35 46  2  0  0
 5  0      0 4139144  12332 407852    0    0     0   980 6183 10698 20 40 38  3  0  0
 4  0      0 4127300  12504 409268    0    0     0  1032 5509 9691 19 29 50  1  0  0
 7  0      0 4126796  12704 410788    0    0     0  1060 5903 10420 13 40 44  3  0  0
16  1      0 4126544  12892 412028    0    0     8 19752 4687 8908  9 50 38  3  0  0
 5  0      0 4126084  13048 413316    0    0     0 20064 4364 8493  8 53 33  5  0  0
 1  0      0 4126676  13232 414740    0    0     0   892 6046 10460 12 40 46  2  0  0
10  0      0 4127220  13440 416504    0    0   264  1228 4958 9353  7 51 37  5  0  0
 6  0      0 4125960  13612 417968    0    0     0  1052 5188 9366  7 48 41  4  0  0
 5  0      0 4125204  13768 419376    0    0     0  1152 5614 9942  9 45 43  3  0  0
 7  0      0 4124196  13936 421016    0    0     0   896 5424 9895  8 45 44  3  0  0
10  0      0 4123188  14140 422428    0    0     0  1048 5398 9908  9 45 44  2  0  0
 2  0      0 4121676  14340 424140    0    0     0  1104 7050 11312 22 34 41  3  0  0
 9  1      0 4118400  14492 425444    0    0     0   972 6013 10189 14 41 42  3  0  0
 3  0      0 4115656  14680 427420    0    0     0  1168 6447 11027 19 38 39  3  0  0
10  0      0 4114900  14824 428764    0    0     0   940 5205 9378  6 48 43  3  0  0
 6  0      0 4111876  15000 430000    0    0     8   980 5506 9793  7 47 43  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 4110868  15208 431468    0    0     0  1060 5723 10290  8 43 46  3  0  0
 6  0      0 4108600  15400 433232    0    0     0   956 5776 10224  9 43 44  3  0  0
11  0      0 4107844  15620 434612    0    0     0  1452 5443 9766 11 47 38  4  0  0
11  0      0 4106080  15800 436216    0    0     0   964 6375 10625 13 37 48  2  0  0
 7  0      0 4104568  15976 437632    0    0     0   892 5215 9583  8 47 40  5  0  0
 9  0      0 4101292  16160 438872    0    0     0  1016 5817 10162 15 41 41  3  0  0
12  0      0 4099024  16332 440420    0    0     8   972 5738 9923 11 43 43  3  0  0
 2  0      0 4098016  16536 441908    0    0     0  1428 4863 9228  9 46 41  4  0  0
 7  0      0 4096756  16700 443016    0    0     0   888 5896 10226  8 45 44  2  0  0
10  0      0 4094740  16896 444832    0    0     0  1016 6055 10408 10 42 46  3  0  0
10  0      0 4093228  17060 446356    0    0     0   884 5712 10065 10 42 45  2  0  0
12  0      0 4089952  17228 447880    0    0     0   940 5473 9743  8 45 43  4  0  0
 8  0      0 4088692  17428 449132    0    0     0  1344 5466 10056 13 45 38  3  0  0
 5  0      0 4086676  17608 450596    0    0     0  2056 5198 9476 10 50 37  4  0  0
 7  0      0 4084912  17800 452136    0    0     0   996 5908 10382  7 45 45  3  0  0
 7  0      0 4083148  17988 453588    0    0     0   944 5708 10183  7 44 45  3  0  0
 8  0      0 4081384  18168 454856    0    0     0  1012 4962 9135  4 51 40  5  0  0
16  0      0 4079872  18344 456508    0    0     0  1140 5599 10002  8 46 44  3  0  0
11  0      0 4078108  18520 457612    0    0     0  1116 5315 9556  6 49 42  3  0  0
 7  0      0 4076848  18684 459080    0    0     0 44824 4086 8049  6 60 23 12  0  0
 9  0      0 4067524  18868 460672    0    0     0  1072 6071 10441 13 40 45  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0      0 4065760  19044 461812    0    0     0   880 5673 9812 10 42 46  2  0  0
 9  0      0 4063996  19240 463524    0    0     0  1024 5335 9671  6 47 44  3  0  0
11  0      0 4053664  19380 464800    0    0     0  1120 5000 8849  7 37 53  3  0  0
 2  0      0 4050640  19544 466104    0    0     0   892 5174 9399  8 45 44  3  0  0
 6  0      0 4049632  19744 467524    0    0     0  1104 5444 9598  6 47 43  4  0  0
12  0      0 4048120  19932 468908    0    0     0  1024 5168 9351  7 43 48  3  0  0
 9  0      0 4047364  20156 470108    0    0     0  1148 5025 9413  6 50 39  5  0  0
 3  0      0 4045852  20320 471748    0    0     0  1156 5525 9769  8 43 45  4  0  0
10  0      0 4044340  20512 473200    0    0     0  1136 4995 9272  8 48 40  4  0  0
 4  0      0 4042828  20720 474532    0    0     0  1248 5083 9158  5 50 40  5  0  0
 5  1      0 4040812  20892 476000    0    0     0  1036 5128 9506  6 49 41  4  0  0
 6  0      0 4026196  21072 477440    0    0     0   948 5070 9275  5 49 42  4  0  0
 8  0      0 4010068  21264 478852    0    0     0  1212 5104 9466  6 51 39  4  0  0
14  0      0 3988144  21460 480288    0    0     0  1056 5466 9690  5 49 43  3  0  0
 6  0      0 3972268  21640 481832    0    0     0  1000 5997 10457 10 43 45  2  0  0
 4  0      0 3955636  21840 483328    0    0     0   980 5517 9755  7 47 42  4  0  0
 5  0      0 3926152  22064 484744    0    0     0  1160 5491 9797  8 46 42  4  0  0
17  0      0 3901456  22228 486136    0    0     0  1164 5044 9289  4 49 43  3  0  0
15  0      0 3899440  22408 487604    0    0     0  1044 5533 9900  5 46 45  4  0  0
 8  0      0 3899188  22616 489112    0    0     0  1124 5447 9789  5 44 47  4  0  0
 7  0      0 3898936  22780 490504    0    0     0   864 5082 9367  5 46 45  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 3898936  22968 492096    0    0     0  1000 5787 10306  7 45 44  3  0  0
13  0      0 3898684  23132 493528    0    0     0  1096 4996 9118  4 51 40  4  0  0
 7  0      0 3894904  23312 494924    0    0     0  1040 5033 9254  5 48 42  5  0  0
 9  0      0 3893896  23480 496384    0    0     0  2144 5023 9285  6 47 44  3  0  0
 1  0      0 3891880  23664 497932    0    0     0   956 5399 9773  5 49 42  3  0  0
 7  0      0 3889864  23852 499376    0    0     0  1032 5174 9601  5 47 44  4  0  0
 4  0      0 3888604  24052 500772    0    0     0  1300 5304 9629  5 48 42  5  0  0
11  0      0 3886336  24248 502228    0    0     0  1112 5537 9840  6 46 45  3  0  0
12  0      0 3885580  24404 503708    0    0     0 23884 4836 9302  6 52 38  3  0  0
 5  0      0 3883312  24584 505128    0    0     0 20516 4772 9079  5 53 36  6  0  0
 6  0      0 3881296  24800 506528    0    0     0  1192 5264 9676  7 48 41  4  0  0
 3  0      0 3879280  24976 507924    0    0     0  1212 5045 9326  5 51 40  4  0  0
 6  1      0 3877516  25184 509388    0    0     0  1224 5143 9488  7 46 42  5  0  0
 8  0      0 3875500  25356 510796    0    0     0   956 5295 9523  7 46 43  3  0  0
 6  0      0 3872980  25528 512348    0    0     0   928 5687 10024  6 46 43  4  0  0
 4  0      0 3870964  25708 513832    0    0     0   980 5314 9653  6 48 43  3  0  0
 7  0      0 3861640  25872 515240    0    0     0  1048 5187 9336  5 48 43  3  0  0
13  1      0 3843748  26060 516656    0    0     0  1084 5257 9610  6 48 41  5  0  0
 5  0      0 3825856  26268 518108    0    0     0  1176 5220 9545  6 48 41  5  0  0
 3  0      0 3794860  26452 519552    0    0     0  1080 5216 9716  6 50 40  4  0  0
11  0      0 3791584  26628 521016    0    0     0   964 5308 9789 10 45 42  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  1      0 3790576  26804 522440    0    0     0  1152 5337 9540  6 51 40  3  0  0
10  0      0 3788560  27000 523932    0    0     0  1164 5378 9859  5 48 42  4  0  0
 5  0      0 3787804  27160 525372    0    0     0   968 5014 9269  7 48 42  3  0  0
13  0      0 3786796  27332 526844    0    0     0  1016 5293 9496  6 48 43  4  0  0
 8  0      0 3786040  27528 528332    0    0     0  1124 5485 9904  7 46 43  4  0  0
 7  0      0 3785284  27684 529772    0    0     0   872 5353 9622  5 47 45  3  0  0
