filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,app_avg_ms,app_p50_ms,app_p90_ms,app_p99_ms,app_p999_ms,app_max_ms,block_util_avg,block_util_max,block_await_avg,block_await_max,block_r_await_avg,block_w_await_avg,block_rkB_s_avg,block_wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,100000,180,30,8,False,False,5,379478,2526.77,2.5,456300,0,12.64,9.92,26.23,51.88,125.94,232.09,4.319342105263158,94.7,3.540986842105263,37.64,0.0,3.540986842105263,0.0,2933.0863157894737,7.342105263157895,56.703947368421055,35.39473684210526,0.4605263157894737,False,,results/kafka_fs_bench_20260525_155242/raw/r1_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,2,100000,180,30,8,False,False,5,377827,2516.72,2.5,454516,0,12.45,9.66,25.15,53.36,155.01,420.66,4.1488815789473685,99.0,4.739078947368421,48.56,0.0,4.739078947368421,0.0,2915.2336842105265,7.086092715231788,56.58278145695364,35.80794701986755,0.4304635761589404,False,,results/kafka_fs_bench_20260525_155242/raw/r2_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,3,100000,180,30,8,False,False,5,384996,2563.61,2.6,462995,0,12.12,9.46,24.85,51.96,122.34,237.35,4.226315789473684,81.0,4.373684210526315,37.08,0.0,4.373684210526315,0.0,2932.2105263157896,7.4144736842105265,56.4671052631579,35.625,0.4144736842105263,False,,results/kafka_fs_bench_20260525_155242/raw/r3_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,100000,180,30,8,True,False,5,366046,2437.28,2.4,437593,0,12.87,9.26,26.27,66.33,222.7,403.59,4.1977631578947365,99.31,4.564407894736842,61.0,0.0,4.564407894736842,0.0,2747.8905263157894,8.506578947368421,54.58552631578947,36.35526315789474,0.40789473684210525,False,,results/kafka_fs_bench_20260525_155242/raw/r1_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,2,100000,180,30,8,True,False,5,378576,2521.52,2.5,450770,0,12.07,9.22,25.17,52.56,127.06,278.86,4.179934210526316,87.43,4.479736842105263,39.47,0.0,4.479736842105263,0.0,2830.3494736842104,8.342105263157896,55.57236842105263,35.58552631578947,0.4144736842105263,False,,results/kafka_fs_bench_20260525_155242/raw/r2_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,3,100000,180,30,8,True,False,5,390906,2603.35,2.6,463612,0,10.94,8.47,22.58,47.8,111.4,214.92,7.199144736842105,491.6,3.8046052631578946,35.19,0.0,3.8046052631578946,0.0,2919.208421052632,8.171052631578947,56.2828947368421,35.223684210526315,0.34210526315789475,False,,results/kafka_fs_bench_20260525_155242/raw/r3_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,1,100000,180,30,8,False,True,5,364932,2430.48,2.4,439724,0,15.87,11.73,31.98,86.65,212.6,403.01,25.382894736842104,97.0,8.903421052631579,37.62,0.0,8.903421052631579,0.0,3746.56,8.552631578947368,57.026315789473685,31.17105263157895,3.3552631578947367,False,disk await avg 8.90 ms >= 5.00 ms,results/kafka_fs_bench_20260525_155242/raw/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,2,100000,180,30,8,False,True,5,364198,2425.54,2.4,439349,0,15.68,11.76,31.63,77.32,200.78,384.16,25.25315789473684,84.5,8.174605263157895,35.95,0.0,8.174605263157895,0.0,3138.8294736842104,8.276315789473685,57.13157894736842,31.210526315789473,3.3947368421052633,False,disk await avg 8.17 ms >= 5.00 ms,results/kafka_fs_bench_20260525_155242/raw/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,3,100000,180,30,8,False,True,5,374295,2492.36,2.5,447353,0,14.29,10.53,29.15,72.18,193.45,363.66,24.735394736842107,98.81,8.479539473684211,38.5,0.0,8.479539473684211,0.0,3784.1515789473683,8.131578947368421,57.9671052631579,30.70394736842105,3.2171052631578947,False,disk await avg 8.48 ms >= 5.00 ms,results/kafka_fs_bench_20260525_155242/raw/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b_dynamic,1,100000,180,30,8,True,True,5,352959,2350.18,2.4,423720,0,16.55,11.71,33.66,97.06,236.92,424.95,25.578815789473683,96.27,8.721184210526316,39.79,0.0,8.721184210526316,0.0,3594.5094736842107,9.467105263157896,55.96052631578947,31.25657894736842,3.3092105263157894,False,disk await avg 8.72 ms >= 5.00 ms,results/kafka_fs_bench_20260525_155242/raw/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260525_155242/monitor/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure_vmstat.txt.gz
