filesystem,record_size,scenario,round,profile,phase,occupancy_target_pct,fs_used_pct_before,fs_used_pct_after,valid,run_state,invalid_reasons,java_exit_code,target_ops,measure_sec,drain_timeout_sec,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,max_in_flight_records,max_catch_up_records,max_schedule_lag_limit_ms,sent_requests,sent_ops,ack_window_requests,ack_window_ops,eventual_ack_requests,eventual_ack_ops,outstanding_at_end,failed_requests,unresolved_after_drain,latency_dropped_samples,backpressure_wait_count,backpressure_wait_ms,max_observed_outstanding,catch_up_resets,catch_up_records_skipped,max_schedule_lag_ms,ack_stall_count,ack_stall_total_sec,ack_stall_max_sec,consumer_records,producer_acked_records,consumer_record_delta,consumer_drain_completed,malformed_headers,payload_crc_errors,sequence_gaps,duplicate_records,out_of_order_records,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,drain_time_sec,drain_completed,app_avg_ms,app_p50_ms,app_p90_ms,app_p99_ms,app_p999_ms,app_max_ms,mapper_util_avg,mapper_await_avg,mapper_wkB_s_avg,raw_util_avg,raw_await_avg,raw_wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,topics_created,topics_failed,final_topic_count,topic_first_failure_elapsed_ms,topic_first_failure,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,latency,measure,,0.00048027246543067405,7.0344650382228275,True,BACKPRESSURED,,0,20000,60,180,20,8,False,False,5,1000,10,100,1140545,19009.08,1140540,19009.0,1140545,19009.08,0,0,0,0,18590,49910.23,1003,3669,114117,2371.92,1,1,1,-1,-1,0,True,0,0,0,0,0,1140545,19009.08,95.0,1484151,0,0.03,True,3.99,0.3,0.55,26.33,894.24,2474.71,15.059333333333333,250502.59616666668,21565.610666666667,14.246333333333334,90.04183333333333,21760.170666666665,37.15,27.5,31.466666666666665,3.6666666666666665,False,disk await avg 250502.60 ms >= 5.00 ms,0,0,1,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_a_1024B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_1024B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_1024B_20000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,latency,measure,,0.00048027246543067405,6.801309908844286,True,STALLED,,0,20000,60,180,20,8,True,False,5,1000,10,100,1125395,18756.58,1125388,18756.47,1125395,18756.58,0,0,0,0,31967,75448.47,1003,4823,163253,3172.63,1,2,2,1434438,1434438,0,True,0,0,0,0,0,1125395,18756.58,93.8,1434438,0,0.02,True,4.99,0.4,1.87,42.21,478.74,3233.55,14.853333333333333,321071.837,21592.746666666666,14.433333333333334,97.02166666666668,21764.949333333334,39.733333333333334,26.8,29.4,3.9,False,disk await avg 321071.84 ms >= 5.00 ms,0,0,2,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_b_1024B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_1024B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_1024B_20000ops_measure_vmstat.txt.gz
ext4,10240,scenario_a,1,latency,measure,,0.00048027246543067405,6.762630822789066,True,BACKPRESSURED,,0,2000,60,180,20,8,False,False,5,1000,10,100,116881,1948.02,116878,1947.97,116881,1948.02,0,0,0,0,25,12562.51,1001,24,4191,1492.01,1,1,1,-1,-1,0,True,0,0,0,0,0,116881,1948.02,97.4,155801,0,0.02,True,24.35,0.56,0.75,1071.28,1949.94,2006.84,14.365666666666666,96065.45816666668,23299.584,16.505666666666666,28.789,23488.341333333334,2.783333333333333,5.766666666666667,88.06666666666666,3.1166666666666667,False,disk await avg 96065.46 ms >= 5.00 ms,0,0,1,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_a_10240B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_10240B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_10240B_2000ops_measure_vmstat.txt.gz
ext4,10240,scenario_b,1,latency,measure,,0.00048027246543067405,6.902184279172778,True,NOT_SATURATED,,0,2000,60,180,20,8,True,False,5,1000,10,100,120000,2000.0,120000,2000.0,120000,2000.0,0,0,0,0,0,0.0,763,8,1037,525.93,0,0,0,158962,158962,0,True,0,0,0,0,0,120000,2000.0,100.0,158962,0,0.04,True,2.23,0.54,0.69,5.5,374.0,434.57,14.046666666666667,8975.569166666668,20787.029333333332,13.52,11.321,20953.258666666665,2.9833333333333334,3.6666666666666665,91.51666666666667,1.3,False,disk await avg 8975.57 ms >= 5.00 ms,0,0,2,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_b_10240B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_10240B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_10240B_2000ops_measure_vmstat.txt.gz
ext4,102400,scenario_a,1,latency,measure,,0.00048027246543067405,6.825460752820229,True,STALLED,,0,200,60,180,20,8,False,False,5,1000,10,100,12000,200.0,12000,200.0,12000,200.0,0,0,0,0,0,0.0,464,8,104,539.37,1,2,2,-1,-1,0,True,0,0,0,0,0,12000,200.0,100.0,15896,0,0.05,True,52.13,1.46,2.35,1731.52,2266.92,2305.58,10.533333333333333,3414472.0085,21555.370666666666,14.126666666666667,88.98483333333334,21727.402666666665,2.716666666666667,2.3666666666666667,90.75,3.7,False,disk await avg 3414472.01 ms >= 5.00 ms,0,0,1,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_a_102400B_200ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_102400B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_102400B_200ops_measure_vmstat.txt.gz
ext4,102400,scenario_b,1,latency,measure,,0.00048027246543067405,6.828085098792046,True,NOT_SATURATED,,0,200,60,180,20,8,True,False,5,1000,10,100,12000,200.0,12000,200.0,12000,200.0,0,0,0,0,0,0.0,466,8,104,539.0,0,0,0,15896,15896,0,True,0,0,0,0,0,12000,200.0,100.0,15896,0,0.03,True,58.22,1.34,2.15,2160.36,2854.96,2926.75,14.56,224658.16433333332,20792.14933333333,13.84,114.24316666666667,20957.696,6.283333333333333,5.0,83.26666666666667,4.816666666666666,False,disk await avg 224658.16 ms >= 5.00 ms,0,0,2,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_b_102400B_200ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_102400B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_102400B_200ops_measure_vmstat.txt.gz
ext4,1024000,scenario_a,1,latency,measure,,0.00048027246543067405,6.8627847844194125,True,NOT_SATURATED,,0,20,60,180,20,8,False,False,5,1000,10,100,1200,20.0,1200,20.0,1200,20.0,0,0,0,0,0,0.0,16,4,4,152.74,0,0,0,-1,-1,0,True,0,0,0,0,0,1200,20.0,100.0,1600,0,0.15,True,16.13,6.59,10.52,224.48,1322.26,1329.92,11.38,303543.062,21835.776,16.38,0.059833333333333336,22009.685333333335,2.3,4.266666666666667,90.71666666666667,2.066666666666667,False,disk await avg 303543.06 ms >= 5.00 ms,0,0,1,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_a_1024000B_20ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_1024000B_20ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_a_1024000B_20ops_measure_vmstat.txt.gz
ext4,1024000,scenario_b,1,latency,measure,,0.00048027246543067405,6.865426282979281,True,NOT_SATURATED,,0,20,60,180,20,8,True,False,5,1000,10,100,1200,20.0,1200,20.0,1200,20.0,0,0,0,0,0,0.0,28,4,4,163.71,0,0,0,1600,1600,0,True,0,0,0,0,0,1200,20.0,100.0,1600,0,0.16,True,46.84,6.16,9.31,1255.84,1749.95,1755.32,15.74,236096.21116666665,23709.696,17.413333333333334,56.877833333333335,23901.696,3.1166666666666667,3.9166666666666665,87.7,4.666666666666667,False,disk await avg 236096.21 ms >= 5.00 ms,0,0,2,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_ext4_scenario_b_1024000B_20ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_1024000B_20ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_ext4_scenario_b_1024000B_20ops_measure_vmstat.txt.gz
f2fs,1024,scenario_a,1,latency,measure,,3.2563793287621063,10.001249415032147,True,BACKPRESSURED,,0,20000,60,180,20,8,False,False,5,1000,10,100,1195160,19919.33,1195149,19919.15,1195160,19919.33,0,0,0,0,19393,30047.23,1003,3819,64043,603.45,0,0,0,-1,-1,0,True,0,0,0,0,0,1195160,19919.33,99.6,1534193,0,0.03,True,0.75,0.31,0.53,6.57,49.1,267.44,8.046666666666667,126732.52925128205,14926.336,9.746666666666666,37.99210049019608,15045.802666666666,49.35,23.233333333333334,26.016666666666666,1.2,False,disk await avg 126732.53 ms >= 5.00 ms,0,0,1,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_f2fs_scenario_a_1024B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_f2fs_scenario_a_1024B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_f2fs_scenario_a_1024B_20000ops_measure_vmstat.txt.gz
f2fs,1024,scenario_b,1,latency,measure,,3.2563793287621063,9.949603747863595,True,BACKPRESSURED,,0,20000,60,180,20,8,True,False,5,1000,10,100,1197727,19962.12,1197722,19962.03,1197727,19962.12,0,0,0,0,26075,38691.01,1003,4229,76595,514.36,0,0,0,1521386,1521386,0,True,0,0,0,0,0,1197727,19962.12,99.8,1521386,0,0.02,True,0.9,0.37,1.05,11.98,70.68,89.15,6.44,708046.886,10718.720000000001,7.1000000000000005,17.824166666666667,10804.224,49.21666666666667,24.116666666666667,25.883333333333333,0.48333333333333334,False,disk await avg 708046.89 ms >= 5.00 ms,0,0,2,-1,none,results/kafka_fs_bench_20260906_102324/raw/r1_f2fs_scenario_b_1024B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_f2fs_scenario_b_1024B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260906_102324/monitor/r1_f2fs_scenario_b_1024B_20000ops_measure_vmstat.txt.gz
