filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_a,1,1000,120,30,32,False,False,5,78326,793.2,79.3,103346,0,0.67,0.02,1.21,10.54,58.25,99.93,89.4499,94.16,0.0,0.0,0.0,7.5594,0.0,0.0,11.32,43.98,31.12,13.62,True,disk util avg 89.45% >= 80.00% | cpu iowait avg 13.62% >= 5.00%,results/kafka_fs_bench_20260425_062952/raw/r1_ext4_scenario_a_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260425_062952/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_062952/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_vmstat.txt.gz
f2fs,102400,scenario_a,1,1000,120,30,32,False,False,5,79038,876.27,87.6,104511,0,0.59,0.02,1.03,9.4,50.33,100.01,92.12692307692308,96.3,0.0,0.0,0.45054945054945056,7.90934065934066,0.0,0.0,9.87912087912088,51.472527472527474,24.428571428571427,14.23076923076923,True,disk util avg 92.13% >= 80.00% | cpu iowait avg 14.23% >= 5.00%,results/kafka_fs_bench_20260425_062952/raw/r1_f2fs_scenario_a_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260425_062952/monitor/r1_f2fs_scenario_a_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_062952/monitor/r1_f2fs_scenario_a_102400B_1000ops_measure_vmstat.txt.gz
