profile,phase,occupancy_target_pct,filesystem,record_size,scenario,total_rounds,valid_rounds,invalid_rounds,run_states,target_ops_mean,sent_ops_mean,ack_window_ops_mean,eventual_ack_ops_mean,outstanding_at_end_mean,drain_time_sec_mean,drain_completed_rounds,requests_mean,app_avg_mean,app_avg_stdev,app_avg_cv_pct,app_p50_mean,app_p90_mean,app_p99_mean,app_p99_stdev,app_p99_cv_pct,app_max_mean,mapper_util_mean,mapper_await_mean,raw_util_mean,raw_await_mean,cpu_iowait_mean,bottleneck_rounds
latency,endurance,80,ext4,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2520.77,2520.49,2520.77,588,0.66,1,9074768,395.51,0.0,0.0,113.0,1607.96,2671.61,0.0,0.0,3718.41,0.0,0.0,5.202475,4.753902777777777,0.6272222222222222,0
latency,endurance,80,f2fs,1024,scenario_b,1,1,0,BACKPRESSURED,20000,2578.19,2577.91,2578.19,502,0.68,1,9281492,386.61,0.0,0.0,102.84,1358.34,2490.09,0.0,0.0,4174.65,0.0,0.0,4.572761111111111,4.595797222222222,0.6572222222222223,0
