filesystem,record_size,scenario,round,profile,phase,occupancy_target_pct,fs_used_pct_before,fs_used_pct_after,valid,run_state,invalid_reasons,java_exit_code,target_ops,measure_sec,drain_timeout_sec,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,max_in_flight_records,max_catch_up_records,max_schedule_lag_limit_ms,sent_requests,sent_ops,ack_window_requests,ack_window_ops,eventual_ack_requests,eventual_ack_ops,outstanding_at_end,failed_requests,unresolved_after_drain,latency_dropped_samples,backpressure_wait_count,backpressure_wait_ms,max_observed_outstanding,catch_up_resets,catch_up_records_skipped,max_schedule_lag_ms,ack_stall_count,ack_stall_total_sec,ack_stall_max_sec,consumer_records,producer_acked_records,consumer_record_delta,consumer_drain_completed,malformed_headers,payload_crc_errors,sequence_gaps,duplicate_records,out_of_order_records,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,drain_time_sec,drain_completed,app_avg_ms,app_p50_ms,app_p90_ms,app_p99_ms,app_p999_ms,app_max_ms,mapper_util_avg,mapper_await_avg,mapper_wkB_s_avg,raw_util_avg,raw_await_avg,raw_wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,topics_created,topics_failed,final_topic_count,topic_first_failure_elapsed_ms,topic_first_failure,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_b,1,latency,endurance,80,79.99160992343539,96.92104855291845,True,BACKPRESSURED,,0,20000,3600,180,300,8,True,False,5,1000,10,100,9074768,2520.77,9073769,2520.49,9074768,2520.77,588,0,0,0,3432786,24139929.54,1005,2486322,66956397,883.54,0,0,0,9811380,9811380,0,True,0,0,0,0,0,9074768,2520.77,12.6,9811380,0,0.66,True,395.51,113.0,1607.96,2671.61,3219.47,3718.41,0.0,0.0,0.0,5.202475,4.753902777777777,2862.9504,7.8375,59.83444444444444,31.66722222222222,0.6272222222222222,False,,0,0,2,-1,none,results/kafka_fs_bench_20260906_155213/raw/r1_ext4_scenario_b_1024B_20000ops_endurance_used80pct.txt.gz,results/kafka_fs_bench_20260906_155213/monitor/r1_ext4_scenario_b_1024B_20000ops_endurance_used80pct_iostat.txt.gz,results/kafka_fs_bench_20260906_155213/monitor/r1_ext4_scenario_b_1024B_20000ops_endurance_used80pct_vmstat.txt.gz
f2fs,1024,scenario_b,1,latency,endurance,80,80.0765988230123,96.14724250341864,True,BACKPRESSURED,,0,20000,3600,180,300,8,True,False,5,1000,10,100,9281492,2578.19,9280492,2577.91,9281492,2578.19,502,0,0,0,3538500,24197847.85,1004,2542290,66709626,1259.48,0,0,0,10030583,10030583,0,True,0,0,0,0,0,9281492,2578.19,12.9,10030583,0,0.68,True,386.61,102.84,1358.34,2490.09,3284.54,4174.65,0.0,0.0,0.0,4.572761111111111,4.595797222222222,2905.1477333333332,7.910277777777778,59.95388888888889,31.433888888888887,0.6572222222222223,False,,0,0,2,-1,none,results/kafka_fs_bench_20260906_155213/raw/r1_f2fs_scenario_b_1024B_20000ops_endurance_used80pct.txt.gz,results/kafka_fs_bench_20260906_155213/monitor/r1_f2fs_scenario_b_1024B_20000ops_endurance_used80pct_iostat.txt.gz,results/kafka_fs_bench_20260906_155213/monitor/r1_f2fs_scenario_b_1024B_20000ops_endurance_used80pct_vmstat.txt.gz
