filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_a,1,2000,120,30,16,False,False,5,78264,789.63,39.5,114293,0,8.11,0.02,2.82,213.03,334.58,603.22,91.3024,95.78,0.0,0.0,0.0,8.383,0.0,0.0,11.74,44.64,26.94,16.77,True,disk util avg 91.30% >= 80.00% | cpu iowait avg 16.77% >= 5.00%,results/kafka_fs_bench_20260425_060258/raw/r1_ext4_scenario_a_102400B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260425_060258/monitor/r1_ext4_scenario_a_102400B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_060258/monitor/r1_ext4_scenario_a_102400B_2000ops_measure_vmstat.txt.gz
f2fs,102400,scenario_a,1,2000,120,30,16,False,False,5,77872,780.53,39.0,114375,0,8.11,0.02,2.89,205.92,301.01,460.34,91.9050495049505,94.9,0.0,0.0,0.801980198019802,7.423168316831683,0.0,0.0,10.316831683168317,43.01980198019802,31.455445544554454,15.277227722772277,True,disk util avg 91.91% >= 80.00% | cpu iowait avg 15.28% >= 5.00%,results/kafka_fs_bench_20260425_060258/raw/r1_f2fs_scenario_a_102400B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260425_060258/monitor/r1_f2fs_scenario_a_102400B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_060258/monitor/r1_f2fs_scenario_a_102400B_2000ops_measure_vmstat.txt.gz
