filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,102400,scenario_a,1,15000,104.6,0.7,0,12568,112.56,0.0,0.0,0.05,772.52,1157.36,0.0,0.0,1570.2,96.99155737704918,0.0,39.421487603305785,1
f2fs,102400,scenario_a,1,15000,111.82,0.7,0,13440,104.61,0.0,0.0,0.02,737.8,988.77,0.0,0.0,1444.46,98.04655737704918,0.0,37.27049180327869,1
