filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,10240,scenario_a,1,20000,468.55,2.3,0,56495,1.16,0.0,0.0,0.01,0.05,5.21,0.0,0.0,3706.01,64.42631147540983,0.0,10.065573770491802,0
f2fs,10240,scenario_a,1,20000,557.33,2.8,0,67141,1.4,0.0,0.0,0.01,0.05,5.14,0.0,0.0,10246.97,69.61754098360656,0.0,10.245901639344263,0
