filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,app_avg_ms,app_p50_ms,app_p90_ms,app_p99_ms,app_p999_ms,app_max_ms,block_util_avg,block_util_max,block_await_avg,block_await_max,block_r_await_avg,block_w_await_avg,block_rkB_s_avg,block_wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,100000,180,30,8,False,False,5,387460,2580.01,2.6,465113,0,11.91,8.8,24.67,55.0,187.91,411.45,4.130657894736842,98.91,4.359342105263158,57.669999999999995,0.0,4.359342105263158,0.0,2960.1684210526314,7.322368421052632,56.6578947368421,35.453947368421055,0.5,False,,results/kafka_fs_bench_20260524_165840/raw/r1_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,2,100000,180,30,8,False,False,5,381856,2542.23,2.5,457083,0,11.82,9.21,24.54,48.61,123.39,293.06,4.187171052631579,86.93,5.064342105263158,40.75,0.0,5.064342105263158,0.0,2922.576842105263,7.052980132450331,56.90066225165563,35.47019867549669,0.5629139072847682,False,disk await avg 5.06 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r2_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,3,100000,180,30,8,False,False,5,377190,2512.07,2.5,454502,0,12.2,9.28,25.3,53.42,155.02,306.41,4.141447368421052,99.3,4.2915131578947365,38.08,0.0,4.2915131578947365,0.0,2909.44,6.973684210526316,56.6578947368421,35.81578947368421,0.5263157894736842,False,,results/kafka_fs_bench_20260524_165840/raw/r3_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,100000,180,30,8,True,False,5,361289,2406.22,2.4,432007,0,12.53,9.28,26.59,57.81,147.68,248.83,4.017549668874172,65.45,4.585761589403973,36.71,0.0,4.585761589403973,0.0,2721.6699337748346,8.172185430463577,54.87417218543046,36.43046357615894,0.44370860927152317,False,,results/kafka_fs_bench_20260524_165840/raw/r1_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,2,100000,180,30,8,True,False,5,376817,2509.19,2.5,451495,0,12.11,9.08,25.45,57.6,127.04,242.72,4.287105263157895,83.1,5.168552631578947,67.0,0.0,5.168552631578947,0.0,2934.501052631579,8.388157894736842,55.56578947368421,35.473684210526315,0.506578947368421,False,disk await avg 5.17 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r2_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,3,100000,180,30,8,True,False,5,380467,2533.93,2.5,457533,0,11.18,8.28,23.62,51.0,139.54,325.97,4.0306578947368426,64.26,4.517828947368421,43.67,0.0,4.517828947368421,0.0,2866.458947368421,8.75,55.00657894736842,35.66447368421053,0.5197368421052632,False,,results/kafka_fs_bench_20260524_165840/raw/r3_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,1,100000,180,30,8,False,True,5,376118,2504.85,2.5,453651,0,14.1,10.35,29.06,70.26,185.66,367.18,24.966776315789474,96.5,8.597894736842106,36.17,0.0,8.597894736842106,0.0,3804.2273684210527,8.427631578947368,56.796052631578945,31.5,3.3552631578947367,False,disk await avg 8.60 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,2,100000,180,30,8,False,True,5,361487,2407.89,2.4,435390,0,16.12,11.68,32.95,87.61,227.73,430.71,26.43605263157895,98.4,9.304802631578948,37.47,0.0,9.304802631578948,0.0,3711.461052631579,8.039735099337749,57.28476821192053,31.185430463576157,3.5231788079470197,False,disk await avg 9.30 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r2_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a_dynamic,3,100000,180,30,8,False,True,5,381445,2540.24,2.5,458395,0,13.78,10.02,28.47,71.7,185.6,311.13,24.49138157894737,97.58,7.889473684210526,36.07,0.0,7.889473684210526,0.0,3502.0126315789475,8.460526315789474,57.13815789473684,31.30921052631579,3.125,False,disk await avg 7.89 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r3_ext4_scenario_a_dynamic_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b_dynamic,1,100000,180,30,8,True,True,5,349175,2325.83,2.3,418840,0,16.08,11.62,33.61,83.71,194.48,353.51,25.794276315789475,97.8,8.765394736842106,37.82,0.0,8.765394736842106,0.0,3562.1726315789474,9.006622516556291,56.086092715231786,31.516556291390728,3.4900662251655628,False,disk await avg 8.77 ms >= 5.00 ms,results/kafka_fs_bench_20260524_165840/raw/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260524_165840/monitor/r1_ext4_scenario_b_dynamic_1024B_100000ops_measure_vmstat.txt.gz
