filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,10240,scenario_a,1,20000,120,30,8,False,False,5,91259,824.83,4.1,144491,0,4.82,0.01,3.01,104.42,176.53,474.8,86.59803571428571,91.9,0.0,0.0,0.0,4.104642857142857,0.0,0.0,4.063063063063063,33.47747747747748,45.01801801801802,17.35135135135135,True,disk util avg 86.60% >= 80.00% | cpu iowait avg 17.35% >= 5.00%,results/kafka_fs_bench_20260425_072025/raw/r1_ext4_scenario_a_10240B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260425_072025/monitor/r1_ext4_scenario_a_10240B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_072025/monitor/r1_ext4_scenario_a_10240B_20000ops_measure_vmstat.txt.gz
f2fs,10240,scenario_a,1,20000,120,30,8,False,False,5,84296,744.03,3.7,140550,0,5.47,0.01,7.89,105.27,173.33,317.84,87.10745614035088,90.7,0.0,0.0,0.0,4.830701754385965,0.0,0.0,3.5,36.92982456140351,42.63157894736842,16.92105263157895,True,disk util avg 87.11% >= 80.00% | cpu iowait avg 16.92% >= 5.00%,results/kafka_fs_bench_20260425_072025/raw/r1_f2fs_scenario_a_10240B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260425_072025/monitor/r1_f2fs_scenario_a_10240B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_072025/monitor/r1_f2fs_scenario_a_10240B_20000ops_measure_vmstat.txt.gz
