
================================================================================
 RECORD SIZE 102400 / ROUND 1/3 START 
================================================================================

######################################################################
# FILESYSTEM = EXT4
######################################################################
[Record Size] 102400 Bytes
[Fixed OP/s] EXT4 / scenario_a / 102400B -> target_ops=1000
[Service] Stopping Kafka KRaft broker ...

[Setup] Formatting & Mounting as ext4 ...
NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINTS
sdc    8:32   0  20G  0 disk /mnt/kafka-logs
/dev/sdc on /mnt/kafka-logs type ext4 (rw,noatime,nodiratime)
[Service] Starting Kafka in KRaft mode ...
[Service] Recreating benchmark topic ...

--- [MEASURE] EXT4 / scenario_a / 102400B / 1000 ops ---
  > =====================================
  >  Kafka Filesystem Benchmark (Java API)
  > =====================================
  >  - Record Size: 102400 Bytes
  >  - Target OP/s (total): 1000
  >  - Producers: 8
  >  - Consumer Active: false
  >  - Dynamic Topic Creation: false (rate=5/sec)
  >  - Warmup: 30 sec / Total Duration: 180 sec
  >  - Send mode: ASYNC (callback-based latency measurement)
  > [Config] BUFFER_MEMORY per producer = 32 MB
  > [Config] linger.ms=0, batch.size=102912
  > [Run] Producers started. warmup=30s, total=180s
  > 
  > --- [ Latency Results (ms) ] ---
  >  (App-level: send() call -> broker ACK; reaches OS page cache)
  >  Total Requests : 114074
  >  Average        : 8.82 ms
  >  p50 (Median)   : 6.21 ms
  >  p90            : 18.95 ms
  >  p99            : 48.00 ms
  >  p999           : 83.27 ms
  >  Max            : 171.75 ms
  > --------------------------------
  > --- [ Throughput / Errors ] ---
  >  Target OP/s         : 1000
  >  Achieved OP/s       : 759.83
  >  Achieved/Target (%) : 76.0
  >  Total Sent (incl. warmup) : 136915
  >  Send Errors               : 0
  > --------------------------------
  > 
  > --- [ Per-second Throughput & Latency ] ---
  > Sec   0 | send=   444 | ack=   432 | p50=8.44 ms | p99=535.20 ms
  > Sec   1 | send=   806 | ack=   815 | p50=4.66 ms | p99=21.92 ms
  > Sec   2 | send=   795 | ack=   798 | p50=2.54 ms | p99=14.27 ms
  > Sec   3 | send=   799 | ack=   791 | p50=2.99 ms | p99=24.01 ms
  > Sec   4 | send=   820 | ack=   822 | p50=3.69 ms | p99=20.94 ms
  > Sec   5 | send=   774 | ack=   780 | p50=3.17 ms | p99=21.41 ms
  > Sec   6 | send=   778 | ack=   775 | p50=4.61 ms | p99=24.75 ms
  > Sec   7 | send=   669 | ack=   665 | p50=2.85 ms | p99=17.38 ms
  > Sec   8 | send=   766 | ack=   769 | p50=5.59 ms | p99=46.98 ms
  > Sec   9 | send=   767 | ack=   765 | p50=4.08 ms | p99=21.23 ms
  > Sec  10 | send=   779 | ack=   782 | p50=4.40 ms | p99=26.16 ms
  > Sec  11 | send=   806 | ack=   807 | p50=4.08 ms | p99=22.09 ms
  > Sec  12 | send=   734 | ack=   716 | p50=8.81 ms | p99=35.24 ms
  > Sec  13 | send=   756 | ack=   776 | p50=6.11 ms | p99=47.38 ms
  > Sec  14 | send=   729 | ack=   718 | p50=11.67 ms | p99=68.35 ms
  > Sec  15 | send=   704 | ack=   696 | p50=16.46 ms | p99=82.92 ms
  > Sec  16 | send=   737 | ack=   746 | p50=8.27 ms | p99=70.05 ms
  > Sec  17 | send=   779 | ack=   776 | p50=5.20 ms | p99=23.85 ms
  > Sec  18 | send=   775 | ack=   785 | p50=5.26 ms | p99=29.15 ms
  > Sec  19 | send=   758 | ack=   756 | p50=7.88 ms | p99=28.24 ms
  > Sec  20 | send=   787 | ack=   784 | p50=3.93 ms | p99=30.18 ms
  > Sec  21 | send=   776 | ack=   775 | p50=4.93 ms | p99=26.50 ms
  > Sec  22 | send=   738 | ack=   736 | p50=6.66 ms | p99=60.23 ms
