filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,200000,120,30,16,False,False,5,436830,4843.98,2.4,574472,0,0.09,0.0,0.01,2.9,8.78,33.07,89.30483516483517,95.1,0.0,0.0,0.0,8.29967032967033,0.0,0.0,6.032967032967033,57.9010989010989,24.087912087912088,12.087912087912088,True,disk util avg 89.30% >= 80.00% | cpu iowait avg 12.09% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r1_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,2,200000,120,30,16,False,False,5,439755,4879.01,2.4,578010,0,0.08,0.0,0.01,2.73,8.86,42.21,89.21098901098901,94.8,0.0,0.0,0.0,8.006813186813186,0.0,0.0,5.582417582417582,59.62637362637363,23.24175824175824,11.571428571428571,True,disk util avg 89.21% >= 80.00% | cpu iowait avg 11.57% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r2_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r2_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,3,200000,120,30,16,False,False,5,441283,4895.31,2.4,587452,0,0.07,0.0,0.01,2.7,8.5,36.5,88.90384615384616,95.1,0.0,0.0,0.0,7.753186813186813,0.0,0.0,5.9010989010989015,59.9010989010989,22.791208791208792,11.395604395604396,True,disk util avg 88.90% >= 80.00% | cpu iowait avg 11.40% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r3_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r3_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,4,200000,120,30,16,False,False,5,440866,4889.44,2.4,584984,0,0.08,0.0,0.01,2.76,8.83,37.79,88.80296703296703,94.7,0.0,0.0,0.0,7.706703296703297,0.0,0.0,5.604395604395604,60.07692307692308,22.89010989010989,11.45054945054945,True,disk util avg 88.80% >= 80.00% | cpu iowait avg 11.45% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r4_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r4_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,5,200000,120,30,16,False,False,5,441434,4895.9,2.4,585006,0,0.08,0.0,0.01,2.76,8.59,28.12,88.26978021978022,92.7,0.0,0.0,0.0,7.6741758241758244,0.0,0.0,5.846153846153846,60.1978021978022,22.824175824175825,11.263736263736265,True,disk util avg 88.27% >= 80.00% | cpu iowait avg 11.26% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r5_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r5_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,6,200000,120,30,16,False,False,5,444075,4923.72,2.5,591698,0,0.08,0.0,0.01,2.72,8.38,29.64,88.72362637362637,96.83,0.0,0.0,0.0,7.587142857142857,0.0,0.0,5.868131868131868,60.7032967032967,22.439560439560438,11.076923076923077,True,disk util avg 88.72% >= 80.00% | cpu iowait avg 11.08% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r6_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r6_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r6_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_a,7,200000,120,30,16,False,False,5,440650,4887.21,2.4,586776,0,0.08,0.0,0.01,2.72,8.76,31.8,88.61703296703297,94.6,0.0,0.0,0.0,7.649120879120879,0.0,0.0,5.747252747252747,59.83516483516483,22.956043956043956,11.483516483516484,True,disk util avg 88.62% >= 80.00% | cpu iowait avg 11.48% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r7_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r7_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r7_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,200000,120,30,16,True,True,5,445943,4944.65,2.5,591474,0,0.07,0.0,0.01,2.69,8.75,47.79,89.93527472527472,95.6,0.0,0.0,0.0,7.912307692307692,0.0,0.0,8.901098901098901,58.27472527472528,20.681318681318682,12.197802197802197,True,disk util avg 89.94% >= 80.00% | cpu iowait avg 12.20% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r1_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,2,200000,120,30,16,True,True,5,439969,4876.35,2.4,588557,0,0.07,0.0,0.01,2.67,8.42,33.28,90.62527472527472,95.9,0.0,0.0,0.0,8.112197802197802,0.0,0.0,8.703296703296703,57.81318681318681,20.813186813186814,12.659340659340659,True,disk util avg 90.63% >= 80.00% | cpu iowait avg 12.66% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r2_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r2_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,3,200000,120,30,16,True,True,5,441311,4897.25,2.4,587571,0,0.07,0.0,0.01,2.68,8.34,46.42,90.09758241758242,96.2,0.0,0.0,0.0,8.141208791208792,0.0,0.0,8.714285714285714,58.010989010989015,20.87912087912088,12.395604395604396,True,disk util avg 90.10% >= 80.00% | cpu iowait avg 12.40% >= 5.00%,results/kafka_fs_bench_20260424_190222/raw/r3_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_190222/monitor/r3_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
