filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,10240,scenario_a,1,1000,120,30,16,False,False,5,72779,745.53,74.6,93022,0,11044.72,11727.06,13650.61,15676.96,16101.02,16454.16,84.28795918367346,88.5,0.0,0.0,0.0,5.93295918367347,0.0,0.0,2.8282828282828283,38.36363636363637,43.21212121212121,15.464646464646465,True,disk util avg 84.29% >= 80.00% | cpu iowait avg 15.46% >= 5.00%,results/kafka_fs_bench_20260426_182040/raw/r1_ext4_scenario_a_10240B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260426_182040/monitor/r1_ext4_scenario_a_10240B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260426_182040/monitor/r1_ext4_scenario_a_10240B_1000ops_measure_vmstat.txt.gz
f2fs,10240,scenario_a,1,1000,120,30,16,False,False,5,70889,784.73,78.5,92782,0,299.33,267.85,525.89,929.68,1330.65,1952.92,88.1901098901099,92.0,0.0,0.0,0.0,6.092087912087912,0.0,0.0,3.3846153846153846,46.42857142857143,34.97802197802198,15.208791208791208,True,disk util avg 88.19% >= 80.00% | cpu iowait avg 15.21% >= 5.00%,results/kafka_fs_bench_20260426_182040/raw/r1_f2fs_scenario_a_10240B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260426_182040/monitor/r1_f2fs_scenario_a_10240B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260426_182040/monitor/r1_f2fs_scenario_a_10240B_1000ops_measure_vmstat.txt.gz
