
================================================================================
 RECORD SIZE 102400 / ROUND 1/1 START 
================================================================================

######################################################################
# FILESYSTEM = EXT4
######################################################################
[Record Size] 102400 Bytes
[Fixed OP/s] EXT4 / scenario_a / 102400B -> target_ops=1000
[Service] Stopping Kafka KRaft broker ...

[Setup] Formatting & Mounting as ext4 ...
NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINTS
sdc    8:32   0  20G  0 disk /mnt/kafka-logs
/dev/sdc on /mnt/kafka-logs type ext4 (rw,noatime,nodiratime)
[Service] Starting Kafka in KRaft mode ...
[Service] Recreating benchmark topic ...

--- [MEASURE] EXT4 / scenario_a / 102400B / 1000 ops ---
  > =====================================
  >  Kafka Filesystem Benchmark (Java API)
  > =====================================
  >  - Record Size: 102400 Bytes
  >  - Target OP/s (total): 1000
  >  - Producers: 8
  >  - Consumer Active: false
  >  - Dynamic Topic Creation: false (rate=5/sec)
  >  - Warmup: 30 sec / Total Duration: 180 sec
  >  - Send mode: ASYNC (callback-based latency measurement)
  > [Config] BUFFER_MEMORY per producer = 32 MB
  > [Config] linger.ms=0, batch.size=1
  > [Run] Producers started. warmup=30s, total=180s
  > 
  > --- [ Latency Results (ms) ] ---
  >  (App-level: send() call -> broker ACK; reaches OS page cache)
  >  Total Requests : 114281
  >  Average        : 8.27 ms
  >  p50 (Median)   : 6.02 ms
  >  p90            : 17.42 ms
  >  p99            : 42.34 ms
  >  p999           : 82.43 ms
  >  Max            : 127.41 ms
  > --------------------------------
  > --- [ Throughput / Errors ] ---
  >  Target OP/s         : 1000
  >  Achieved OP/s       : 761.28
  >  Achieved/Target (%) : 76.1
  >  Total Sent (incl. warmup) : 136926
  >  Send Errors               : 0
  > --------------------------------
  > 
  > --- [ Per-second Throughput & Latency ] ---
  > Sec   0 | send=   471 | ack=   466 | p50=9.76 ms | p99=501.12 ms
  > Sec   1 | send=   811 | ack=   813 | p50=3.45 ms | p99=24.57 ms
  > Sec   2 | send=   694 | ack=   696 | p50=3.09 ms | p99=23.03 ms
  > Sec   3 | send=   794 | ack=   795 | p50=3.09 ms | p99=40.27 ms
  > Sec   4 | send=   823 | ack=   821 | p50=2.95 ms | p99=20.68 ms
  > Sec   5 | send=   795 | ack=   792 | p50=3.82 ms | p99=19.22 ms
  > Sec   6 | send=   787 | ack=   787 | p50=4.63 ms | p99=23.18 ms
  > Sec   7 | send=   804 | ack=   804 | p50=3.63 ms | p99=19.61 ms
  > Sec   8 | send=   793 | ack=   798 | p50=3.59 ms | p99=43.47 ms
  > Sec   9 | send=   723 | ack=   721 | p50=22.93 ms | p99=125.51 ms
  > Sec  10 | send=   749 | ack=   743 | p50=3.92 ms | p99=21.78 ms
  > Sec  11 | send=   756 | ack=   761 | p50=4.93 ms | p99=36.48 ms
  > Sec  12 | send=   766 | ack=   769 | p50=4.93 ms | p99=19.13 ms
  > Sec  13 | send=   787 | ack=   775 | p50=3.80 ms | p99=19.41 ms
  > Sec  14 | send=   762 | ack=   768 | p50=4.92 ms | p99=20.18 ms
  > Sec  15 | send=   756 | ack=   762 | p50=7.63 ms | p99=29.62 ms
  > Sec  16 | send=   755 | ack=   751 | p50=6.38 ms | p99=20.24 ms
  > Sec  17 | send=   770 | ack=   762 | p50=5.61 ms | p99=26.10 ms
  > Sec  18 | send=   735 | ack=   740 | p50=7.49 ms | p99=35.35 ms
  > Sec  19 | send=   756 | ack=   757 | p50=7.54 ms | p99=39.15 ms
  > Sec  20 | send=   729 | ack=   728 | p50=10.09 ms | p99=44.90 ms
  > Sec  21 | send=   723 | ack=   722 | p50=12.45 ms | p99=48.62 ms
  > Sec  22 | send=   765 | ack=   766 | p50=7.19 ms | p99=32.42 ms
  > Sec  23 | send=   765 | ack=   772 | p50=5.48 ms | p99=22.34 ms
  > Sec  24 | send=   774 | ack=   774 | p50=4.73 ms | p99=22.13 ms
  > Sec  25 | send=   775 | ack=   772 | p50=4.31 ms | p99=24.64 ms
  > Sec  26 | send=   787 | ack=   778 | p50=4.26 ms | p99=19.82 ms
  > Sec  27 | send=   742 | ack=   749 | p50=9.23 ms | p99=45.80 ms
  > Sec  28 | send=   737 | ack=   742 | p50=6.86 ms | p99=40.17 ms
  > Sec  29 | send=   770 | ack=   761 | p50=4.61 ms | p99=22.03 ms
  > Sec  30 | send=   793 | ack=   795 | p50=3.83 ms | p99=21.20 ms
  > Sec  31 | send=   786 | ack=   793 | p50=4.18 ms | p99=20.66 ms
  > Sec  32 | send=   748 | ack=   744 | p50=4.66 ms | p99=24.05 ms
  > Sec  33 | send=   782 | ack=   779 | p50=5.40 ms | p99=23.23 ms
