
================================================================================
 RECORD SIZE 102400 / ROUND 1/1 START 
================================================================================

######################################################################
# FILESYSTEM = EXT4
######################################################################
[Record Size] 102400 Bytes
[Fixed OP/s] EXT4 / scenario_a / 102400B -> target_ops=1000
[Service] Stopping Kafka KRaft broker ...

[Setup] Formatting & Mounting as ext4 ...
NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINTS
sdc    8:32   0  20G  0 disk /mnt/kafka-logs
/dev/sdc on /mnt/kafka-logs type ext4 (rw,noatime,nodiratime)
[Service] Starting Kafka in KRaft mode ...
[Service] Recreating benchmark topic ...

--- [MEASURE] EXT4 / scenario_a / 102400B / 1000 ops ---
  > =====================================
  >  Kafka Filesystem Benchmark (Java API)
  > =====================================
  >  - Record Size: 102400 Bytes
  >  - Target OP/s (total): 1000
  >  - Producers: 8
  >  - Consumer Active: false
  >  - Dynamic Topic Creation: false (rate=5/sec)
  >  - Warmup: 30 sec / Total Duration: 180 sec
  >  - Send mode: ASYNC (callback-based latency measurement)
  > [Config] BUFFER_MEMORY per producer = 32 MB
  > [Config] linger.ms=0, batch.size=1
  > [Run] Producers started. warmup=30s, total=180s
  > 
  > --- [ Latency Results (ms) ] ---
  >  (App-level: send() call -> broker ACK; reaches OS page cache)
  >  Total Requests : 115894
  >  Average        : 9.19 ms
  >  p50 (Median)   : 5.99 ms
  >  p90            : 18.27 ms
  >  p99            : 68.28 ms
  >  p999           : 138.34 ms
  >  Max            : 221.92 ms
  > --------------------------------
  > --- [ Throughput / Errors ] ---
  >  Target OP/s         : 1000
  >  Achieved OP/s       : 770.93
  >  Achieved/Target (%) : 77.1
  >  Total Sent (incl. warmup) : 138230
  >  Send Errors               : 0
  > --------------------------------
  > 
  > --- [ Per-second Throughput & Latency ] ---
  > Sec   0 | send=   405 | ack=   402 | p50=8.48 ms | p99=573.41 ms
  > Sec   1 | send=   746 | ack=   749 | p50=3.90 ms | p99=30.42 ms
  > Sec   2 | send=   731 | ack=   731 | p50=3.08 ms | p99=18.38 ms
  > Sec   3 | send=   815 | ack=   814 | p50=2.86 ms | p99=18.91 ms
  > Sec   4 | send=   825 | ack=   815 | p50=2.76 ms | p99=19.49 ms
  > Sec   5 | send=   745 | ack=   749 | p50=3.72 ms | p99=36.28 ms
  > Sec   6 | send=   790 | ack=   792 | p50=4.23 ms | p99=23.61 ms
  > Sec   7 | send=   782 | ack=   783 | p50=3.76 ms | p99=18.39 ms
  > Sec   8 | send=   794 | ack=   794 | p50=4.39 ms | p99=20.32 ms
  > Sec   9 | send=   774 | ack=   778 | p50=6.27 ms | p99=56.02 ms
  > Sec  10 | send=   740 | ack=   723 | p50=4.25 ms | p99=32.27 ms
  > Sec  11 | send=   787 | ack=   800 | p50=3.88 ms | p99=30.74 ms
  > Sec  12 | send=   769 | ack=   773 | p50=5.54 ms | p99=32.10 ms
  > Sec  13 | send=   695 | ack=   689 | p50=5.00 ms | p99=44.86 ms
  > Sec  14 | send=   695 | ack=   674 | p50=18.70 ms | p99=166.59 ms
  > Sec  15 | send=   699 | ack=   667 | p50=27.09 ms | p99=117.38 ms
  > Sec  16 | send=   770 | ack=   828 | p50=6.75 ms | p99=109.26 ms
  > Sec  17 | send=   753 | ack=   752 | p50=6.71 ms | p99=31.25 ms
  > Sec  18 | send=   750 | ack=   744 | p50=6.27 ms | p99=25.94 ms
  > Sec  19 | send=   735 | ack=   740 | p50=6.77 ms | p99=35.14 ms
  > Sec  20 | send=   767 | ack=   765 | p50=6.36 ms | p99=30.13 ms
  > Sec  21 | send=   671 | ack=   660 | p50=12.18 ms | p99=64.60 ms
  > Sec  22 | send=   753 | ack=   769 | p50=7.44 ms | p99=46.95 ms
  > Sec  23 | send=   772 | ack=   772 | p50=4.84 ms | p99=23.43 ms
  > Sec  24 | send=   762 | ack=   755 | p50=5.56 ms | p99=23.84 ms
  > Sec  25 | send=   749 | ack=   745 | p50=6.10 ms | p99=29.73 ms
  > Sec  26 | send=   777 | ack=   788 | p50=5.60 ms | p99=22.83 ms
  > Sec  27 | send=   782 | ack=   779 | p50=4.91 ms | p99=22.41 ms
  > Sec  28 | send=   745 | ack=   741 | p50=4.85 ms | p99=37.30 ms
  > Sec  29 | send=   763 | ack=   765 | p50=5.21 ms | p99=19.57 ms
  > Sec  30 | send=   777 | ack=   779 | p50=4.66 ms | p99=21.56 ms
  > Sec  31 | send=   769 | ack=   770 | p50=3.66 ms | p99=27.74 ms
  > Sec  32 | send=   766 | ack=   759 | p50=6.32 ms | p99=30.96 ms
  > Sec  33 | send=   740 | ack=   734 | p50=6.00 ms | p99=38.20 ms
  > Sec  34 | send=   714 | ack=   724 | p50=13.45 ms | p99=43.07 ms
  > Sec  35 | send=   736 | ack=   740 | p50=9.54 ms | p99=53.64 ms
  > Sec  36 | send=   771 | ack=   769 | p50=4.78 ms | p99=24.67 ms
  > Sec  37 | send=   772 | ack=   774 | p50=4.75 ms | p99=24.61 ms
  > Sec  38 | send=   771 | ack=   768 | p50=5.58 ms | p99=24.33 ms
  > Sec  39 | send=   771 | ack=   767 | p50=5.44 ms | p99=26.64 ms
  > Sec  40 | send=   766 | ack=   774 | p50=4.73 ms | p99=23.72 ms
  > Sec  41 | send=   721 | ack=   718 | p50=12.65 ms | p99=49.05 ms
  > Sec  42 | send=   772 | ack=   773 | p50=5.26 ms | p99=31.11 ms
  > Sec  43 | send=   708 | ack=   701 | p50=4.45 ms | p99=29.61 ms
  > Sec  44 | send=   773 | ack=   775 | p50=5.84 ms | p99=29.46 ms
  > Sec  45 | send=   780 | ack=   782 | p50=4.83 ms | p99=24.40 ms
  > Sec  46 | send=   773 | ack=   773 | p50=5.80 ms | p99=25.44 ms
