
================================================================================
 RECORD SIZE 102400 / ROUND 1/1 START 
================================================================================

######################################################################
# FILESYSTEM = EXT4
######################################################################
[Record Size] 102400 Bytes
[Fixed OP/s] EXT4 / scenario_a / 102400B -> target_ops=1000
[Service] Stopping Kafka KRaft broker ...

[Setup] Formatting & Mounting as ext4 ...
NAME MAJ:MIN RM SIZE RO TYPE MOUNTPOINTS
sdc    8:32   0  20G  0 disk /mnt/kafka-logs
/dev/sdc on /mnt/kafka-logs type ext4 (rw,noatime,nodiratime)
[Service] Starting Kafka in KRaft mode ...
[Service] Recreating benchmark topic ...

--- [MEASURE] EXT4 / scenario_a / 102400B / 1000 ops ---
  > =====================================
  >  Kafka Filesystem Benchmark (Java API)
  > =====================================
  >  - Record Size: 102400 Bytes
  >  - Target OP/s (total): 1000
  >  - Producers: 8
  >  - Consumer Active: false
  >  - Dynamic Topic Creation: false (rate=5/sec)
  >  - Warmup: 30 sec / Total Duration: 180 sec
  >  - Send mode: ASYNC (callback-based latency measurement)
  > [Config] BUFFER_MEMORY per producer = 32 MB
  > [Config] linger.ms=0, batch.size=102912
  > [Run] Producers started. warmup=30s, total=180s
  > 
  > --- [ Latency Results (ms) ] ---
  >  (App-level: send() call -> broker ACK; reaches OS page cache)
  >  Total Requests : 113938
  >  Average        : 8.92 ms
  >  p50 (Median)   : 6.41 ms
  >  p90            : 18.68 ms
  >  p99            : 49.51 ms
  >  p999           : 96.86 ms
  >  Max            : 211.00 ms
  > --------------------------------
  > --- [ Throughput / Errors ] ---
  >  Target OP/s         : 1000
  >  Achieved OP/s       : 758.99
  >  Achieved/Target (%) : 75.9
  >  Total Sent (incl. warmup) : 136153
  >  Send Errors               : 0
  > --------------------------------
  > 
  > --- [ Per-second Throughput & Latency ] ---
  > Sec   0 | send=   438 | ack=   425 | p50=12.25 ms | p99=522.29 ms
  > Sec   1 | send=   770 | ack=   776 | p50=3.42 ms | p99=18.07 ms
  > Sec   2 | send=   717 | ack=   723 | p50=2.90 ms | p99=16.93 ms
  > Sec   3 | send=   694 | ack=   693 | p50=2.40 ms | p99=16.58 ms
  > Sec   4 | send=   656 | ack=   652 | p50=3.04 ms | p99=41.50 ms
  > Sec   5 | send=   773 | ack=   778 | p50=5.32 ms | p99=35.32 ms
  > Sec   6 | send=   770 | ack=   760 | p50=6.30 ms | p99=27.60 ms
  > Sec   7 | send=   775 | ack=   782 | p50=3.89 ms | p99=21.71 ms
  > Sec   8 | send=   775 | ack=   770 | p50=4.36 ms | p99=19.78 ms
  > Sec   9 | send=   815 | ack=   819 | p50=4.00 ms | p99=22.13 ms
  > Sec  10 | send=   750 | ack=   752 | p50=4.14 ms | p99=28.84 ms
  > Sec  11 | send=   778 | ack=   775 | p50=5.26 ms | p99=30.71 ms
  > Sec  12 | send=   785 | ack=   791 | p50=4.99 ms | p99=22.38 ms
  > Sec  13 | send=   720 | ack=   716 | p50=5.41 ms | p99=29.32 ms
  > Sec  14 | send=   712 | ack=   715 | p50=6.33 ms | p99=32.72 ms
  > Sec  15 | send=   737 | ack=   707 | p50=9.52 ms | p99=41.61 ms
  > Sec  16 | send=   745 | ack=   731 | p50=15.43 ms | p99=76.02 ms
  > Sec  17 | send=   735 | ack=   771 | p50=13.71 ms | p99=130.15 ms
  > Sec  18 | send=   751 | ack=   758 | p50=6.68 ms | p99=26.50 ms
  > Sec  19 | send=   747 | ack=   745 | p50=6.12 ms | p99=21.54 ms
  > Sec  20 | send=   744 | ack=   737 | p50=6.33 ms | p99=39.88 ms
  > Sec  21 | send=   761 | ack=   764 | p50=6.28 ms | p99=29.58 ms
  > Sec  22 | send=   747 | ack=   728 | p50=7.35 ms | p99=53.17 ms
  > Sec  23 | send=   729 | ack=   747 | p50=14.49 ms | p99=94.23 ms
  > Sec  24 | send=   760 | ack=   763 | p50=6.67 ms | p99=40.40 ms
  > Sec  25 | send=   750 | ack=   754 | p50=6.71 ms | p99=28.84 ms
  > Sec  26 | send=   758 | ack=   757 | p50=7.53 ms | p99=24.38 ms
  > Sec  27 | send=   776 | ack=   779 | p50=5.13 ms | p99=20.41 ms
  > Sec  28 | send=   774 | ack=   772 | p50=4.54 ms | p99=18.69 ms
  > Sec  29 | send=   773 | ack=   773 | p50=4.90 ms | p99=25.91 ms
  > Sec  30 | send=   773 | ack=   772 | p50=4.48 ms | p99=20.47 ms
  > Sec  31 | send=   753 | ack=   753 | p50=6.02 ms | p99=24.73 ms
  > Sec  32 | send=   781 | ack=   781 | p50=5.37 ms | p99=25.79 ms
  > Sec  33 | send=   775 | ack=   773 | p50=6.76 ms | p99=74.20 ms
  > Sec  34 | send=   782 | ack=   780 | p50=4.83 ms | p99=38.62 ms
  > Sec  35 | send=   731 | ack=   732 | p50=11.06 ms | p99=33.97 ms
  > Sec  36 | send=   712 | ack=   705 | p50=13.94 ms | p99=80.28 ms
  > Sec  37 | send=   747 | ack=   752 | p50=8.60 ms | p99=34.31 ms
  > Sec  38 | send=   769 | ack=   768 | p50=5.11 ms | p99=29.73 ms
  > Sec  39 | send=   776 | ack=   773 | p50=5.02 ms | p99=24.51 ms
  > Sec  40 | send=   782 | ack=   792 | p50=4.67 ms | p99=25.16 ms
  > Sec  41 | send=   760 | ack=   759 | p50=6.12 ms | p99=27.53 ms
  > Sec  42 | send=   744 | ack=   735 | p50=6.39 ms | p99=45.53 ms
  > Sec  43 | send=   759 | ack=   761 | p50=7.41 ms | p99=46.69 ms
  > Sec  44 | send=   763 | ack=   764 | p50=6.36 ms | p99=26.76 ms
  > Sec  45 | send=   748 | ack=   749 | p50=5.97 ms | p99=23.85 ms
  > Sec  46 | send=   758 | ack=   759 | p50=6.10 ms | p99=25.91 ms
  > Sec  47 | send=   779 | ack=   778 | p50=5.04 ms | p99=27.18 ms
