filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_a,1,1000,120,30,32,False,False,5,76806,696.89,69.7,102006,0,1.05,0.02,1.58,22.51,84.02,255.38,83.67473214285714,89.41,0.0,0.0,0.0,5.977410714285714,0.0,0.0,10.160714285714286,39.19642857142857,38.75,11.928571428571429,True,disk util avg 83.67% >= 80.00% | cpu iowait avg 11.93% >= 5.00%,results/kafka_fs_bench_20260425_063937/raw/r1_ext4_scenario_a_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260425_063937/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_063937/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_vmstat.txt.gz
f2fs,102400,scenario_a,1,1000,120,30,32,False,False,5,77698,750.32,75.0,103198,0,0.75,0.02,1.53,13.18,58.17,94.44,88.13695238095238,93.56,0.0,0.0,0.5619047619047619,8.05257142857143,0.0,0.0,9.17142857142857,45.02857142857143,32.59047619047619,13.19047619047619,True,disk util avg 88.14% >= 80.00% | cpu iowait avg 13.19% >= 5.00%,results/kafka_fs_bench_20260425_063937/raw/r1_f2fs_scenario_a_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260425_063937/monitor/r1_f2fs_scenario_a_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_063937/monitor/r1_f2fs_scenario_a_102400B_1000ops_measure_vmstat.txt.gz
