filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,avg_ms,p50_ms,p90_ms,p99_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_a,1,15000,180,20,4,False,False,5,165040,1.7,0.02,0.17,5.0,60001.96,25.302263157894735,100.5,0.0,0.0,0.0,7.845421052631579,0.0,0.0,9.904761904761905,38.2010582010582,48.597883597883595,3.328042328042328,False,,results/kafka_fs_bench_20260424_150652/raw/r1_ext4_scenario_a_102400B_15000ops_measure.txt,results/kafka_fs_bench_20260424_150652/monitor/r1_ext4_scenario_a_102400B_15000ops_measure_iostat.txt,results/kafka_fs_bench_20260424_150652/monitor/r1_ext4_scenario_a_102400B_15000ops_measure_vmstat.txt
f2fs,102400,scenario_a,1,15000,180,20,4,False,False,5,179554,1.58,0.02,0.14,5.0,60116.23,35.6447027027027,97.7,0.0,0.0,1.158162162162162,9.044594594594594,0.0,0.0,10.757894736842106,37.38947368421053,49.83684210526316,2.0052631578947366,False,,results/kafka_fs_bench_20260424_150652/raw/r1_f2fs_scenario_a_102400B_15000ops_measure.txt,results/kafka_fs_bench_20260424_150652/monitor/r1_f2fs_scenario_a_102400B_15000ops_measure_iostat.txt,results/kafka_fs_bench_20260424_150652/monitor/r1_f2fs_scenario_a_102400B_15000ops_measure_vmstat.txt
