filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,1024,scenario_a,5,200000,3646.852,1.8,0,328814.2,0.16,0.0,0.0,0.0,0.01,5.2299999999999995,0.07905694150420962,1.51160500008049,45.5,81.66668131868133,0.0,11.575824175824176,5
ext4,1024,scenario_b,5,200000,3686.934,1.82,0,332726.8,0.14,0.0,0.0,0.0,0.01,4.61,0.08276472678623426,1.7953302990506343,56.269999999999996,86.67979049211658,0.0,13.435164835164835,5
ext4,10240,scenario_a,5,20000,1236.214,6.18,0,138621.6,6.7540000000000004,0.30021658848238225,4.445019077322804,0.01,8.436,131.882,11.594477996011726,8.791554568486774,351.792,73.94867821378668,0.0,10.889058653270345,0
ext4,10240,scenario_b,5,20000,1230.632,6.16,0,137328.4,6.926,1.148185525078591,16.577902470092276,0.01,10.376000000000001,140.18,12.918831216483946,9.215887584879402,303.154,77.55553527733181,0.0,12.676092903771622,1
ext4,102400,scenario_a,5,2000,648.684,32.44,0,65501,12.008000000000001,0.7841683492720166,6.5303826554964735,0.02,35.798,175.852,12.113154832660234,6.88826674286345,398.798,83.52274509803921,0.0,13.560434867016113,5
ext4,102400,scenario_b,5,2000,613.062,30.64,0,62268.8,12.962,1.5431040146406205,11.90482961457044,0.02,35.7,195.528,20.579106394593516,10.524889731697515,474.196,84.51087987816486,0.0,14.49558347610889,5
ext4,1024000,scenario_a,5,200,124.084,62.04,6.4,14959.2,11.984,4.942755304483523,41.24462036451538,0.192,13.969999999999999,254.276,87.12563761603127,34.26420016676024,672.574,70.37372684327968,0.0,11.166459393254193,0
ext4,1024000,scenario_b,5,200,134.374,67.16,0,13461,27.27,4.891001942342693,17.93546733532341,0.194,52.424,487.352,49.06156917588347,10.066967854011777,1005.316,90.56285276235792,0.0,14.08059483623757,4
f2fs,1024,scenario_a,5,200000,3720.238,1.9,0,335334.8,0.166,0.005477225575051666,3.299533478946786,0.0,0.01,5.272,0.04024922359499633,0.7634526478565312,49.86,71.60683516483516,0.0,7.986813186813187,0
f2fs,1024,scenario_b,5,200000,3615.496,1.8,0,326565.6,0.14,0.0,0.0,0.0,0.01,4.502,0.11031772296417296,2.4504158810344947,57.182,87.52736263736264,0.0,17.164835164835164,5
f2fs,10240,scenario_a,5,20000,1487.8139999999999,7.4399999999999995,0,163359,5.106,0.9051408730136984,17.727004955223236,0.01,4.886,123.894,3.1022540192576042,2.503958237894978,315.392,76.0113311843954,0.0,11.811885279775188,1
f2fs,10240,scenario_b,5,20000,1221.74,6.1,0,134540.2,7.068,0.484014462593836,6.847969193461177,0.01,9.258,134.998,10.180416003287885,7.541160612222318,361.554,76.38479343629344,0.0,12.901898326898326,0
f2fs,102400,scenario_a,5,2000,646.36,32.32,0,65453,11.926,1.0534609627318892,8.833313455742823,0.02,35.306,179.156,18.271531955476533,10.198671523966004,403.272,84.35441671425852,0.0,13.690138968208643,5
f2fs,102400,scenario_b,5,2000,524.652,26.22,0,53388.2,16.934,1.794318812251603,10.59595377495927,0.02,60.472,242.816,21.481877943978727,8.84697793554738,532.1859999999999,82.44763106796117,0.0,14.842718446601943,5
f2fs,1024000,scenario_a,5,200,132.81,66.39999999999999,0,15974.8,5.114,0.8652629658086611,16.919494833958957,0.166,2.806,29.936,19.198436915540807,64.13160380659008,4978.628,76.15118350379794,0.0,10.232968956177512,1
f2fs,1024000,scenario_b,5,200,135.476,67.76,0,12951,32.434,4.358701641544188,13.438680525202532,0.184,73.968,548.3820000000001,20.64767953063974,3.765200085093919,1192.308,89.9979286547093,0.0,13.53057893260397,5
