procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10939060   6296 287508    0    0   418  1419 1537    3  1  5 93  0  0  0
 2  0      0 10940504   6364 287604    0    0    36   100 1407 1160  0  1 98  0  0  0
 2  0      0 10942932   6380 287672    0    0     0    32 1312  820  0  1 99  0  0  0
 6  1      0 10865200   6544 294284    0    0  6748   364 6718 5988 16 10 71  3  0  0
 4  0      0 10842100   6568 297864    0    0    80   108 6766 9879 41 24 35  0  0  0
 8  0      0 10818664   6584 299512    0    0     0    96 6320 8630 28 28 44  0  0  0
 3  0      0 10767508   6616 301092    0    0     0   192 6594 7963 34 25 40  1  0  0
 4  0      0 10750624   6632 302752    0    0     0    96 6384 7411 34 19 47  0  0  0
 4  1      0 10724668   6660 303772    0    0     0   400 4727 6086 17 22 60  0  0  0
 7  0      0 10723660   6680 305192    0    0     0    96 5900 7181 19 32 50  0  0  0
 5  0      0 10710304   6696 306984    0    0     0    96 6480 7460 35 25 40  0  0  0
 5  0      0 10707280   6752 308328    0    0   160   348 5444 7779 21 35 43  1  0  0
 3  0      0 10703500   6768 309836    0    0     0    96 5535 7901 22 36 42  0  0  0
11  0      0 10696696   6780 310956    0    0     0   344 4149 6624  9 38 53  0  0  0
17  0      0 10690900   6808 312160    0    0     0   144 4468 7151  9 47 44  0  0  0
 4  1      0 10686112   6820 313284    0    0     0    92 4285 6682  8 37 55  0  0  0
 2  1      0 10666960   6852 314584    0    0     0   204 5029 7547 17 31 51  1  0  0
 6  1      0 10653100   6864 316176    0    0     0    56 6878 9009 34 27 39  0  0  0
13  2      0 10646800   6888 317300    0    0     0   116 4365 6868  5 48 47  0  0  0
16  0      0 10642796   6904 318840    0    0     0 11260 6038 8434 32 28 39  1  0  0
 8  0      0 10636748   6920 320092    0    0     0    96 4869 7375 10 41 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0      0 10632716   6952 321448    0    0     0   192 4994 7588 13 39 47  1  0  0
 7  0      0 10632212   6968 322768    0    0     0    96 5223 7655 17 33 51  0  0  0
 5  0      0 10630952   6988 323896    0    0     0   108 4849 7443  4 42 53  1  0  0
 6  0      0 10612808   7016 325280    0    0     8   100 5099 7898 17 25 58  0  0  0
 3  0      0 10612556   7032 326428    0    0     0 14596 4044 6963  4 46 49  1  0  0
 7  0      0 10610036   7064 327620    0    0     0   212 4928 7769 10 35 54  1  0  0
 5  0      0 10599452   7080 329212    0    0     0    96 5317 8282 13 35 52  0  0  0
 7  0      0 10599664   7096 330556    0    0     0    96 4966 7908  3 37 60  0  0  0
 2  0      0 10600072   7120 331844    0    0     0   116 4902 7908  5 35 60  0  0  0
 4  0      0 10599628   7136 333008    0    0     0    96 4758 7491  2 38 59  1  0  0
 7  0      0 10598620   7168 334384    0    0     0   200 4453 7372  3 39 58  1  0  0
 9  0      0 10598368   7184 335724    0    0     0    96 4567 7414  3 39 57  1  0  0
 5  0      0 10597360   7200 336840    0    0     0    96 4626 7528  3 40 56  1  0  0
 8  0      0 10592572   7224 338036    0    0     0   228 4309 7139  4 41 55  0  0  0
 4  0      0 10591564   7240 339220    0    0     0    96 4759 7729  3 38 58  1  0  0
 0  0      0 10591060   7272 340888    0    0     0   208 4893 7989  3 39 57  0  0  0
 4  0      0 10590304   7288 342160    0    0     0    96 4645 7528  4 36 59  1  0  0
