procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10938704   4200 290636    0    0   438 26299 4046   16  7 23 70  1  0  0
 1  0     12 10940328   4236 290724    0    0    36    24 1448 1157  0  1 99  0  0  0
 5  0     12 10935540   4376 291316    0    0   732    12 1302  985  1  1 99  0  0  0
 2  0     12 10885152   4384 297108    0    0  5784   336 6463 6475 13 12 72  3  0  0
 7  1     12 10526504   4648 427172    0    0   576    24 7207 11838 49 25 25  0  0  0
12  0     12 10311460   4648 602740    0    0     0   432 7684 12401 51 25 24  0  0  0
 5  0     12 10168696   4648 732844    0    0     0     8 5278 8688 35 21 44  0  0  0
11  0     12 9994740   4648 890516    0    0     0    16 7170 10360 41 29 30  0  0  0
 9  0     12 9808548   4656 1053040    0    0     0    52 7679 10584 42 31 27  0  0  0
 9  0     12 9571172   4656 1227852    0    0     0    16 7998 11048 44 30 26  0  0  0
 7  0     12 9387260   4656 1371440    0    0   160 13640 6373 9253 25 45 29  1  0  0
15  0     12 9242712   4656 1501428    0    0     0 151708 5063 8914 23 53 23  1  0  0
 1  0     12 9090468   4656 1634252    0    0     0 123068 5365 9179 25 43 32  1  0  0
 8  0     12 8901608   4676 1764976    0    0     4 271596 5361 8805 20 51 29  0  0  0
11  0     12 8672400   4676 1876308    0    0     0 397912 4234 7734 18 48 33  1  0  0
 3  0     12 8410304   4676 1994188    0    0     4 228784 4966 8651 23 49 27  1  0  0
 6  0     12 8277264   4676 2132356    0    0     0    16 6120 9440 18 40 41  0  0  0
 7  0     12 8072312   4676 2282700    0    0     0    16 6942 10636 32 37 31  0  0  0
 9  0     12 7937480   4696 2430236    0    0     8    88 6693 10159 19 45 36  0  0  0
14  0     12 7793784   4696 2570880    0    0     0 86464 6184 9806 21 49 30  1  0  0
11  0     12 7658328   4696 2704720    0    0     0 131168 5556 9359 15 55 29  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0     12 7450648   4696 2851736    0    0     0 132344 6379 10486 25 49 26  0  0  0
10  0     12 7313696   4696 2988316    0    0     0 145704 5306 9051 18 54 27  0  0  0
10  0     12 7185928   4704 3115440    0    0     0 139776 5219 8901 17 56 27  1  0  0
11  0     12 7053900   4704 3247248    0    0     0 187940 5388 8946 15 55 29  0  0  0
 8  0     12 6920344   5372 3368184    0    0  1488 260676 4707 8516 14 60 23  3  0  0
 5  0     12 6611252   5372 3517596    0    0     0 15180 6784 10191 18 48 34  0  0  0
 6  1     12 6327136   5372 3654008    0    0     0 108180 5777 9124 15 56 29  0  0  0
 8  0     12 6159712   5380 3785548    0    0     0 138688 5440 9109 16 56 28  1  0  0
 9  1     12 6022448   5380 3922704    0    0     0 157628 5369 9305 18 56 26  1  0  0
13  0     12 5906304   5380 4038168    0    0     4 259444 4526 8085 11 61 26  1  0  0
 7  0     12 5770860   5380 4174856    0    0     0 165248 5646 9331 15 55 30  1  0  0
 7  0     12 5614444   5380 4311812    0    0     0    16 6429 9634 16 49 36  0  0  0
10  0     12 5461316   5392 4450388    0    0     4 69760 5846 9401 14 53 33  0  0  0
 2  0     12 5309736   5392 4576672    0    0     0 140564 5341 8788 14 55 30  1  0  0
 4  1     12 5026280   5392 4709984    0    0     0 227528 5160 8936 14 62 23  1  0  0
 3  0     12 4753320   5392 4849248    0    0     0 148088 5367 9102 15 57 27  1  0  0
 9  0     12 4619124   5392 4983664    0    0     0 60976 5799 9288 14 54 32  1  0  0
 7  0     12 4475800   5400 5126720    0    0     0 148232 5708 9593 24 50 25  1  0  0
 2  0     12 4339688   5400 5263036    0    0     0 139280 5426 9691 12 51 36  0  0  0
 3  1     12 4212656   5400 5391240    0    0     8 211820 4982 9231 11 55 33  1  0  0
 6  0     12 4081092   5400 5520916    0    0     0 320156 4739 8913 12 55 32  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0     12 3951416   5400 5650848    0    0     0 245752 4851 9033 11 59 29  1  0  0
 7  0     12 3794812   5408 5792096    0    0     0 159064 5943 9916 13 51 36  1  0  0
 6  0     12 3645444   5408 5941068    0    0     0    16 6840 10773 13 42 45  0  0  0
 5  0     12 3499484   5408 6079300    0    0     4  3160 5596 9786 13 47 39  1  0  0
 3  0     12 3358296   5408 6220096    0    0     0    16 5830 9618 12 47 41  0  0  0
10  0     12 3223760   5408 6354260    0    0     0 143172 5425 9329 11 53 34  1  0  0
 8  0     12 3089988   5416 6488188    0    0     0 131192 5422 9459 12 51 37  0  0  0
 3  0     12 2950564   5416 6627404    0    0     0 131152 5701 9790 12 50 36  1  0  0
