procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10914168   5936 292832    0    0   698 39725 3690   13  6 20 74  1  0  0
 1  0     12 10914544   6140 292884    0    0   184    88 1431 1140  1  1 99  0  0  0
 0  0     12 10914768   6164 292980    0    0     0   612 1407  828  0  1 98  1  0  0
 2  0     12 10859428   6320 299028    0    0  6208    72 6878 6685 13 10 75  2  0  0
14  0     12 10443476   7048 368608    0    0  1520  2808 6733 9827 38 34 25  3  0  0
11  0     12 9492232   8056 667456    0    0   220  4344 5816 11966 44 45  9  2  0  0
11  0     12 8656968   8096 1128888    0    0     8   208 4987 11468 52 33 15  0  0  0
 9  0     12 7771112   8152 1494140    0    0     0 271944 4666 8302 38 45 16  1  0  0
 9  0     12 7285444   8196 1937872    0    0    20 475568 4204 9558 39 46 15  0  0  0
 7  0     12 6895060   8212 2164808    0    0    44 789440 3383 6764 38 54  7  0  0  0
15  1     12 6062392   8236 2667812    0    0   152 49364 5786 14160 46 33 22  0  0  0
17  1     12 5428284   8972 3054320    0    0  2084 303436 4859 12035 36 48 15  1  0  0
10  1     12 4861896   8996 3437872    0    0     0 364856 4482 11271 34 53 13  0  0  0
 8  0     12 4497580   9012 3802352    0    0     0 397456 4689 11918 34 51 14  0  0  0
14  0     12 4200420   9028 4096676    0    0    56 607608 3722 10493 29 62  8  1  0  0
 9  0     12 3733708   9044 4560940    0    0     0 164272 5837 14186 37 41 21  0  0  0
 8  0     12 3384056   9076 4917300    0    0     0 293244 4982 11760 32 49 19  1  0  0
13  0     12 2981732   9096 5314200    0    0     4 379336 4606 12308 33 51 15  1  0  0
14  0     12 2509580   9120 5745364    0    0     0 613756 3682 13550 38 38 23  1  0  0
16  1     12 2158184   9136 6100996    0    0     0 531976 4181 13222 32 31 37  0  0  0
10  0     12 2264324   9152 6434980    0    0     0 296648 5464 11781 36 45 19  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0     12 1496132   9184 6944624    0    0     0 144004 5046 15569 42 40 18  0  0  0
15  1     12 1116756   9208 7318744    0    0     0 418192 4066 12574 42 49  9  0  0  0
10  0     12 759368   9224 7680112    0    0     0 354392 4718 11302 36 49 16  0  0  0
 9  0     12 388564   9240 8049896    0    0     0 425208 4307 11976 36 50 13  1  0  0
11  0     12 211896   5592 8237172    0    0     4 385536 4331 15034 43 43 14  0  0  0
13  2     12 190860   5644 8174224    0    0    68 386368 4914 11922 31 54 15  1  0  0
10  8     12 132700   5728 8074980    0    0     0 568200 3083 5881 18 68  7  8  0  0
10  0     12 162012   5844 8386400    0    0     0 172652 5514 13759 34 47 18  1  0  0
11  0     12 186296   5840 8243996    0    0     0 206508 5361 15198 32 49 18  0  0  0
11  0     12 184668   5856 8230456    0    0     0 485500 3820 10441 27 61 11  1  0  0
12  0     12 165096   6732 8264880    0    0  1184 262620 4620 11996 31 51 16  2  0  0
12  0     12 147592   6768 8282412    0    0     0 291032 5069 13691 30 52 17  1  0  0
13  0     12 210172   6872 8214808    0    0     0 328556 4426 11331 32 52 15  1  0  0
