procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 10930508   6452 290292    0    0   461  3231 3680   14  5 20 74  1  0  0
 0  0      0 10931600   6524 290368    0    0    40   176 1341 1140  0  1 99  0  0  0
 0  0      0 10929828   6540 290368    0    0     0   260 1236  770  0  1 99  0  0  0
 6  1      0 10871112   6696 296416    0    0  6284    32 6309 5469 15 11 72  3  0  0
11  1      0 10810548   7388 308256    0    0  1440  3480 6118 10979 45 29 23  3  0  0
 7  0      0 10759016   8380 322944    0    0     0  5440 6398 13979 48 38 11  3  0  0
 9  0      0 10698540   8476 338368    0    0   220   648 6354 10710 43 26 31  0  0  0
 5  0      0 10643996   8500 355412    0    0     0   164 7214 11361 47 23 30  0  0  0
 4  0      0 10618324   8524 371308    0    0     8    96 6814 9904 27 36 36  0  0  0
 6  0      0 10558156   8540 387184    0    0    64   100 6696 11488 35 39 26  0  0  0
12  0      0 10516324   8556 399916    0    0     0    96 5604 10303 37 19 44  0  0  0
 6  0      0 10499440   8612 414464    0    0   152   420 6219 12704 39 27 34  1  0  0
12  0      0 10475356   8636 430844    0    0     0   812 6972 13475 39 38 23  0  0  0
 9  0      0 10459004   8652 447312    0    0     0    96 7542 13536 36 33 32  0  0  0
 8  0      0 10445928   8804 462140    0    0   192   100 6281 11878 29 42 29  0  0  0
 6  0      0 10414176   8820 477624    0    0     0    96 6698 12476 29 40 31  0  0  0
 8  0      0 10400820   8852 491064    0    0     0   224 5938 10708 20 49 31  0  0  0
12  0      0 10387396   8868 503560    0    0     0 41488 4950 9892 25 46 29  1  0  0
 3  0      0 10378884   8896 513956    0    0     0 166712 3213 7929 21 64 13  2  0  0
11  0      0 10365304   8916 527164    0    0     0   124 4959 9847 10 48 42  0  0  0
 7  0      0 10349232   8932 542420    0    0     0    96 6327 11571 24 46 30  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
