procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 10880604   6044 291972    0    0   435 27582 4036   16  7 23 70  1  0  0
 1  0     12 10888416   6112 292048    0    0    36  8300 1288 1088  0  1 99  1  0  0
 1  0     12 10893220   6128 292080    0    0     0  8380 1307  830  0  1 99  0  0  0
 2  0     12 10828808   6300 298304    0    0  6396 10592 6408 5717 14 12 71  3  0  0
 3  0     12 10473492   6324 445200    0    0   440 10328 6341 8384 32 23 44  1  0  0
 6  0     12 10088604   6340 626796    0    0     0  8296 6262 6638 26 19 54  0  0  0
 3  0     12 9654692   6372 816648    0    0     0 10432 6393 6534 30 21 49  0  0  0
 0  0     12 9390204   6388 1001152    0    0     0 41168 6010 6428 22 20 57  1  0  0
 9  1     12 9176548   6816 1185188    0    0   404 10388 6188 6155 21 16 63  1  0  0
 3  0     12 9003108   7248 1376844    0    0  1808  8296 5802 6255 16 19 65  1  0  0
 2  0     12 8811160   7292 1559820    0    0     0 199000 4807 5724 18 38 44  1  0  0
 8  1     12 8628508   7480 1737700    0    0   428 184952 5438 6991 22 41 35  1  0  0
16  1     12 8438960   7648 1904828    0    0   344 238404 5158 6655 20 40 39  1  0  0
 7  1     12 8259580   7672 2061936    0    0     0 491876 3692 5787 17 60 19  4  0  0
 4  0     12 8069960   7688 2254208    0    0     0 457996 4127 6726 20 51 27  2  0  0
 8  0     12 7883148   7704 2438144    0    0     0   120 6281 7597 16 30 54  0  0  0
 0  0     12 7609024   7736 2619216    0    0     0   180 6180 7484 19 24 57  0  0  0
 4  0     12 7416932   7752 2803936    0    0     0   212 6681 7860 14 27 59  0  0  0
 6  1     12 7243608   7776 2981556    0    0     0 90252 5681 7116 17 35 48  1  0  0
 7  0     12 7062108   7792 3161172    0    0     0 553128 3574 6205 22 57 19  2  0  0
 1  0     12 6881660   7808 3345016    0    0     0 388356 4439 6609 17 51 31  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0     12 6690640   7840 3533040    0    0     0   212 7052 8114 14 24 61  0  0  0
 5  0     12 6507164   7856 3714940    0    0     0    96 6607 7473 24 25 51  0  0  0
 1  0     12 6325992   7880 3903000    0    0     0   220 6095 7453 15 32 53  0  0  0
 8  0     12 6150156   7896 4078644    0    0     0 196720 5378 7046 18 36 46  1  0  0
10  0     12 5971416   7912 4255316    0    0     0 478428 3516 5813 16 58 25  1  0  0
 4  0     12 5784948   7944 4441964    0    0     0 14328 5928 7448 15 32 52  1  0  0
 4  0     12 5601144   7960 4628928    0    0     0    96 6460 7618 13 30 57  0  0  0
 6  0     12 5411168   7984 4812516    0    0     0 99400 5610 7082 15 35 49  1  0  0
 4  0     12 5230384   8000 4992396    0    0     0 231288 5362 7286 12 34 54  0  0  0
 8  0     12 5013124   8016 5161128    0    0     0 518492 3514 6094 15 59 24  2  0  0
 2  0     12 4796816   8048 5349408    0    0     0 410160 4331 6569 12 47 38  2  0  0
 7  0     12 4608736   8064 5537544    0    0     0   108 6069 7933 12 21 66  0  0  0
 4  0     12 4417132   8088 5725832    0    0     0   208 6090 7894 21 24 54  1  0  0
 6  0     12 4220260   8104 5917876    0    0     0    96 7192 8663 27 18 56  0  0  0
12  0     12 4040476   8120 6097488    0    0     0 245880 5264 7411 23 31 45  1  0  0
 1  0     12 3857872   8152 6277672    0    0     0 322564 4575 7057 18 39 42  1  0  0
 6  0     12 3673448   8168 6463932    0    0     0    96 6476 8401 12 20 68  0  0  0
 1  0     12 3486024   8192 6647588    0    0     0 82288 5625 7436 13 31 54  1  0  0
 3  0     12 3329952   8208 6802996    0    0     0 163976 4619 6300 11 25 63  1  0  0
 8  0     12 3149496   8224 6980924    0    0     8 290712 5507 7397 25 31 43  1  0  0
 7  0     12 2971804   8256 7155152    0    0     0 658948 3441 6036 21 57 21  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0     12 2782552   8272 7344648    0    0     0 142164 5720 7932 13 27 59  1  0  0
 4  0     12 2591788   8296 7532908    0    0     0   208 6192 8118 10 21 69  0  0  0
 2  0     12 2417072   8312 7717120    0    0     0    96 6363 8216 10 21 69  0  0  0
 3  0     12 2222120   8328 7907596    0    0     0   100 6159 7957 12 25 63  0  0  0
 9  0     12 2043144   8360 8084708    0    0     0 389364 4158 6540 18 47 33  1  0  0
 5  0     12 1861504   8376 8272136    0    0     0 128808 6048 8065 14 28 58  0  0  0
 3  0     12 1671528   8400 8457456    0    0     0   116 6465 8174  8 20 71  0  0  0
11  0     12 1481064   8424 8643696    0    0   168 232732 5377 7333 13 36 50  1  0  0
 5  0     12 1302916   8520 8825672    0    0     0 325524 4524 8075 14 43 40  2  0  0
 9  0     12 1126280   8592 9002328    0    0     0 183424 5005 7082 12 38 49  1  0  0
 4  0     12 934656   8688 9188356    0    0     0 391832 4377 6907 12 49 34  5  0  0
 3  0     12 747536   8716 9373668    0    0     0   372 6393 8256  9 22 68  1  0  0
 3  0     12 568720   8764 9551632    0    0     0 260312 4626 6980 13 45 41  1  0  0
 3  2     12 383772   8784 9738628    0    0     0   152 6443 8180 13 21 66  0  0  0
11  0     12 194980   8812 9923772    0    0     0 33124 6259 7949 10 25 65  0  0  0
15  0     12 219548   5140 9903720    0    0     0 204936 5435 7383 11 39 49  1  0  0
 1  0     12 137880   5156 9987836    0    0     0 155868 5494 7507 11 34 54  1  0  0
 5  0     12 161672   5176 9962052    0    0     0 155844 5494 7559 10 28 62  1  0  0
 6  1     12 187100   5244 9936080    0    0     0 340264 4570 6897 12 48 39  1  0  0
13  0     12 130604   5304 9986660    0    0     0 375352 3651 6067 12 57 28  2  0  0
 6  0     12 147608   5420 9976716    0    0     0 362280 4080 6381 13 54 31  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1     12 166736   5448 9959776    0    0     0   224 6819 8679  9 21 69  0  0  0
 1  0     12 185516   5336 9938392    0    0     0   100 6334 8240  9 24 67  0  0  0
 7  0     12 209100   5232 9917360    0    0     0   200 6356 8377  9 22 69  0  0  0
10  0     12 131728   5300 9989176    0    0     0 426160 3816 6097 14 56 29  2  0  0
 7  0     12 162024   5324 9958720    0    0     0 563316 3339 5746 14 63 22  2  0  0
10  1     12 183480   5344 9937880    0    0     0 12484 6431 8197  9 25 66  0  0  0
 1  0     12 203296   5368 9919332    0    0     0   124 6478 8421  9 20 71  0  0  0
 5  0     12 216020   5432 9900596    0    0     0   372 6459 8338  9 25 64  1  0  0
12  0     12 143416   5460 9975104    0    0     8 184508 4972 7092 10 34 55  1  0  0
12  0     12 186920   5492 9938836    0    0    80 426188 3658 6107 14 56 29  2  0  0
 3  0     12 209644   5508 9916280    0    0     0 389436 3949 6424 13 48 38  1  0  0
 2  0     12 229140   5524 9895880    0    0     0   108 6531 8243  9 24 68  0  0  0
 1  0     12 147608   5556 9977776    0    0     0   204 6407 8401  9 23 67  1  0  0
 1  0     12 163432   5572 9961532    0    0     0    96 6854 8618  9 20 70  0  0  0
10  0     12 192028   5596 9929116    0    0     0 381272 4029 6311 13 49 36  2  0  0
 9  0     12 211860   5612 9905752    0    0     0 161480 5672 7701 23 32 45  0  0  0
 4  0     12 138328   5628 9981016    0    0     0    96 6041 7736 10 20 69  0  0  0
 4  0     12 162584   5660 9954104    0    0     0 164488 5306 7157 10 32 57  1  0  0
 7  0     12 181432   5676 9931360    0    0     0 155788 5827 7774 10 32 57  1  0  0
 7  1     12 221592   5704 9896116    0    0     0 358664 4370 6571 12 44 43  2  0  0
11  0     12 136064   5720 9978612    0    0     0 392548 3891 6459 14 56 29  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
