procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10901908   6344 287708    0    0   430  1739 1989    5  2  8 90  0  0  0
 6  0      0 10911296   6396 287752    0    0    36  8232 1338 1120  0  1 99  0  0  0
 2  0      0 10904416   6424 287816    0    0     8  6712 1501 1010  1  1 98  0  0  0
 5  0      0 10882696   6592 293684    0    0  6136  6312 6404 6443 14 13 71  3  0  0
14  1      0 10809612   7260 298308    0    0  1584 10912 6079 9381 43 28 25  4  0  0
 5  1      0 10796760   8096 300132    0    0     0  9824 6021 11297 41 38 17  4  0  0
 6  0      0 10769824   8416 302152    0    0   220  9788 6014 9592 38 34 26  2  0  0
 7  0      0 10758736   8432 303476    0    0     0  6664 5876 7377 29 31 40  0  0  0
 9  0      0 10707608   8460 305156    0    0     0  6332 6533 7794 41 22 37  0  0  0
 9  0      0 10697780   8476 306884    0    0    64  8300 6169 8428 41 22 37  0  0  0
11  0      0 10681148   8524 308648    0    0   152  6444 6750 10619 46 26 28  1  0  0
 8  0      0 10664516   8540 310180    0    0     0  8296 6275 9766 31 38 30  0  0  0
 7  0      0 10635816   8556 311808    0    0     0  6240 6285 9733 34 35 31  0  0  0
 6  0      0 10628256   8580 313072    0    0     0 13784 5695 9109 31 40 28  1  0  0
11  0      0 10621228   8596 314480    0    0    56  6252 5315 8726 25 34 41  0  0  0
 4  0      0 10620472   8620 316040    0    0     0  8368 6432 9701 32 35 33  1  0  0
17  0      0 10618456   8636 317624    0    0     0  6248 6231 9622 35 30 34  1  0  0
 3  0      0 10615180   8652 318688    0    0     0  6240 5369 8684 25 34 41  0  0  0
 7  0      0 10614172   8676 320108    0    0     0 19036 4906 8151 25 48 26  1  0  0
 4  0      0 10608880   9052 321668    0    0   372  6252 6673 10338 42 31 27  0  0  0
 9  1      0 10600816   9084 323008    0    0     0  8396 4754 7966 14 34 51  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  0      0 10598548   9100 324352    0    0     0  6244 5538 8882 24 41 35  1  0  0
 6  0      0 10596280   9116 325600    0    0     0   100 4567 7575 11 41 47  0  0  0
 7  0      0 10595776   9140 326820    0    0     0   240 4760 8146 10 49 40  1  0  0
 4  0      0 10563268   9156 328372    0    0     0   100 5971 9258 27 31 42  0  0  0
 9  0      0 10563016   9188 329348    0    0     0   212 5103 8447 13 40 46  1  0  0
 5  0      0 10562008   9204 330988    0    0     0    96 5617 9302 16 38 46  0  0  0
 8  0      0 10558228   9220 332220    0    0     0    96 5980 9903 19 34 47  1  0  0
 6  0      0 10562784   9248 333560    0    0     8   240 5175 8831 14 40 45  1  0  0
 3  0      0 10562532   9264 334736    0    0     0   100 4390 7650  5 32 62  0  0  0
 9  0      0 10562892   9296 335948    0    0     0   216 4879 8610  6 45 48  1  0  0
 7  0      0 10564096   9312 337240    0    0     0    96 4638 8473  7 47 45  1  0  0
 1  0      0 10564828   9328 338564    0    0     0    96 5175 9005  6 42 51  1  0  0
 2  0      0 10565552   9352 339912    0    0     0   200 5179 8770  5 44 50  1  0  0
 5  0      0 10564292   9368 341520    0    0     0  6980 5091 8885  7 45 47  1  0  0
 3  0      0 10564040   9400 342460    0    0     0   212 4631 8244  5 47 48  1  0  0
12  0      0 10563284   9416 344060    0    0     0    96 4966 8677  5 44 50  1  0  0
 5  0      0 10562024   9432 345424    0    0     0    96 5912 9566 12 39 49  0  0  0
 4  0      0 10559252   9456 346684    0    0     0   176 5763 9556 13 37 50  0  0  0
 8  0      0 10557488   9472 348320    0    0     0   100 6311 10213 24 34 42  0  0  0
 9  0      0 10556732   9504 349500    0    0     8   188 4937 8765  4 46 48  1  0  0
 7  0      0 10556480   9520 350936    0    0     0    96 4654 8376  4 46 49  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 10555724   9536 352116    0    0     0    96 4483 8285  3 48 48  1  0  0
 7  0      0 10554464   9560 353432    0    0     0   204 5057 8830  9 42 48  1  0  0
 7  0      0 10553708   9576 354824    0    0     0 10704 4921 8481  7 45 46  1  0  0
 2  0      0 10551944   9608 356156    0    0     0   216 5191 9077 10 42 48  0  0  0
 2  0      0 10550684   9624 357500    0    0     0    96 4706 8335  5 42 52  0  0  0
 2  0      0 10549676   9640 358900    0    0     0    96 4746 8383  5 46 49  0  0  0
 6  0      0 10548164   9688 360140    0    0     0   416 4522 8104  4 47 46  2  0  0
 1  0      0 10545644   9712 361244    0    0     0   128 5336 9430  4 43 52  1  0  0
 5  0      0 10544888   9744 362940    0    0     0 21368 4540 8377  5 49 44  2  0  0
 2  0      0 10543880   9760 364000    0    0     0    96 4806 8607  3 45 51  1  0  0
 4  0      0 10542116   9776 365440    0    0     0    96 4843 8398  7 45 48  1  0  0
 6  0      0 10541360   9796 366816    0    0     0   192 4971 8696  4 45 51  0  0  0
 9  0      0 10540100   9820 367924    0    0     0   160 4817 8353  5 41 53  1  0  0
 9  0      0 10538840   9852 369444    0    0     0   204 5140 8941  6 42 52  1  0  0
 6  0      0 10537328   9868 370648    0    0     0    96 4975 8748  6 43 50  1  0  0
 3  0      0 10536068   9884 372112    0    0     0    96 4517 8347  7 47 46  0  0  0
12  0      0 10534052   9900 373540    0    0     0   268 4837 8518  4 42 54  0  0  0
 6  0      0 10533044   9924 374524    0    0     0   164 4544 8319  3 46 50  1  0  0
 3  0      0 10531784   9956 375972    0    0     0   208 4797 8360  4 47 48  1  0  0
 9  0      0 10530272   9972 377336    0    0     0   104 5010 8983  4 44 52  1  0  0
 3  1      0 10528508   9988 378684    0    0     0    96 4963 8619  3 45 51  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10526996  10004 380064    0    0     0    96 5293 8944  3 44 52  0  0  0
 4  0      0 10525988  10028 381132    0    0     0   136 4739 8326  4 46 50  0  0  0
 2  0      0 10524728  10060 382652    0    0     0   212 4770 8535  4 46 49  1  0  0
 6  0      0 10523720  10076 383908    0    0     0 10316 4901 8565  8 45 47  1  0  0
 4  0      0 10509860  10092 385132    0    0     0    96 4731 8469  5 47 48  1  0  0
 8  0      0 10488944  10108 386580    0    0     0    96 5006 8929  7 42 51  0  0  0
 0  0      0 10488692  10132 387984    0    0     0   304 4744 8300  5 45 50  1  0  0
 3  0      0 10488188  10180 389412    0    0     0   316 4877 8588  5 45 48  2  0  0
 8  0      0 10487432  10196 390652    0    0     0    92 4686 8336  4 39 57  1  0  0
 3  1      0 10486424  10212 391964    0    0     0    96 5066 8887  4 43 52  0  0  0
 7  0      0 10485920  10228 393192    0    0     0    96 4815 8552  5 44 51  0  0  0
12  0      0 10484408  10252 394192    0    0     0   120 5203 8953  4 45 51  0  0  0
 7  0      0 10483148  10284 395696    0    0     0   204 4541 8417  4 46 49  1  0  0
 5  0      0 10482644  10300 397140    0    0     0 10468 5076 8524  3 44 52  1  0  0
 9  0      0 10479872  10316 398456    0    0     0    96 5161 8714  4 42 53  1  0  0
 4  0      0 10478864  10332 399808    0    0     0    96 5144 8849  5 42 53  0  0  0
 4  0      0 10477856  10356 401232    0    0     0   116 5270 8985  4 43 53  1  0  0
12  0      0 10463492  10388 402720    0    0     0   204 5241 8898  4 43 52  1  0  0
 8  1      0 10452152  10400 403804    0    0     0  4456 4476 8179  4 50 46  1  0  0
 7  0      0 10438544  10432 405256    0    0     0 16708 4500 8464  4 48 45  2  0  0
 8  0      0 10425440  10448 406520    0    0     0    96 4974 8904  8 41 51  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  1      0 10410572  10472 407692    0    0     0   116 4632 8334  3 47 49  1  0  0
 6  0      0 10398476  10504 409060    0    0     0   204 4650 8193  6 47 47  1  0  0
 4  1      0 10380864  10520 410376    0    0     0    96 5357 9257 14 38 48  0  0  0
 1  0      0 10380612  10536 411660    0    0     0   120 4829 8696  8 45 46  1  0  0
11  0      0 10380108  10552 413008    0    0     0    96 5189 9058  4 43 52  0  0  0
10  0      0 10379100  10576 414392    0    0     0   120 5148 8898  5 45 50  1  0  0
11  0      0 10378596  10608 415644    0    0     0   224 5255 8981  4 43 53  1  0  0
 8  0      0 10377840  10624 416728    0    0     0   148 5136 8752  9 42 48  1  0  0
 6  0      0 10377084  10640 418384    0    0     0    96 4623 8235  4 46 49  1  0  0
 5  0      0 10376076  10656 419388    0    0     0    96 4833 8336  4 47 49  1  0  0
 6  0      0 10374564  10680 420804    0    0     0   116 4829 8541  4 42 53  1  0  0
12  0      0 10373052  10712 422144    0    0     0   196 4579 8348  4 45 51  1  0  0
 4  1      0 10372296  10728 423556    0    0     0    96 4932 8522  4 46 50  0  0  0
 2  0      0 10371288  10752 424596    0    0     0 10136 4468 8258  4 46 50  1  0  0
12  1      0 10368768  10768 425908    0    0     0    96 4724 8455  4 45 50  0  0  0
 6  1      0 10368012  10792 427456    0    0     0   188 4889 8643  4 46 49  1  0  0
11  1      0 10366500  10816 428576    0    0     0   168 5161 8949  8 42 49  1  0  0
 7  1      0 10365996  10832 429928    0    0     0    96 4820 8582  4 45 51  1  0  0
 3  1      0 10364484  10848 431560    0    0     0    96 5195 8973  4 45 51  1  0  0
13  0      0 10355916  10864 432456    0    0     0    96 4562 7833  5 32 63  0  0  0
 2  0      0 10352136  10888 433940    0    0     0   216 4953 8325  5 45 50  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  1      0 10339284  10912 435324    0    0     0   176 4724 8461  4 44 52  1  0  0
 9  0      0 10324668  10928 436508    0    0     0    96 5123 8396 12 30 57  0  0  0
 5  2      0 10317336  10944 437820    0    0     0  7692 4927 8708  9 44 47  1  0  0
 8  1      0 10306500  10976 439252    0    0     0  3276 4875 8419  6 46 46  2  0  0
 9  1      0 10290624  11000 440492    0    0     0   232 5406 9197  4 42 53  1  0  0
 9  1      0 10276512  11032 441900    0    0     0   200 4417 8053  3 48 47  1  0  0
 2  0      0 10265928  11048 443180    0    0     0    96 4825 8461  4 47 49  1  0  0
 0  0      0 10249296  11064 444452    0    0     0    96 5010 8691  5 42 53  0  0  0
 9  0      0 10241484  11108 445676    0    0     0 19440 4371 7687  4 51 44  0  0  0
10  0      0 10227876  11132 446988    0    0     0   124 4534 8321  4 47 49  0  0  0
 7  1      0 10208976  11164 448288    0    0     0   200 5077 8750  4 44 51  1  0  0
 3  3      0 10198140  11176 449608    0    0     0    92 4898 8433  4 45 51  0  0  0
10  0      0 10186548  11196 450976    0    0     0   100 4703 8423  6 45 48  1  0  0
 3  4      0 10171176  11208 452352    0    0     0    92 5273 9063  5 42 53  1  0  0
 4  1      0 10162608  11228 453604    0    0     0   120 4511 8276  4 47 49  1  0  0
 6  1      0 10147488  11268 454916    0    0     0   220 4632 8303  4 49 46  1  0  0
10  1      0 10134132  11284 456168    0    0     0    96 4714 8306  4 48 48  0  0  0
 5  2      0 10116240  11296 457568    0    0     0    92 4614 8108  3 47 50  0  0  0
