procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10914652   4300 289796    0    0   464 13408 4142   17  6 25 68  1  0  0
 3  0     12 10917988   4336 289848    0    0    36    44 1110  968  0  1 99  0  0  0
 0  1     12 10902796   4340 289876    0    0     4    16 1208  951  1  1 99  0  0  0
 2  0     12 10860960   4516 296500    0    0  6764   352 6536 6044 16 11 71  2  0  0
11  0     12 10642576   4516 378684    0    0    88    24 6389 9998 39 25 36  0  0  0
 6  0     12 10495384   4516 486156    0    0     0    16 6380 8879 39 28 33  0  0  0
14  0     12 10366960   4516 587912    0    0     0   364 6435 8179 31 22 47  0  0  0
 4  0     12 10252260   4516 689680    0    0     0    16 6630 7985 36 21 42  0  0  0
 5  0     12 10159468   4524 789200    0    0     0   184 6617 7815 25 27 48  0  0  0
 9  0     12 10031744   4524 898180    0    0     0    16 6985 8336 32 26 42  0  0  0
10  0     12 9949036   4524 976724    0    0   160   768 4985 6307 17 22 60  1  0  0
10  0     12 9805220   4524 1071440    0    0     0   116 6332 8607 19 40 40  0  0  0
 6  0     12 9632520   4524 1174944    0    0     0    16 6756 9223 26 36 37  0  0  0
 2  0     12 9545480   4532 1270796    0    0     0   188 6236 8663 21 41 39  0  0  0
10  0     12 9373140   4532 1365184    0    0     0   156 5921 8129 19 42 40  0  0  0
11  0     12 9240460   4532 1446088    0    0     0 98532 4648 7087 25 48 25  2  0  0
 7  0     12 9110468   4532 1555408    0    0     0 122632 6582 9690 40 31 29  0  0  0
 7  0     12 9020624   4532 1647684    0    0     0 81936 5565 7984 15 47 37  0  0  0
 6  1     12 8896552   4540 1735652    0    0     0 275100 5316 7582 18 44 36  1  0  0
11  0     12 8739032   4540 1813292    0    0     0 372232 4428 6641 16 45 38  1  0  0
12  1     12 8512192   4812 1904528    0    0   272 258500 5097 7795 14 59 27  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0     12 8315736   4812 1991480    0    0     0 211428 4484 7370 19 46 34  1  0  0
 7  0     12 8116572   4812 2088520    0    0     0    16 6328 8570 14 43 43  0  0  0
 9  0     12 8019620   4824 2185356    0    0     4   404 5987 8287 12 45 43  1  0  0
 7  0     12 7918248   4824 2286052    0    0     0    16 6496 8728 15 43 42  0  0  0
10  4     12 7819840   4824 2381776    0    0     4   840 6254 8654 13 43 44  0  0  0
11  0     12 7725868   4824 2478016    0    0     0 12632 5544 8087 13 44 42  1  0  0
 9  0     12 7629112   4824 2572164    0    0     0 56048 5913 8203 11 47 41  1  0  0
 5  3     12 7536892   4828 2661144    0    0     0   156 5214 7546 11 47 43  0  0  0
 5  0     12 7427980   4832 2758388    0    0     0   132 6088 8555 11 44 45  0  0  0
 9  0     12 7295804   4832 2853176    0    0     0 98880 5619 8643  8 44 48  1  0  0
 6  0     12 7195872   5660 2945952    0    0  1836 100604 5241 8084  9 47 41  3  0  0
12  0     12 7106832   6728 3038892    0    0  5092 140744 5067 8101  8 53 35  3  0  0
 7  0     12 7015012   6728 3130792    0    0     0 261240 4592 7590  9 55 35  1  0  0
 5  0     12 6926368   6736 3218788    0    0     0 282512 4846 7581  8 55 35  2  0  0
10  3     12 6843336   6736 3301116    0    0     0 295832 4519 7513  9 56 33  2  0  0
 9  0     12 6741188   6736 3405572    0    0     0    20 6158 9067  9 36 55  0  0  0
 3  0     12 6644136   6736 3499580    0    0     0   376 5746 8423 10 42 48  0  0  0
 2  0     12 6435588   6736 3605308    0    0     0    16 6847 9733  9 37 54  0  0  0
11  0     12 6227116   6744 3703588    0    0     0   124 6128 8972  8 40 52  0  0  0
 1  0     12 6018336   6744 3802868    0    0    12   704 6066 8939 10 36 53  0  0  0
 2  0     12 5805244   6744 3903888    0    0     0    16 6182 8881  8 37 54  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0     12 5694752   6744 3997516    0    0     0 102268 5477 8371  9 43 48  0  0  0
 5  0     12 5596132   6744 4090780    0    0     0 83216 5378 8344 10 43 46  1  0  0
 9  0     12 5499168   6752 4188780    0    0     0 95004 5349 8201  9 45 46  0  0  0
 7  1     12 5406172   6752 4281492    0    0     0 87368 5294 8253  8 44 47  1  0  0
15  1     12 5320796   6752 4366208    0    0     0 196348 4680 7324  8 52 40  1  0  0
10  0     12 5233848   6752 4452620    0    0     0 264508 4475 7450  8 55 36  1  0  0
 5  0     12 5139864   6752 4547664    0    0     0 200624 5038 7976  7 51 41  1  0  0
10  0     12 5036364   6760 4650968    0    0     0   116 6547 9682  9 36 55  0  0  0
 5  0     12 4942220   6760 4745380    0    0     0  2716 5647 8352  9 34 57  0  0  0
 4  0     12 4846144   6760 4841480    0    0     0    16 5443 8205  9 42 49  0  0  0
 9  0     12 4746548   6760 4941128    0    0     0    16 6112 8957  9 38 53  0  0  0
 7  0     12 4631348   6760 5036064    0    0     0 89208 5603 8427  8 43 48  1  0  0
 5  0     12 4535528   6768 5132248    0    0     0 108716 5573 8622 11 42 46  1  0  0
 8  0     12 4440288   6768 5228352    0    0     0 83480 5498 8395  9 43 47  1  0  0
 6  0     12 4342792   6768 5326024    0    0     0 95964 5812 8724  9 43 47  0  0  0
 6  0     12 4242996   6768 5417360    0    0     0 108952 5315 8032  8 44 47  0  0  0
 7  0     12 4144692   6768 5507676    0    0     0 184088 5066 7909  8 51 40  1  0  0
 5  1     12 4056476   6776 5594792    0    0     0 262988 4606 7461  9 54 35  2  0  0
 5  0     12 3965520   6776 5686748    0    0     4 245124 4584 7587  8 55 34  2  0  0
 8  0     12 3858560   6776 5784696    0    0     0    16 5665 8587 10 36 54  0  0  0
 6  0     12 3758972   6776 5884532    0    0     0    16 6078 9005  9 36 56  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0     12 3662008   6776 5981200    0    0     0    16 5887 8796  8 39 53  0  0  0
 8  0     12 3568832   6784 6076388    0    0     0    48 5662 8391  9 38 53  0  0  0
 6  0     12 3477620   6784 6166180    0    0     0 45944 5273 8082  9 41 48  1  0  0
 3  1     12 3387504   6784 6262280    0    0     0 110332 5233 8108  9 46 44  0  0  0
 7  0     12 3286516   6784 6357084    0    0     0 102216 5632 8576  9 44 47  0  0  0
 6  0     12 3187652   6784 6454012    0    0     0 81936 5763 8610 10 42 48  1  0  0
11  0     12 3095232   6792 6548292    0    0     0 82012 5246 8040 10 44 46  1  0  0
11  0     12 3000676   6792 6642008    0    0     0 84932 5465 8363  8 41 49  2  0  0
11  0     12 2910556   6792 6732156    0    0     0 267240 4572 7421  8 55 36  1  0  0
 2  0     12 2816536   6792 6825044    0    0     0 255020 4656 7672  9 55 36  1  0  0
 9  0     12 2724780   6792 6918484    0    0     0 224924 5105 8227  9 50 41  1  0  0
 4  0     12 2628268   6804 7015180    0    0     0   120 6129 8861  9 39 51  0  0  0
 5  0     12 2516960   6804 7118764    0    0     0  2816 6181 9153 10 38 51  1  0  0
 7  0     12 2417632   6804 7218208    0    0     0    16 6033 8843  9 37 54  0  0  0
 8  0     12 2322140   6804 7312500    0    0     0    16 5627 8459  9 39 52  0  0  0
 1  0     12 2228644   6812 7405892    0    0     0 45116 5526 8425  9 40 51  1  0  0
 7  0     12 2131512   6812 7503216    0    0     0 81972 5624 8487  9 41 49  1  0  0
 4  0     12 2042764   6812 7591992    0    0     4 83412 4882 7729  9 46 45  1  0  0
 4  0     12 1948420   6812 7685360    0    0     0 100008 5097 8022  9 43 47  1  0  0
