procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 10946588   6244 292268    0    0   441 25400 4062   16  7 23 69  1  0  0
 1  0     12 10947372   6296 292356    0    0    36    32 1295 1079  0  1 98  0  0  0
 1  0     12 10947452   6336 292352    0    0     8   644 1370  931  0  2 97  1  0  0
 1  0     12 10879028   6492 298384    0    0  6136    32 6085 5173 16  9 73  2  0  0
10  0     12 10552336   6516 401332    0    0   688    80 6255 10222 45 26 28  1  0  0
 8  1     12 10377108   6548 549244    0    0     0   224 5754 10204 38 26 36  0  0  0
 9  0     12 10211300   6564 701536    0    0     0    96 6345 9065 34 29 36  0  0  0
10  0     12 10005884   6580 857828    0    0     0   112 7192 9988 38 27 35  0  0  0
 5  0     12 9825544   6604 1022276    0    0     0   256 6464 10310 49 23 27  0  0  0
 7  0     12 9587864   6620 1191688    0    0     0    96 7472 10504 33 35 32  0  0  0
 3  0     12 9441760   6684 1342716    0    0   160   476 6214 9367 27 44 28  1  0  0
16  0     12 9260676   6700 1492720    0    0     0 131620 6539 10322 29 44 26  0  0  0
 9  0     12 9112860   6748 1604128    0    0     0 418264 3626 7515 22 60 17  1  0  0
13  0     12 8952924   6776 1730780    0    0     0 389376 3986 8512 22 61 17  0  0  0
11  0     12 8819752   6792 1864092    0    0     0 278700 5169 9041 21 52 26  1  0  0
 9  0     12 8591376   6824 1996632    0    0     0   220 5819 9202 25 29 46  0  0  0
 9  0     12 8444144   6840 2139920    0    0     0    96 6089 9618 17 46 36  0  0  0
 4  0     12 8209032   6856 2309932    0    0     0    96 7725 11931 35 39 27  0  0  0
 7  0     12 7913952   6880 2460028    0    0     0   116 6494 9922 18 49 33  1  0  0
10  0     12 7767064   6896 2590296    0    0     0 36960 5665 8889 22 35 43  0  0  0
11  1     12 7642188   6924 2711916    0    0     0 327996 3883 7906 13 68 18  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  0     12 7536416   7640 2820372    0    0  1524 389332 3406 7059 14 70 13  3  0  0
 1  0     12 7389308   8588 2953256    0    0  4308 284916 4550 8627 15 61 19  5  0  0
 3  0     12 7147952   8604 3104192    0    0     0    96 6426 9862 16 52 32  0  0  0
11  0     12 6837140   8620 3256724    0    0     0    96 6831 10150 17 48 35  0  0  0
 8  0     12 6515332   8652 3413576    0    0     0   208 6801 10405 23 47 29  0  0  0
16  1     12 6378388   8676 3554884    0    0     0   180 5909 9214 14 49 36  1  0  0
14  0     12 6248032   8696 3680344    0    0     0 246084 4469 8248 15 62 22  1  0  0
 9  0     12 6081736   8712 3791136    0    0     0 381096 3663 7610 14 66 19  1  0  0
 6  0     12 5959508   8728 3913696    0    0     0 372436 3685 8067 14 67 18  2  0  0
 8  0     12 5806324   8760 4060840    0    0     0   244 6622 10367 15 48 37  1  0  0
 9  1     12 5662496   8784 4201444    0    0     0   112 6003 9330 15 50 34  1  0  0
 6  0     12 5480684   8800 4347656    0    0     0   144 6137 9623 17 48 34  0  0  0
 4  0     12 5222716   8816 4497284    0    0     0    96 6145 9642 16 51 33  0  0  0
 9  0     12 5041568   8832 4636892    0    0     0 69728 5484 9418 14 54 32  0  0  0
11  0     12 4911884   8864 4757892    0    0     0 322560 4520 8336 14 63 22  1  0  0
 5  0     12 4757552   8880 4912176    0    0     0    96 6418 10649 13 46 41  0  0  0
 5  0     12 4611724   8904 5062768    0    0     0 54276 6261 10379 12 50 38  1  0  0
 3  0     12 4474576   8920 5192240    0    0     0 159880 5148 8885 13 51 36  0  0  0
 6  0     12 4327892   8936 5330376    0    0     0 159900 5465 9375 12 52 35  1  0  0
15  0     12 4213600   8968 5454176    0    0     8 270632 4509 8534 12 59 28  1  0  0
11  0     12 4013036   8984 5572880    0    0     0 530736 3471 7431 12 72 15  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0     12 3787288   9008 5708380    0    0     0 164092 5263 9299 13 53 33  0  0  0
 6  0     12 3598096   9024 5862900    0    0     0   152 6550 10879 12 43 45  0  0  0
 5  0     12 3415972   9040 6016640    0    0     0    96 6425 10527 13 45 41  1  0  0
 5  0     12 3262332   9072 6160876    0    0     0   224 5991 10041 13 46 40  1  0  0
 8  0     12 3133920   9088 6311096    0    0     0    96 6695 10657 12 44 44  0  0  0
