procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10942232   6244 291084    0    0   460  6408 4083   17  6 25 69  1  0  0
 2  0      0 10944676   6312 291252    0    0    40   104 1493 1206  0  1 99  0  0  0
 3  0      0 10945052   6336 291264    0    0     0   304 1388  938  0  1 98  0  0  0
 5  0      0 10895156   6492 297504    0    0  6340    44 6389 6121 16 11 70  3  0  0
 8  0      0 10723284   6516 354464    0    0   488    80 7539 9786 42 21 36  1  0  0
 7  0      0 10588060   6532 425128    0    0     0    96 6875 7614 30 22 47  0  0  0
 5  0      0 10503140   6564 493888    0    0     0   212 6524 6709 24 24 52  0  0  0
 3  0      0 10419352   6588 567152    0    0     0   144 6972 7164 26 22 52  0  0  0
 4  0      0 10344928   6604 638420    0    0     0 28816 6705 6727 33 23 44  0  0  0
 6  0      0 10262168   6620 706764    0    0     0    96 6520 6524 29 20 51  0  0  0
11  0      0 10198236   6636 775496    0    0     0    96 6339 6400 20 25 54  0  0  0
 9  0      0 10125212   6700 844952    0    0   160   440 6507 7603 21 30 49  1  0  0
 4  0      0 10050804   6724 913312    0    0     0   508 6709 7862 28 26 46  0  0  0
12  0      0 9967556   6748 975412    0    0     0 209060 4596 6419 16 47 36  0  0  0
 5  0      0 9891888   6824 1033676    0    0     0 423940 3897 6118 27 50 22  1  0  0
 9  0      0 9825480   6840 1100296    0    0     0   368 5746 7185 18 36 45  0  0  0
 8  0      0 9703920   6872 1167588    0    0     0   228 6179 7509 16 35 49  1  0  0
32  0      0 9606080   6896 1230080    0    0     0   116 5882 7236 17 27 55  1  0  0
15  0      0 9555204   6912 1297628    0    0     0    96 6471 7625 29 24 47  0  0  0
13  0      0 9491760   6928 1359336    0    0     0    96 5602 7071 10 32 58  0  0  0
13  0      0 9425516   6944 1417676    0    0     0 321008 3727 5689 11 58 29  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
15  0      0 9372704   6976 1473004    0    0     0   268 4624 6098 10 30 59  1  0  0
 6  0      0 9308052   7000 1536440    0    0     0   116 6157 7263 17 34 49  0  0  0
 6  0      0 9242836   7016 1600916    0    0     0    96 5374 6956  9 40 51  0  0  0
 7  0      0 9172660   7032 1669300    0    0     0    96 6568 7778 19 31 50  0  0  0
 2  0      0 9105128   7048 1737000    0    0     0   108 5788 7410 12 38 49  1  0  0
 4  0      0 9037716   7080 1801044    0    0     0   236 5525 7206  8 38 53  1  0  0
 5  0      0 8913964   7104 1866004    0    0     0   128 5556 7478  7 35 57  1  0  0
 4  0      0 8847876   7120 1931808    0    0     0    96 5395 7554  6 30 63  0  0  0
 8  0      0 8779296   7136 1999668    0    0     0    96 5808 7771  6 31 63  1  0  0
 6  0      0 8713040   7152 2065540    0    0     0    96 5731 7730  5 31 64  0  0  0
 4  0      0 8627360   7184 2132212    0    0     0   216 5477 7375  8 31 60  1  0  0
 5  0      0 8486008   7208 2199216    0    0     0   332 5910 7812  7 31 62  1  0  0
 9  0      0 8349596   7224 2264748    0    0     0    96 5249 7226  6 35 58  0  0  0
 4  0      0 8203264   7240 2334956    0    0     0    96 6201 8130  7 29 64  0  0  0
10  1      0 8073840   7384 2396604    0    0   128 66116 5471 7349 10 37 53  0  0  0
 3  0      0 8005416   7416 2464936    0    0     0 221956 4538 6922  6 48 44  2  0  0
 4  0      0 7951160   7440 2521884    0    0     0 421744 3500 5875  5 64 27  4  0  0
 4  0      0 7890068   7456 2580940    0    0     0 390432 3492 5709  7 61 30  2  0  0
 7  0      0 7823944   7472 2648288    0    0     0 22868 5496 7577  6 33 61  0  0  0
 1  0      0 7751140   7488 2717856    0    0     8    96 6280 8383  5 28 66  0  0  0
 4  0      0 7681904   7520 2786368    0    0     0   388 5706 7805  6 32 62  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 7611020   7544 2853884    0    0     0   240 5688 7708  6 31 63  1  0  0
 2  0      0 7542812   7560 2920880    0    0     0    96 5403 7329  6 33 61  0  0  0
 7  0      0 7432508   7576 2984596    0    0     0 202668 4793 6923  6 42 51  1  0  0
 2  0      0 7303876   7592 3046200    0    0     0 222156 4364 6578  7 49 43  1  0  0
 9  0      0 7162172   7624 3113012    0    0     0   380 5616 7580  6 33 60  1  0  0
 2  0      0 7020916   7640 3182600    0    0     0    96 6108 8107  6 28 66  0  0  0
 7  0      0 6890300   7664 3251340    0    0     0   184 5945 7914  6 32 61  0  0  0
 3  0      0 6819564   7680 3321376    0    0     0    96 6367 8224  5 28 66  1  0  0
 1  0      0 6752788   7696 3389272    0    0     0    96 6106 8183  7 29 64  0  0  0
 5  0      0 6648824   7728 3459404    0    0     0   220 6444 8425  6 29 65  1  0  0
 6  0      0 6571832   7744 3528008    0    0     0    96 5784 7728  6 34 60  0  0  0
 3  0      0 6503864   7768 3592680    0    0     0   196 5687 7606  6 33 60  1  0  0
 2  0      0 6432732   7784 3663424    0    0     0   104 6210 8236  6 27 66  0  0  0
 2  0      0 6363376   7800 3732188    0    0     0    96 6068 8073  6 30 64  0  0  0
 6  0      0 6294432   7832 3801548    0    0     0   224 6165 8131  6 30 63  1  0  0
 2  0      0 6226208   7848 3868876    0    0     0    96 5958 7875  5 29 66  0  0  0
 1  0      0 6158564   7872 3935272    0    0     0 41452 5692 7474  5 29 65  1  0  0
 3  0      0 6094768   7888 3998456    0    0     0 73856 5226 7159  6 39 54  1  0  0
 6  0      0 6031236   7904 4063464    0    0     0 65792 5380 7240  5 35 59  1  0  0
10  0      0 5922860   7936 4123396    0    0     0 236912 4314 6375  6 49 43  3  0  0
 9  0      0 5799584   7952 4182832    0    0     0 413500 3482 5615  7 63 29  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 5668564   7976 4245296    0    0     0 363632 4004 6423  7 55 36  2  0  0
 3  0      0 5522844   7992 4315160    0    0     0   128 6202 8076  7 28 65  0  0  0
 5  0      0 5386640   8008 4380436    0    0     0    96 5515 7416  6 33 60  0  0  0
 1  0      0 5311404   8040 4449972    0    0     0   232 6055 8120  5 30 63  1  0  0
 3  0      0 5242192   8056 4521260    0    0     0    96 6229 8314  5 31 63  0  0  0
 5  0      0 5172984   8080 4589884    0    0     0  7640 5944 7825  5 30 64  0  0  0
 2  0      0 5109404   8096 4653016    0    0     0 227392 4660 6865  7 42 50  1  0  0
 0  0      0 5040464   8112 4722396    0    0     0    96 5855 7933  6 31 63  0  0  0
 9  0      0 4973132   8176 4790272    0    0     0   444 5823 7772  9 32 58  1  0  0
11  0      0 4903076   8192 4859948    0    0     0    96 6223 8153  6 27 67  0  0  0
 3  0      0 4832408   8208 4928620    0    0     0    96 5885 7877  6 29 65  1  0  0
 6  0      0 4762548   8232 4997400    0    0     0   116 6355 8101  5 28 66  0  0  0
 4  0      0 4696856   8248 5064232    0    0     0    96 5874 7804  6 31 63  0  0  0
10  0      0 4630528   8280 5132220    0    0     0   216 5947 7680  6 31 63  1  0  0
 5  0      0 4556768   8296 5201936    0    0     0   228 6269 8188  6 30 64  0  0  0
 1  0      0 4485088   8312 5270880    0    0     0    96 5996 8046  5 29 65  0  0  0
