procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10877228   6088 293124    0    0   731 40624 3656   13  6 19 74  1  0  0
 1  0     12 10883932   6156 293192    0    0    36  8304 1498 1188  0  1 99  0  0  0
 1  0     12 10885884   6172 293200    0    0     0  8440  954  743  0  0 100  0  0  0
 1  0     12 10853696   6340 298952    0    0  6140  8644 5445 5474 12  8 78  2  0  0
 6  0     12 10380516   6364 400880    0    0   688  8284 6823 8669 34 27 38  1  0  0
12  0     12 9184400   6380 780980    0    0     0  8296 5519 9963 47 36 17  0  0  0
18  0     12 8254656   6412 1307284    0    0     0 69956 5646 12204 43 35 21  0  0  0
10  0     12 7687608   6460 1749500    0    0     0 484016 4383 9769 43 44 13  0  0  0
 8  0     12 7223636   6484 2033840    0    0     0 862644 3199 7092 29 53 16  2  0  0
 8  0     12 6659164   6500 2593288    0    0     0 45268 6374 11585 37 37 25  0  0  0
12  0     12 5974420   6532 2985012    0    0   160 340224 4732 8750 29 53 17  1  0  0
 3  1     12 5529804   6564 3328952    0    0     0 364840 4686 9573 36 46 16  2  0  0
 7  0     12 4930460   6580 3693168    0    0     0 393596 4851 9771 27 55 17  1  0  0
10  2     12 5383944   6604 3910924    0    0     0 446656 4005 6972 23 58 16  2  0  0
 9  0     12 5106568   6620 4186584    0    0     0 437668 3933 7518 25 59 15  2  0  0
 4  0     12 4547444   6636 4652012    0    0     0  4200 6403 11318 32 42 26  0  0  0
10  0     12 3996536   6668 4974044    0    0     0 336116 4653 8740 22 52 24  1  0  0
 9  1     12 3507916   6684 5259848    0    0     0 319632 4539 8063 24 55 21  1  0  0
 9  0     12 3503892   6708 5516960    0    0     0 362696 4587 7948 24 59 17  1  0  0
12  0     12 3074048   6724 5978080    0    0     0 594552 3842 10846 40 50 10  0  0  0
 9  0     12 2614924   6740 6491232    0    0     0 211956 5180 12223 39 43 17  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0     12 2023612   6772 6921348    0    0     0 401144 4252 10400 28 53 18  1  0  0
11  0     12 1634388   6788 7308520    0    0     0 406640 3968 9453 26 24 50  0  0  0
 8  0     12 1010980   6804 7623488    0    0     0 588516 4109 8449 30 52 17  1  0  0
 9  0     12 372852   6832 7992764    0    0     0 384392 4488 9533 33 51 16  1  0  0
 7  0     12 604120   5408 8192844    0    0  2020 184252 5039 12003 38 45 17  1  0  0
