procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10951736   6560 263184    0    0   360  1100 1203    2  1  4 95  0  0  0
 2  0      0 10955592   6592 263276    0    0     0  6256 1406 1188  0  1 98  1  0  0
 1  0      0 10959384   6616 263284    0    0     0   388 1248  813  0  1 99  0  0  0
 2  1      0 10889292   6772 269452    0    0  6364    72 6710 6613 15 11 72  3  0  0
 8  0      0 10853044   6796 273284    0    0   464    80 6856 9943 39 21 40  1  0  0
 9  0      0 10821572   6812 274644    0    0     0    96 5768 8062 26 27 47  0  0  0
 2  0      0 10811492   6844 276184    0    0     0   192 5502 7272 21 31 48  1  0  0
13  0      0 10782008   6868 277744    0    0     0   148 6708 7901 37 21 41  1  0  0
 6  0      0 10755296   6888 279364    0    0     4   232 5880 7435 41 20 38  1  0  0
 8  0      0 10734884   6904 280896    0    0     0  8168 6144 7408 42 24 33  1  0  0
 6  0      0 10722032   6936 282720    0    0   160   204 6985 8256 41 21 37  0  0  0
 2  0      0 10720016   6968 284228    0    0     0   208 5694 8113 22 37 40  1  0  0
 8  1      0 10715732   6992 285524    0    0     0   140 5265 7734 13 39 48  0  0  0
11  0      0 10711700   7008 286680    0    0     0   216 4777 7308 11 42 47  0  0  0
 7  0      0 10707668   7024 288000    0    0     0    96 4729 7278 14 42 43  0  0  0
 1  1      0 10701872   7348 289544    0    0   612   272 4482 7304 10 48 40  3  0  0
10  0      0 10680452   7376 290612    0    0     0   144 4484 6671 16 25 58  1  0  0
 4  0      0 10677176   7392 291868    0    0     0    92 5303 7554 20 36 44  0  0  0
 6  0      0 10673900   7408 293060    0    0     0    96 4702 7188  9 43 47  1  0  0
13  0      0 10660840   7424 294740    0    0     0    96 6398 8464 32 30 38  0  0  0
14  0      0 10654288   7456 296016    0    0     0   192 5019 7632 18 38 43  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 10639420   7480 297196    0    0     0   148 5158 7729 20 37 43  0  0  0
 0  0      0 10633372   7496 298732    0    0     0    96 5567 7933 19 34 47  0  0  0
 5  0      0 10631608   7516 299868    0    0     4   204 4422 7058  5 41 53  1  0  0
 6  0      0 10614752   7532 301324    0    0     0   108 5507 8479 21 29 50  0  0  0
 7  0      0 10613996   7700 302688    0    0   136   204 4471 7614  7 35 57  1  0  0
 9  0      0 10601144   7724 303700    0    0     0   124 4241 6889  7 28 65  1  0  0
 6  0      0 10601860   7740 305004    0    0     0    96 4718 7698  5 34 60  1  0  0
 5  0      0 10602140   7756 306280    0    0     0    96 4802 7624  4 38 57  0  0  0
 5  0      0 10584912   7772 307804    0    0     0   116 5453 8440  9 33 57  0  0  0
 5  0      0 10584156   7804 308880    0    0     0 11164 4260 7281  3 40 55  1  0  0
 7  0      0 10584860   7828 310188    0    0     0   128 4795 7826  6 37 56  1  0  0
 4  0      0 10584284   7844 311608    0    0     0    96 5022 7883  9 35 55  0  0  0
 2  0      0 10592320   7860 312484    0    0     0    96 4124 6961  3 40 56  1  0  0
 2  0      0 10591748   7876 313988    0    0     0   176 4498 7479  3 39 58  1  0  0
 2  2      0 10590992   7900 315244    0    0     0  9276 4436 7359  3 41 55  1  0  0
 4  0      0 10590488   7932 316368    0    0     0 12664 4048 6954  3 44 51  3  0  0
11  0      0 10589732   7948 317840    0    0     0    96 4830 7760  3 38 59  1  0  0
11  0      0 10589228   7964 318884    0    0     0    96 4414 7194  3 40 56  0  0  0
 6  0      0 10588472   7980 320232    0    0     0   112 4376 7426  4 40 56  1  0  0
 6  0      0 10587212   8012 321480    0    0     8   200 4272 7312  5 43 51  1  0  0
 2  0      0 10585952   8036 322476    0    0     0  1688 4815 7818  3 38 59  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 10585700   8052 324028    0    0     0    96 4234 7180  3 41 55  1  0  0
11  0      0 10583684   8068 325380    0    0     0    96 4604 7615  2 37 60  0  0  0
 6  0      0 10583432   8084 326460    0    0     0    96 4712 7673  2 39 58  1  0  0
 6  0      0 10582928   8116 327924    0    0     0   208 4193 7165  3 40 56  1  0  0
 2  0      0 10582172   8140 329164    0    0     0   224 4205 7076  2 44 53  1  0  0
 7  0      0 10581668   8156 330416    0    0     0    96 4787 7786  3 36 60  1  0  0
 2  0      0 10580660   8172 331780    0    0     0    96 4896 7919  3 35 61  1  0  0
 3  0      0 10579652   8188 333032    0    0     0   104 4252 7033  3 40 57  0  0  0
 5  0      0 10579148   8220 334056    0    0     0   204 4239 7125  3 41 54  2  0  0
 3  0      0 10578140   8244 335592    0    0     0   124 5064 8033  3 36 61  0  0  0
 0  0      0 10577384   8260 336952    0    0     0    92 4891 7824  2 38 59  1  0  0
 7  0      0 10576628   8276 338264    0    0     0   108 4710 7622  2 37 60  1  0  0
 3  0      0 10575620   8292 339524    0    0     0   104 4564 7600  4 40 56  0  0  0
 4  0      0 10574612   8316 340788    0    0     0   172 4610 7535  3 41 55  1  0  0
 1  0      0 10573856   8332 342096    0    0     0   152 4866 7807  3 39 58  1  0  0
 4  0      0 10572344   8356 343464    0    0     0   116 4816 7629  3 39 57  1  0  0
 8  0      0 10571336   8372 344776    0    0     0    96 4629 7644  3 38 59  0  0  0
 6  0      0 10570076   8388 346032    0    0     0   192 4517 7479  2 39 58  1  0  0
 8  0      0 10569320   8420 347284    0    0     0   196 4032 7018  3 44 52  1  0  0
 3  1      0 10568312   8440 348424    0    0     0  8288 4227 6985  3 42 55  0  0  0
 3  0      0 10566800   8472 349724    0    0     0  1912 4586 7471  2 39 57  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 10565792   8488 350968    0    0     0    96 4288 7266  2 41 57  0  0  0
