procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10929144   6104 292812    0    0   434 28028 4025   16  7 23 70  1  0  0
 0  0     12 10931424   6172 292888    0    0    36  6256 1298 1113  0  1 99  1  0  0
 2  0     12 10933844   6204 292920    0    0     8  8736 1387  914  0  1 98  1  0  0
 1  1     12 10867076   6360 299084    0    0  6388  6180 6425 5849 16 10 71  3  0  0
13  0     12 10309832   6384 457084    0    0   440  6236 6321 9115 35 30 34  1  0  0
10  0     12 9251832   6400 826416    0    0     0  6248 5362 10130 41 30 29  0  0  0
 6  0     12 8814400   6432 1163652    0    0     0  6356 6705 9168 37 26 37  0  0  0
23  0     12 8461768   6460 1456400    0    0     0 236368 5227 7735 38 36 25  1  0  0
 6  0     12 8125216   6516 1746412    0    0     0 588012 3814 7286 31 55 13  1  0  0
 8  0     12 7784248   6532 2089860    0    0     0 297164 4941 7653 30 45 24  1  0  0
 7  1     12 7437188   6548 2433640    0    0     0 61544 6844 8369 32 33 35  0  0  0
 8  0     12 7034688   6612 2746412    0    0   160 354720 5359 9025 31 47 20  2  0  0
10  0     12 6443992   6640 3043376    0    0     0 268628 5658 8426 26 47 26  1  0  0
 8  0     12 6136324   6928 3277940    0    0   272 637324 3675 6994 21 50 28  1  0  0
16  0     12 5789496   6944 3606704    0    0     0 302532 4570 8185 21 43 35  1  0  0
 3  0     12 5450600   6960 3947524    0    0     0  6248 6684 9710 32 37 31  0  0  0
10  0     12 5123312   6992 4272332    0    0     0 276704 5047 8492 24 50 25  1  0  0
 7  0     12 4819256   7016 4572956    0    0     0 366788 4609 8297 24 54 20  2  0  0
10  0     12 4549428   7032 4849684    0    0     0 506380 4057 7485 21 59 19  2  0  0
 4  0     12 4198908   7048 5196244    0    0     0 251604 5393 8823 25 51 23  1  0  0
 7  0     12 3859944   7064 5533756    0    0     0 154020 5930 9490 26 46 27  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0     12 3532604   7088 5843016    0    0     0 296360 4630 8589 33 32 34  1  0  0
 7  0     12 3219272   7112 6153840    0    0     0 355876 4637 8936 39 36 24  0  0  0
13  0     12 2936920   7128 6440768    0    0     0 367088 4584 8212 26 53 20  1  0  0
 9  0     12 2629032   7144 6754500    0    0     0 492236 4020 8241 24 57 18  0  0  0
