procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10904424   6420 292452    0    0   439 25861 4052   16  7 23 69  1  0  0
 1  0     12 10905832   6488 292544    0    0    36   104 1470 1129  0  1 99  0  0  0
 1  0     12 10899900   6504 292544    0    0     0   216 1283  863  0  1 99  0  0  0
 3  1     12 10852076   6668 298716    0    0  6368    96 5926 5326 15 11 72  3  0  0
13  1     12 10610492   7500 374808    0    0  1360  3916 5914 11154 44 30 24  3  0  0
 6  0     12 10396664   8440 515908    0    0   140  5184 6133 13093 48 37 13  2  0  0
 6  0     12 10167752   8472 695376    0    0    80   228 7698 11724 46 31 23  0  0  0
11  0     12 9992644   8488 865044    0    0     0    96 7494 11162 45 29 26  0  0  0
 7  0     12 9832936   8512 995216    0    0     0   124 5572 8520 29 26 44  0  0  0
 6  0     12 9556216   8528 1149700    0    0    64   100 6661 13085 46 30 23  0  0  0
 6  0     12 9306908   8544 1308256    0    0     0    96 6887 12643 43 30 28  0  0  0
 9  0     12 9127680   8728 1450188    0    0   288 99540 6184 11225 29 45 26  1  0  0
 8  0     12 8983344   8768 1573476    0    0     0 107360 5502 10432 23 41 36  0  0  0
11  0     12 8854468   8800 1694436    0    0     0 278996 4828 10436 29 53 18  1  0  0
15  0     12 8695328   8828 1786904    0    0    56 586012 3362 8300 22 56 20  2  0  0
12  0     12 8390816   8844 1914532    0    0     0 272624 5959 11508 32 33 35  0  0  0
 6  0     12 8222232   8876 2062800    0    0     0   228 6396 12465 30 38 32  0  0  0
 8  0     12 8080908   8892 2203360    0    0     0   188 6523 11485 21 43 35  1  0  0
13  0     12 7862816   8908 2350252    0    0     0    96 6669 11730 25 41 33  0  0  0
10  0     12 7537168   8932 2517120    0    0     0   128 7399 12946 23 48 28  0  0  0
 6  1     12 7403336   8948 2647116    0    0     0 217208 5163 10821 21 57 22  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  1     12 7296784   8980 2755956    0    0     0 393540 3573 9115 15 67 15  2  0  0
 8  0     12 7157116   8996 2889048    0    0     0 234608 5308 11030 21 56 23  0  0  0
 6  0     12 6853304   9012 3052740    0    0     0   152 7344 13135 22 49 29  0  0  0
10  0     12 6587296   9036 3210788    0    0     0   136 7339 12765 22 49 29  0  0  0
 9  0     12 6330420   9052 3374908    0    0     0    96 7472 12811 23 49 27  0  0  0
 8  0     12 6171708   9092 3529344    0    0     8  9816 6667 12353 25 50 26  0  0  0
 6  0     12 6026608   9108 3677156    0    0     0 150800 6152 11605 19 54 26  0  0  0
 5  0     12 5886728   9124 3811488    0    0     0 147588 5705 11217 20 55 25  0  0  0
 8  0     12 5682580   9148 3953536    0    0     0 204960 5892 11513 22 55 23  1  0  0
10  0     12 5381236   9164 4098472    0    0     0 106636 6302 11200 20 55 25  0  0  0
 8  0     12 5086800   9196 4243296    0    0     0 164132 6005 11361 25 53 21  1  0  0
 8  0     12 4873368   9340 4372780    0    0   128 364124 4792 10140 20 63 16  1  0  0
 9  0     12 4762216   9356 4484400    0    0     0 467484 3560 8856 19 65 15  1  0  0
 9  0     12 4598032   9380 4642476    0    0     0 102808 6483 12452 24 50 25  1  0  0
 6  0     12 4442060   9396 4794700    0    0     0    96 7204 12660 20 47 34  0  0  0
