procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 10896080   4996 290800    0    0   466 16579 4167   17  6 25 68  1  0  0
 2  0     12 10899520   5040 290892    0    0    44    44 1351 1110  0  1 99  0  0  0
 0  0     12 10900620   5040 290892    0    0     0    16 1042  677  0  0 99  0  0  0
 2  0     12 10842092   5192 296996    0    0  6216   520 6894 6692 14 12 72  3  0  0
19  0     12 10673660   5192 351180    0    0  1516  2872 6150 10519 43 31 23  3  0  0
13  0     12 10459284   5192 461164    0    0     0  6412 5913 11585 46 42 10  2  0  0
 6  0     12 10322088   5192 574132    0    0   224  2420 6793 10266 41 30 28  1  0  0
 6  0     12 10201644   5192 684492    0    0     0    16 7077 8503 40 25 35  0  0  0
 8  0     12 10073268   5200 798104    0    0     0   492 7190 8841 38 26 36  0  0  0
 7  0     12 9949432   5200 886328    0    0    64    16 5251 8478 35 25 39  0  0  0
22  0     12 9758492   5200 993416    0    0    40    20 6938 10804 41 28 30  0  0  0
11  0     12 9614748   5200 1098396    0    0   112   896 6960 11093 39 33 28  0  0  0
 9  0     12 9408288   5200 1199864    0    0     0    16 7156 10938 32 34 34  0  0  0
10  0     12 9301400   5208 1298604    0    0     0   212 6626 10388 30 37 33  0  0  0
 4  0     12 9145992   5208 1388016    0    0    56 65760 5030 8979 24 45 31  1  0  0
14  0     12 9041040   5208 1490196    0    0     0 94412 6172 10632 39 38 23  0  0  0
 9  0     12 8837332   5208 1599092    0    0     0 134380 6697 11556 46 36 17  1  0  0
 9  0     12 8647500   5208 1694796    0    0     0 94288 5976 10260 30 39 31  0  0  0
 8  0     12 8425192   5216 1795592    0    0     0 147664 6126 10529 29 47 23  0  0  0
11  0     12 8263388   5216 1868044    0    0     0 435600 3995 7563 20 45 34  1  0  0
 6  0     12 8068464   5216 1959080    0    0     0 288780 4855 8959 18 58 23  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0     12 7881740   5216 2054280    0    0     0 230164 5088 9376 17 59 22  2  0  0
 4  0     12 7782472   5216 2157380    0    0     0    16 6831 10423 22 42 36  0  0  0
 7  0     12 7679876   5224 2258896    0    0     0   168 6687 10327 21 45 34  0  0  0
 8  0     12 7591500   5224 2354560    0    0     0    16 6383 10083 18 44 38  0  0  0
12  0     12 7488568   5224 2452832    0    0     0    20 6411 10099 17 46 37  0  0  0
10  0     12 7308044   5224 2558320    0    0     4  1296 7199 10780 21 44 35  0  0  0
 5  0     12 7212540   5224 2649920    0    0     0    16 5693 9353 16 44 40  0  0  0
 5  0     12 7040408   5232 2752076    0    0     0   128 6726 10054 19 49 32  0  0  0
 8  0     12 6902392   5232 2851416    0    0     0 98324 6100 10095 21 51 28  0  0  0
 3  0     12 6810716   5232 2942928    0    0     0 131120 5746 9305 18 49 32  1  0  0
 3  0     12 6712380   5232 3041544    0    0     0 99968 5850 10046 13 48 37  1  0  0
 8  0     12 6617120   5232 3137348    0    0     0 167008 5342 9811 13 51 35  1  0  0
 2  0     12 6514244   5240 3238412    0    0     0 80576 6132 10543 15 47 37  1  0  0
 5  0     12 6406892   5240 3343092    0    0     0 41016 6946 11462 18 41 42  0  0  0
 7  0     12 6311912   5240 3441308    0    0     0 82012 5712 9954 15 49 36  0  0  0
 6  0     12 6202916   5240 3538520    0    0     0 84076 6215 10349 16 44 39  1  0  0
 7  0     12 6104728   5240 3637308    0    0     0 132560 5825 10277 14 51 35  0  0  0
18  0     12 6012312   5248 3731464    0    0     0 300976 4708 9087 13 58 28  1  0  0
 7  0     12 5928868   5248 3812644    0    0     0 310236 4326 8609 12 55 33  0  0  0
 7  2     12 5842336   5248 3899604    0    0     8 267076 4328 8800 11 59 28  2  0  0
 1  0     12 5737176   5248 4005352    0    0     0  3620 6940 11173 15 42 42  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0     12 5620980   5248 4114832    0    0     0    16 7260 11752 24 38 38  0  0  0
 5  0     12 5516936   5256 4217420    0    0     0    68 6411 10556 15 44 41  0  0  0
 4  0     12 5411668   5264 4324932    0    0     8   112 6890 11112 20 41 39  0  0  0
 6  0     12 5314692   5264 4421116    0    0     0    16 6043 10158 13 44 43  0  0  0
 1  0     12 5211236   5264 4524624    0    0     4   736 7116 11271 13 40 46  1  0  0
 8  0     12 5117664   5264 4619536    0    0     0 73744 5829 9917 12 48 40  0  0  0
 4  0     12 4929184   5272 4716680    0    0     0 110668 5771 9756 14 49 36  0  0  0
 4  0     12 4834620   5272 4813776    0    0     0 101164 5944 10322 13 49 38  0  0  0
16  0     12 4735652   5272 4914376    0    0     0 96524 6251 10432 15 48 37  0  0  0
