procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10926452   4840 288328    0    0   459  1937 3337   12  4 17 78  1  0  0
 5  0      0 10931984   4876 288424    0    0    36    44 1293 1013  0  0 99  0  0  0
 8  0      0 10920304   5028 289044    0    0   872   116 1672 1327  1  2 97  0  0  0
 2  1      0 10853200   5028 295064    0    0  5916   284 6675 6476 15 13 68  3  0  0
16  0      0 10804128   5028 299280    0    0   936  1828 5517 9224 44 33 21  2  0  0
 5  0      0 10784472   5028 301644    0    0     0  2636 6026 11181 41 42 14  4  0  0
14  0      0 10727100   5028 304096    0    0   220  2316 6018 10341 42 35 18  4  0  0
 5  0      0 10702404   5040 305432    0    0     0   116 4509 6011 19 23 58  0  0  0
 2  0      0 10693864   5040 306944    0    0     0    16 5649 7331 24 29 47  0  0  0
 3  0      0 10658676   5044 308472    0    0     0   300 6548 7604 40 22 38  0  0  0
 8  0      0 10649352   5044 310248    0    0   216   184 6276 9942 40 30 30  1  0  0
39  0      0 10625664   5044 311788    0    0     0    16 6361 10398 31 24 44  0  0  0
10  0      0 10599960   5056 312852    0    0     0    88 4602 7352 19 25 56  0  0  0
14  0      0 10593156   5064 314456    0    0     8    16 6096 9274 30 37 33  0  0  0
11  0      0 10586856   5064 315904    0    0     0    16 6763 9810 32 28 40  0  0  0
13  0      0 10587148   5064 317448    0    0    56   104 5941 8897 29 28 43  0  0  0
 8  0      0 10586992   5064 318936    0    0     0    16 6355 9826 32 31 37  0  0  0
14  0      0 10571620   5072 320320    0    0     0    36 6211 9518 39 25 36  0  0  0
14  0      0 10567220   5072 321760    0    0     0    16 5887 9295 27 32 40  0  0  0
13  0      0 10560316   5072 323124    0    0     0    16 6273 9448 29 31 40  0  0  0
 8  0      0 10561012   5072 324492    0    0     0   116 5041 8473 12 47 41  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 10560836   5072 325804    0    0     0    16 5232 8435 16 43 41  0  0  0
13  0      0 10554564   5076 327400    0    0     0    32 7181 10352 37 30 33  0  0  0
 5  0      0 10553556   5080 328684    0    0     0   140 4881 8125  7 49 44  0  0  0
 5  0      0 10551288   5080 330024    0    0     0    16 5455 8872 16 42 42  0  0  0
11  0      0 10547760   5080 331208    0    0     0   128 5201 8696 15 45 40  0  0  0
10  0      0 10547256   5080 332636    0    0     0    16 4942 8325 10 45 45  0  0  0
 8  1      0 10547332   5088 333932    0    0     0    36 5362 8636 16 42 42  0  0  0
11  0      0 10547316   5088 335472    0    0     4    20 5875 9573 15 35 50  0  0  0
 3  0      0 10547552   5088 336708    0    0     0    20 4922 8684  9 43 48  0  0  0
12  0      0 10546544   5088 337884    0    0     0   164 4817 8526  7 45 48  0  0  0
 6  0      0 10545032   5088 339072    0    0     0    16 4517 8077  5 43 52  0  0  0
 3  0      0 10544024   5088 340524    0    0     0    16 5194 8968  6 41 53  0  0  0
 5  0      0 10543520   5096 341920    0    0     0    44 5046 8834  9 42 49  0  0  0
 9  0      0 10542008   5096 343288    0    0     0    16 4784 8485  6 43 51  0  0  0
 7  0      0 10541000   5096 344604    0    0     0   144 4937 8798  5 45 49  1  0  0
 6  0      0 10539992   5096 345880    0    0     0    16 5444 9188  6 41 53  0  0  0
 2  0      0 10538480   5096 347348    0    0     0    16 5272 9010 12 41 46  0  0  0
12  0      0 10536716   5104 348588    0    0     0    44 4729 7780  6 25 69  0  0  0
 9  0      0 10535708   5104 349748    0    0     0    16 5369 9117 14 39 47  0  0  0
 4  0      0 10534700   5104 351088    0    0     8   420 4731 8422  6 47 47  0  0  0
10  0      0 10533944   5104 352016    0    0     0    16 4585 8050  5 46 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0 10532684   5112 353528    0    0     0    64 5042 8814  5 43 52  0  0  0
 7  0      0 10531676   5112 354440    0    0     0    16 4929 8627  9 41 51  0  0  0
 7  0      0 10530668   5112 356132    0    0     0    16 5052 8812  8 40 51  0  0  0
 9  0      0 10528904   5112 357304    0    0     0   140 5032 8681  4 47 49  0  0  0
 9  0      0 10527896   5112 358628    0    0     0    16 4953 8556  7 42 51  0  0  0
 3  1      0 10526888   5120 359968    0    0     0    44 4936 8485  6 41 53  0  0  0
 9  0      0 10525628   5120 361372    0    0     0    52 4709 8248  4 44 52  0  0  0
11  0      0 10524740   5248 362440    0    0   128    16 4695 8325  4 44 51  0  0  0
 7  0      0 10522472   5248 363772    0    0     0   148 4732 8435  5 40 54  0  0  0
10  0      0 10521464   5248 365100    0    0     0    16 5154 8718  4 47 50  0  0  0
 9  1      0 10520204   5256 366188    0    0     0    60 4847 8428  4 41 54  0  0  0
 5  0      0 10518692   5256 367748    0    0     0    20 4912 8412  4 45 50  0  0  0
 3  0      0 10517432   5256 369128    0    0     0    16 5369 9142 10 39 51  0  0  0
 2  0      0 10516424   5256 370156    0    0     0   156 4432 8205  4 41 54  1  0  0
 5  0      0 10514660   5256 371560    0    0     0    16 5006 8659  5 42 53  0  0  0
 6  1      0 10514156   5264 372696    0    0     0    36 5217 8793  8 42 49  0  0  0
 8  0      0 10512896   5264 374148    0    0     0    44 4913 8380  5 43 52  0  0  0
11  0      0 10511384   5264 375264    0    0     0    16 4743 8481  4 44 52  0  0  0
 4  0      0 10509368   5264 376748    0    0     0   136 5036 8662  4 42 54  0  0  0
 2  0      0 10508612   5264 377764    0    0     0    24 4438 8131  4 47 48  1  0  0
 9  0      0 10507604   5264 379184    0    0     0    16 5508 9141  4 40 55  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 10505588   5272 380320    0    0     0    36 4795 8328  4 45 51  0  0  0
 8  0      0 10504580   5272 381696    0    0     0    16 4809 8483  4 45 51  0  0  0
 8  0      0 10503572   5272 382740    0    0     0   132 4439 8205  4 44 51  1  0  0
 9  0      0 10502060   5272 384084    0    0     0    16 4783 8292  5 43 52  0  0  0
 3  0      0 10501052   5272 385648    0    0     0    16 5070 8865  4 42 54  0  0  0
 8  0      0 10499036   5280 386728    0    0     0    36 4643 7986  6 45 49  0  0  0
 8  0      0 10498028   5280 387776    0    0     0    24 4834 8479  4 42 54  0  0  0
 1  0      0 10496264   5280 389280    0    0     0   300 4624 8357  5 44 51  1  0  0
 5  0      0 10495256   5280 390516    0    0     0    16 5303 8939  5 42 53  0  0  0
 8  0      0 10493744   5280 391936    0    0     0    16 5258 8866  4 43 53  0  0  0
11  0      0 10492232   5288 393064    0    0     0    40 5157 8920  6 42 51  0  0  0
 2  0      0 10491728   5288 394432    0    0     0    16 4851 8631  5 43 52  0  0  0
 3  0      0 10490972   5288 395640    0    0     0   200 4769 8438  4 47 49  0  0  0
 9  0      0 10488704   5288 396788    0    0     0    16 4220 7788  3 46 51  0  0  0
 6  0      0 10487696   5288 398332    0    0     0    16 5312 8972  5 40 54  1  0  0
 5  0      0 10485932   5296 399556    0    0     0    44 4748 8345  4 44 52  0  0  0
 5  0      0 10484924   5296 400684    0    0     0   160 4557 8156  4 48 47  1  0  0
 3  0      0 10483916   5296 402080    0    0     4   300 4773 8401  5 44 51  0  0  0
 5  0      0 10482908   5296 403408    0    0     0    16 4924 8648  4 43 53  0  0  0
 8  0      0 10480640   5296 404476    0    0     0    20 5005 8560  3 44 53  0  0  0
 3  0      0 10470560   5304 405608    0    0     0    60 4946 8500  7 44 49  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 10455944   5304 407216    0    0     0    16 4901 8306  3 43 54  0  0  0
12  0      0 10442840   5304 408388    0    0     0   136 4561 8105  4 48 48  0  0  0
11  0      0 10423184   5304 409556    0    0     0    16 4492 7945  4 44 51  0  0  0
13  0      0 10406048   5304 410884    0    0     0    16 4913 8558  3 44 52  0  0  0
 8  1      0 10405796   5312 412340    0    0     0    36 5161 8961  4 45 51  0  0  0
 4  0      0 10406292   5312 413512    0    0     0    16 4937 8698  3 44 53  0  0  0
 7  0      0 10406448   5312 414796    0    0     0   160 4954 8683  4 44 51  0  0  0
11  0      0 10405440   5312 416016    0    0     0    16 4636 8378  3 46 50  0  0  0
 7  0      0 10404896   5312 417104    0    0     0    16 4597 8251  3 46 50  0  0  0
 3  1      0 10405272   5320 418588    0    0     0    76 4937 8512  4 41 54  0  0  0
 7  0      0 10404516   5320 419764    0    0     0    16 5289 9100  4 42 54  0  0  0
 2  0      0 10403256   5320 421156    0    0     0   128 5174 8890  3 44 52  1  0  0
 1  0      0 10402500   5320 422520    0    0     0    16 4952 8527  4 45 51  0  0  0
 7  0      0 10401744   5320 423760    0    0     0    16 4736 8389  4 44 52  0  0  0
 6  0      0 10400232   5320 425068    0    0     0    16 4935 8551  4 46 50  0  0  0
 8  0      0 10399476   5328 426188    0    0     0    32 4582 8353  5 47 48  1  0  0
 9  0      0 10397964   5328 427560    0    0     0   164 5074 8716  5 44 52  0  0  0
