procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10882812   6028 292680    0    0   612 37144 3786   14  6 20 73  1  0  0
 1  0     12 10887152   6096 292752    0    0    36   104 1600 1214  1  1 99  0  0  0
 1  0     12 10893168   6620 292956    0    0   684   440 1766 1005  0  1 98  1  0  0
 4  0     12 10867212   6776 298996    0    0  6140    32 7245 6417 15 10 73  2  0  0
 8  1     12 10547580   7276 335840    0    0  1588  1904 6091 7878 39 34 24  3  0  0
14  1     12 9715312   8380 611592    0    0     0  4764 5960 12637 46 44  8  1  0  0
10  0     12 8768144   8596 1042544    0    0   220   924 4835 11741 51 37 11  0  0  0
10  0     12 8067848   8652 1491268    0    0     0 263492 5091 10456 39 39 21  0  0  0
 9  0     12 7579224   8712 1763080    0    0     0 729964 3278 6621 33 54 12  2  0  0
15  0     12 6812348   8728 2302408    0    0    64 172176 4522 13115 45 42 13  0  0  0
 9  0     12 6410772   8744 2673256    0    0     0 303244 4887 10119 38 44 18  0  0  0
16  0     12 5920448   8808 3017728    0    0   152 381460 4378 11166 34 47 18  1  0  0
15  1     12 5274144   8824 3342612    0    0     0 270660 4928 10679 33 50 16  1  0  0
 8  0     12 4783832   8848 3540824    0    0     0 598456 3616 7619 24 62 12  2  0  0
10  1     12 4767128   8868 3719860    0    0    56 272736 4226 7377 26 61 12  0  0  0
 6  0     12 4113760   8876 4234096    0    0     0 86064 6177 14812 41 40 18  0  0  0
 6  0     12 3628476   8908 4626332    0    0     0 350220 4834 12193 34 50 16  0  0  0
 8  0     12 3259332   8924 4995292    0    0     0 365572 4535 12179 33 52 15  1  0  0
11  0     12 3027660   8948 5224684    0    0     0 544460 3709 8646 25 65 10  0  0  0
 9  0     12 2626408   8964 5615440    0    0     0 281188 4586 13103 44 43 12  0  0  0
12  0     12 2089824   8980 6126572    0    0     0 285248 4266 15611 48 35 17  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
29  0     12 1681440   9012 6536128    0    0     0 567748 4394 12663 33 46 20  1  0  0
18  2     12 1264948   9168 6951048    0    0   248 291872 4707 13464 43 41 15  1  0  0
12  0     12 889764   9324 7318080    0    0   672 605608 3792 12237 39 50 10  0  0  0
11  0     12 873852   9340 7518288    0    0     0 297940 4777 8315 24 65 11  1  0  0
