procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0     12 10913236   4996 290600    0    0   465 13862 4148   17  6 25 68  1  0  0
 1  0     12 10916888   5032 290668    0    0    36    44 1459 1184  0  1 99  0  0  0
 6  0     12 10917720   5040 290684    0    0     0   372 1335  841  0  1 99  0  0  0
 5  0     12 10858672   5180 297348    0    0  6748    16 6821 6581 15 11 71  3  0  0
 7  0     12 10589636   5180 400660    0    0    80    24 7029 11196 46 25 29  0  0  0
 9  0     12 10426984   5180 523704    0    0     0    16 7803 10362 42 24 34  0  0  0
11  0     12 10282632   5180 642188    0    0     0   404 7492 9232 42 27 31  0  0  0
 5  0     12 10162068   5188 755800    0    0     0    72 7234 8563 42 22 37  0  0  0
 7  0     12 10031612   5188 872980    0    0     0   260 7629 8951 31 30 39  0  0  0
 6  0     12 9903244   5188 986596    0    0     0    16 7174 8517 43 23 34  0  0  0
 8  0     12 9765936   5188 1093116    0    0     0    16 6714 7862 20 32 48  0  0  0
11  0     12 9631176   5188 1196644    0    0   160   956 6559 9125 25 37 37  1  0  0
 7  0     12 9455592   5196 1297944    0    0     0    72 6315 8799 21 38 40  0  0  0
15  0     12 9302236   5196 1392392    0    0     0 45608 5610 7916 16 45 38  1  0  0
 4  1     12 9223412   5196 1490204    0    0     0 95820 5486 8323 16 50 34  0  0  0
 8  0     12 9135964   5196 1567340    0    0     0 109896 4537 6525 21 26 53  1  0  0
 0  0     12 9043596   5196 1657356    0    0     0 79324 5268 7707 17 45 37  1  0  0
 8  0     12 8947432   5204 1752960    0    0     0 82028 5745 8152 16 46 37  1  0  0
 7  0     12 8857356   5204 1840248    0    0     0 241764 4847 7420 17 48 35  0  0  0
10  0     12 8718524   5204 1932368    0    0     0 246280 4894 7613 10 61 27  1  0  0
 4  0     12 8541200   5204 2013728    0    0     0 364560 4502 6884 17 45 37  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0     12 8362572   5204 2108048    0    0     4 129920 5060 7849 17 47 34  1  0  0
 6  0     12 8268548   5212 2204800    0    0     0    40 5878 8155 11 45 44  0  0  0
 5  0     12 8173428   5212 2299808    0    0     0   112 5814 8094 14 42 43  1  0  0
 4  0     12 8074672   5212 2395364    0    0     0    20 5758 8067 14 43 43  0  0  0
 6  0     12 7982272   5212 2489052    0    0     0    24 5334 7916 15 43 42  0  0  0
 0  0     12 7817508   5212 2588068    0    0     0   952 5532 8351 10 42 48  0  0  0
11  0     12 7598284   5212 2691516    0    0     0    16 6262 9187  9 37 54  0  0  0
 4  0     12 7404636   5220 2785652    0    0     0 98376 5540 8183  9 45 45  0  0  0
 3  0     12 7211848   5220 2881448    0    0     0 98320 5584 8371  9 46 45  0  0  0
 5  0     12 7003312   5220 2979884    0    0     0 131344 5568 8228  9 47 44  1  0  0
 4  0     12 6800216   5220 3076464    0    0     0 104108 5618 8457 12 43 44  1  0  0
 6  0     12 6608608   5220 3166912    0    0     0 259816 4604 7389  9 56 35  1  0  0
 2  0     12 6462584   5228 3263020    0    0     0 102540 5399 8407  9 43 47  1  0  0
 2  0     12 6366484   5228 3361520    0    0     0    16 5592 8530 10 40 50  0  0  0
 8  0     12 6266948   5228 3461420    0    0     0 38200 5578 8517  9 43 47  0  0  0
 4  0     12 6171468   5228 3556336    0    0     0 97688 5529 8483  8 44 47  1  0  0
 9  0     12 6077352   5236 3650856    0    0     0 218912 4881 8018  9 51 40  1  0  0
 7  0     12 5985096   5236 3739688    0    0     0 207468 4467 7240  9 54 36  0  0  0
 3  0     12 5884720   5240 3837800    0    0     4   184 5688 8614 10 40 50  0  0  0
 6  0     12 5793900   5240 3930164    0    0     8    16 5494 8397  9 41 50  0  0  0
 7  0     12 5695456   5240 4025696    0    0     4 49232 5470 8301 10 40 49  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
12  1     12 5607584   5248 4113912    0    0     0 230656 4793 7680  8 42 49  1  0  0
11  0     12 5522248   5248 4202376    0    0     0 247524 4502 7495  9 55 35  1  0  0
10  0     12 5430708   5248 4293748    0    0     0 271004 4602 7593  8 57 34  1  0  0
 7  0     12 5342016   5248 4381344    0    0     0 192888 4793 7668  8 51 41  1  0  0
 6  0     12 5189772   5248 4480744    0    0     0  3408 6143 8885  8 37 55  1  0  0
 9  0     12 5090232   5248 4583956    0    0     0    16 6266 9158  9 36 55  0  0  0
 3  0     12 4988180   5256 4684176    0    0     0    72 5988 8939  9 38 53  0  0  0
 1  0     12 4885284   5256 4783336    0    0     0    92 5908 8720  9 38 53  0  0  0
 3  5     12 4783528   5512 4885144    0    0   256   704 5961 8978  9 39 51  0  0  0
 4  0     12 4683596   5512 4984340    0    0     0    20 5865 8673 12 37 51  0  0  0
 7  0     12 4583600   5512 5084516    0    0     0 99616 5904 8774  9 42 48  1  0  0
 4  0     12 4484532   5520 5184328    0    0     0 98368 5948 8843  9 39 52  0  0  0
 2  0     12 4390932   5520 5278228    0    0     0 95400 5260 8113  8 44 47  1  0  0
10  0     12 4295444   5744 5372148    0    0   236 117244 5095 8131  9 50 40  1  0  0
 8  0     12 4203932   5744 5464348    0    0     0 160944 5202 8033  8 47 43  1  0  0
 7  0     12 4114828   5744 5551756    0    0     0 254656 4435 7250  8 56 35  1  0  0
 2  0     12 4025164   5752 5641852    0    0     0 115692 4669 7606  8 48 43  1  0  0
 4  0     12 3925512   5752 5740484    0    0     0    16 5724 8734  9 39 52  0  0  0
 2  5     12 3827744   5752 5837228    0    0     4  2264 5589 8429  9 41 49  1  0  0
 7  0     12 3722648   5752 5943744    0    0     0 14108 6254 9351  9 36 54  0  0  0
 5  0     12 3623588   5752 6042764    0    0     0 110308 5367 8412  9 43 48  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
13  0     12 3526252   5760 6139944    0    0     0 89568 5204 8137  9 46 44  1  0  0
 3  0     12 3430664   5760 6236100    0    0     0 107672 5497 8401  9 44 45  1  0  0
 2  0     12 3330060   5760 6335388    0    0     0 84100 5484 8480  9 47 43  1  0  0
12  0     12 3234336   5760 6430084    0    0     0 90128 5300 8207  7 43 50  0  0  0
10  0     12 3138916   5760 6524184    0    0     0 254036 4881 7969  9 55 36  1  0  0
 6  0     12 3045328   5768 6619612    0    0     0 130780 5221 8207  9 45 45  1  0  0
11  0     12 2947920   5768 6718652    0    0     0    16 5643 8505  9 40 51  0  0  0
 3  0     12 2852100   5768 6814756    0    0     0  2332 5514 8554  9 39 51  1  0  0
 8  0     12 2757728   5768 6907848    0    0     0 98468 4965 7753 10 48 41  1  0  0
12  0     12 2669004   5768 6995264    0    0     0 218424 4642 7465  8 52 38  1  0  0
10  0     12 2574368   5776 7087496    0    0     0 268788 4512 7489  9 58 32  1  0  0
11  0     12 2487252   5776 7176296    0    0     0 253140 4636 7479  9 55 36  1  0  0
 2  0     12 2392944   5776 7268880    0    0     0 220196 4864 7759  7 50 42  1  0  0
 4  0     12 2296228   5776 7365560    0    0     0    16 5586 8554  8 41 51  0  0  0
 3  0     12 2197428   5776 7464556    0    0     0    16 5981 9098  9 37 54  0  0  0
 7  0     12 2099244   5784 7563500    0    0     0    36 5800 8587  9 40 50  0  0  0
 8  0     12 1995888   5784 7667724    0    0     0    32 6605 9649  8 36 57  0  0  0
 6  0     12 1890248   5784 7772436    0    0     4   728 6095 9130  9 39 52  1  0  0
 8  0     12 1787108   5784 7874868    0    0     0    20 6235 9076  9 36 55  0  0  0
 6  0     12 1692324   5784 7970752    0    0     0 106660 5424 8377 10 43 47  1  0  0
 7  0     12 1591052   5792 8070372    0    0     0 74924 5455 8547 10 45 44  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0     12 1498148   5796 8164812    0    0     0 110844 4987 7769  8 49 42  1  0  0
 7  0     12 1405804   5796 8256732    0    0     0 89448 5206 8066  9 46 45  1  0  0
12  0     12 1314424   5796 8347692    0    0     0 262840 4612 7535  8 57 35  1  0  0
13  1     12 1225060   5796 8436592    0    0     0 253896 4335 7351  8 56 35  1  0  0
 4  0     12 1124940   5804 8536784    0    0     0 138572 5384 8644  9 44 46  1  0  0
 8  0     12 1019304   5804 8640976    0    0   168 49440 5920 8999 12 42 46  1  0  0
