procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10898812   5916 290396    0    0   462  5959 4046   17  6 24 69  1  0  0
 2  0      0 10902060   5992 290472    0    0    36   216 1483 1238  1  1 98  1  0  0
 0  0      0 10905064   6008 290480    0    0     0   408 1049  718  0  1 99  0  0  0
 7  0      0 10858028   6164 296584    0    0  6308    32 6529 6713 14 10 74  2  0  0
13  2      0 10795904   6776 308164    0    0  1420  3124 6148 10148 47 29 22  2  0  0
 4  1      0 10756972   7784 323628    0    0     0  5940 6232 13449 49 37 12  3  0  0
12  0      0 10696788   7992 336496    0    0   220  1316 5196 9657 35 25 39  1  0  0
 7  0      0 10646948   8016 349940    0    0     0   544 5984 9090 32 25 44  0  0  0
 8  0      0 10616236   8032 364752    0    0     0    96 6422 9800 35 25 40  0  0  0
 8  0      0 10541644   8048 382112    0    0    64   100 6894 12232 47 27 25  0  0  0
 6  0      0 10495780   8064 398420    0    0     0    96 6993 12713 39 29 32  0  0  0
 9  0      0 10472096   8112 413772    0    0   152   356 6243 12875 43 27 30  0  0  0
12  0      0 10441216   8136 428616    0    0     0 12808 6231 12342 37 35 27  0  0  0
 6  0      0 10425872   8152 446064    0    0     0   104 7532 14705 43 35 23  0  0  0
 5  0      0 10408736   8168 459316    0    0    56   100 5985 10684 20 36 43  1  0  0
 4  0      0 10396268   8184 471460    0    0     0    96 5308 9541 14 38 48  0  0  0
 6  0      0 10380420   8208 487148    0    0     0   180 6796 12299 23 46 31  0  0  0
 7  0      0 10359028   8232 502792    0    0     0 22880 6267 12265 29 45 26  1  0  0
 6  0      0 10354128   8264 513156    0    0     4 171388 3164 6957 13 68 16  3  0  0
 7  0      0 10335032   8284 528128    0    0     0   112 6524 11234 21 48 31  1  0  0
 3  0      0 10316944   8300 541828    0    0     0   468 6007 10843 24 39 36  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0      0 10307116   8332 556656    0    0     0   220 6027 11265 20 52 28  0  0  0
11  0      0 10295552   8356 570560    0    0     0   124 5795 10880 13 54 33  0  0  0
14  0      0 10283960   8372 584604    0    0     0    96 5560 10482 13 54 33  0  0  0
 3  0      0 10268896   8388 598920    0    0     0   100 5889 11105 15 51 34  0  0  0
 9  0      0 10252768   8404 613488    0    0     0    96 6310 11814 17 49 34  0  0  0
 2  0      0 10242880   8436 626524    0    0     0   236 5178 10384 10 46 44  1  0  0
 8  0      0 10228040   8460 640624    0    0     0   120 5873 11018  9 53 38  0  0  0
 5  0      0 10213436   9016 655200    0    0  1360    96 5622 10765 12 52 35  2  0  0
 9  0      0 10193080   9032 670148    0    0     0   100 6286 11427 13 47 40  0  0  0
13  0      0 10178212   9048 684076    0    0     0    96 6018 11295 14 46 39  0  0  0
 9  0      0 10164608   9080 697552    0    0     0   264 5418 10503  8 53 38  1  0  0
 5  0      0 10147976   9104 711360    0    0     0   128 5675 10731 10 48 41  0  0  0
 9  0      0 10100100   9120 724832    0    0     0   104 5280 10177  8 53 38  0  0  0
 3  0      0 10044160   9136 740372    0    0     0   100 6699 12462 17 48 35  0  0  0
11  0      0 10031336   9152 753896    0    0     0    96 5683 10717 12 44 44  0  0  0
 7  0      0 10016972   9184 767552    0    0     0   228 5800 11055 15 45 39  1  0  0
