procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10904880   4664 291548    0    0   629 37446 3773   14  6 20 73  1  0  0
 1  0     12 10906736   4836 291620    0    0   172    44 1644 1177  0  1 99  0  0  0
 1  0     12 10908248   4836 291624    0    0     0    16 1083  698  0  1 99  0  0  0
 2  0     12 10864584   4984 297664    0    0  6244    92 7267 6801 13 11 73  3  0  0
 8  0     12 10213576   4984 452236    0    0   584    24 6841 8799 39 28 32  1  0  0
 9  1     12 8886056   4984 869944    0    0     0   716 4895 10463 48 32 20  0  0  0
11  0     12 8085784   4984 1353116    0    0     0 131276 4709 11179 49 36 16  0  0  0
15  0     12 7367020   5524 1821196    0    0  1360 476420 3512 10097 27 43 29  1  0  0
 9  0     12 6935776   5532 2246548    0    0     0 475880 4092 9355 30 41 29  1  0  0
10  0     12 6474204   5532 2701208    0    0     0 419500 3987 10119 39 49 12  0  0  0
 9  0     12 5949320   5532 3121388    0    0   164 411324 4372 9844 27 51 20  2  0  0
13  0     12 5368824   5532 3488812    0    0     0 390380 4363 9587 26 54 19  1  0  0
 7  0     12 4949480   5532 3837584    0    0     0 364036 4641 9307 28 51 20  1  0  0
 5  0     12 4944312   5544 4131432    0    0     0 285724 4846 8551 26 55 17  2  0  0
11  0     12 4523752   5544 4539892    0    0     0 351984 4639 10566 31 54 15  0  0  0
 4  4     12 4136472   5544 4896036    0    0     4 327132 4381 9393 27 56 16  1  0  0
 8  1     12 3856048   5544 5176524    0    0     0 355204 4681 8100 21 51 26  3  0  0
 7  0     12 3343092   5544 5532104    0    0     0 358068 4196 9660 25 53 21  1  0  0
 9  0     12 2603144   5552 6032956    0    0     0 546636 3615 11692 40 41 18  1  0  0
 9  0     12 1965800   5552 6345088    0    0     0 322104 4452 8611 22 53 24  1  0  0
 5  0     12 1483876   5552 6628224    0    0     4 311788 4703 8493 26 56 17  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0     12 1459120   5552 7046964    0    0     0 498676 3658 9873 33 35 32  0  0  0
11  0     12 1083052   5552 7445572    0    0     0 268652 5054 9932 26 52 20  1  0  0
10  0     12 761540   5560 7775728    0    0     0 359244 4025 9021 27 51 21  1  0  0
11  0     12 717564   5560 8257860    0    0     0 416224 4641 11831 35 42 23  1  0  0
10  1     12 161952   5180 8444280    0    0     4 350648 4489 9333 23 57 17  2  0  0
11  0     12 276040   5180 8168552    0    0    68 352728 4331 7810 30 57 11  1  0  0
 5  0     12 643540   5180 8476636    0    0     0 330936 4191 8784 26 56 14  4  0  0
 6  0     12 278688   5188 8832528    0    0     4 314064 4560 10256 26 57 14  3  0  0
11  0     12 263068   5188 8857784    0    0     0 276960 4751 9527 29 52 19  1  0  0
16  0     12 240628   4808 8682376    0    0     4 396376 4330 10860 34 52 13  1  0  0
 8  0     12 352052   4808 8688084    0    0     0 309844 4521 8032 20 65 14  0  0  0
 6  0     12 146572   4808 8892776    0    0     0 315008 4559 10040 26 56 17  1  0  0
 5  0     12 204304   4816 8842900    0    0     0 359928 4428 10614 28 56 15  1  0  0
 8  0     12 166392   4816 8883476    0    0     0 317404 4609 9788 25 57 17  0  0  0
12  0     12 209652   4816 8622196    0    0     4 349448 4458 9084 24 59 16  2  0  0
12  0     12 156964   4816 8403072    0    0     0 319792 4518 9357 23 61 15  1  0  0
 9  0     12 262356   4816 8678676    0    0     0 277152 4852 8041 21 66 12  0  0  0
 9  0     12 162236   2268 8770332    0    0     0 337924 4526 10448 26 57 17  1  0  0
 8  0     12 280108   1248 8667084    0    0     4 326904 4177 9928 22 58 19  1  0  0
11  0     12 229344   1248 8711988    0    0    32 363868 4114 10101 21 51 26  3  0  0
10  1     12 245172   1248 8598292    0    0     4 330568 4349 9149 22 55 22  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  0     12 240536   1248 8444788    0    0     0 320444 4356 8862 23 57 19  1  0  0
11  1     12 261296   1256 8165408    0    0     0 348780 4294 8536 22 58 19  1  0  0
 9  0     12 516136   1256 8149116    0    0     0 287320 4576 8195 22 64 14  0  0  0
11  0     12 184208   1256 8322096    0    0     4 314220 4201 9178 22 60 17  1  0  0
 6  0     12 168100   1256 8320876    0    0     0 356960 4466 10168 24 59 16  1  0  0
 5  0     12 163624   1256 8323356    0    0     0 360240 4374 10196 25 59 15  1  0  0
11  0     12 179392   1264 8304604    0    0     0 343992 4455 10411 24 58 16  1  0  0
 9  0     12 207768   1264 8274508    0    0     8 351672 4683 10615 25 58 16  1  0  0
10  0     12 168772   1264 8315672    0    0     4 334596 4086 7994 18 61 15  6  0  0
 9  0     12 177232   1264 8302720    0    0     4 360656 4371 9733 21 60 17  2  0  0
 9  2     12 223648   3092 8257096    0    0  3404 358188 4251 9571 21 64 13  2  0  0
12  0     12 189796   4528 8289740    0    0  4248 351128 4241 8931 21 62 11  6  0  0
12  0     12 201628   2680 8281124    0    0     0 331408 4201 8085 19 60 20  1  0  0
 4  0     12 291176   2128 8408776    0    0     8 309064 4623 8960 22 62 15  1  0  0
10  0     12 343644   2128 8359332    0    0     0 371888 4304 10375 22 56 21  1  0  0
10  0     12 276420   2128 8426508    0    0     0 334768 4372 10347 24 57 17  1  0  0
 6  0     12 183512   2136 8521192    0    0     0 353672 4150 10044 23 60 17  1  0  0
11  0     12 160504   2136 8542020    0    0     0 336624 4044 10013 22 56 21  1  0  0
 6  0     12 210456   2136 8376372    0    0     4 347296 4246 9448 21 55 22  2  0  0
 2  1     12 1367972   2136 8234252    0    0    24 576700 3148 4463  7 28 63  2  0  0
 0  0     12 1362728   2136 8234528    0    0     8 65240 1770 1145  5  4 90  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 1361780   2144 8234528    0    0     0    80 1261  555  0  1 99  0  0  0
 2  0     12 1361592   2144 8234536    0    0     0     0  649  480  0  0 100  0  0  0
 0  0     12 1361592   2148 8234532    0    0     0   120  816  517  0  0 100  0  0  0
 0  0     12 1361592   2148 8234532    0    0     0     0  686  377  0  0 100  0  0  0
 1  0     12 1357068   2152 8235740    0    0    88 657880 2334 1094  1 13 83  3  0  0
 0  0     12 1356600   2164 8236116    0    0     0 154952 1317  715  0  2 97  1  0  0
 0  0     12 1356600   2164 8236228    0    0     0     0  789  417  0  1 99  0  0  0
 1  0     12 1356600   2164 8236228    0    0     0    76  818  387  0  0 99  0  0  0
 0  0     12 1356600   2164 8236228    0    0     0     0  628  299  0  0 100  0  0  0
 1  0     12 1355092   2164 8236232    0    0     0   172 1085  548  0  1 99  0  0  0
 0  0     12 1354840   2176 8236240    0    0     0    44 1090  594  0  1 99  0  0  0
 3  0     12 1354840   2176 8236240    0    0     0     0  835  577  0  1 99  0  0  0
 0  0     12 1354840   2176 8236240    0    0     0    44  784  455  0  0 100  0  0  0
 2  0     12 1354084   2176 8236248    0    0     0     0 1035  600  0  1 99  0  0  0
 1  0     12 1353584   2176 8236248    0    0     0     0 1153  680  0  1 99  0  0  0
 0  0     12 1353584   2188 8236248    0    0     0    44  926  508  0  0 99  0  0  0
 0  0     12 1353584   2188 8236248    0    0     0     0  706  455  0  0 100  0  0  0
 0  0     12 1353584   2188 8236256    0    0     0    48 1091  776  0  1 99  0  0  0
 1  0     12 1352840   2188 8236280    0    0     0     0 1177  781  0  1 99  0  0  0
 3  0     12 1352336   2188 8236284    0    0     0     0  757  499  0  1 99  0  0  0
 1  0     12 1352336   2200 8236284    0    0     0    40  739  459  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 1352336   2200 8236284    0    0     0    40  864  455  0  0 100  0  0  0
 0  0     12 1352336   2200 8236296    0    0     0     0  980  530  0  1 99  0  0  0
 0  0     12 1351832   2200 8236296    0    0     0     0  991  645  0  0 99  0  0  0
 0  0     12 1351832   2212 8236296    0    0     0    52  704  412  0  0 99  0  0  0
 2  0     12 1351832   2212 8236304    0    0     0     0  703  466  0  0 100  0  0  0
 3  0     12 1351832   2212 8236304    0    0     0    52  810  454  0  0 100  0  0  0
 1  0     12 1351832   2212 8236304    0    0     0     0 1039  630  0  1 99  0  0  0
 4  0     12 1351832   2212 8236312    0    0     0     0 1063  614  0  1 99  0  0  0
 1  0     12 1351832   2224 8236316    0    0     0    48  819  494  0  0 100  0  0  0
 3  0     12 1351832   2224 8236316    0    0     0     0  509  344  0  0 100  0  0  0
 0  0     12 1351832   2224 8236324    0    0     0    48  781  593  0  0 99  0  0  0
 0  0     12 1351580   2224 8236324    0    0     0     0 1450  992  0  1 99  0  0  0
 1  0     12 1351076   2224 8236332    0    0     0     0 1030  611  0  1 99  0  0  0
 1  0     12 1350320   2224 8236616    0    0   160 42016 1558  799  0  3 96  1  0  0
 1  1     12 1349816   2236 8236744    0    0     0 217632 3935 2028  0 13 81  5  0  0
 2  1     12 1349564   2384 8237188    0    0   388 250372 3909 2241  0 12 80  7  0  0
 1  0     12 1348808   2384 8237344    0    0     0 172156 3811 2206  1 18 75  5  0  0
 0  1     12 1348556   2384 8237372    0    0     0 237348 4078 2202  1 15 78  6  0  0
 0  0     12 1348556   2384 8237396    0    0     0 206952 3104 1662  2  8 87  4  0  0
 0  0     12 1348556   2384 8237396    0    0     0     0  772  414  0  0 100  0  0  0
 0  0     12 1348556   2392 8237388    0    0     0    20  703  372  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 1347548   2392 8237404    0    0     0   124 1005  494  0  1 99  0  0  0
 4  0     12 1345296   2392 8237420    0    0     0     0 1072  604  0  1 99  0  0  0
 2  0     12 1345296   2392 8237420    0    0     0     0  571  320  0  0 100  0  0  0
 0  0     12 1345296   2392 8237428    0    0     0     0  810  540  0  0 100  0  0  0
 4  0     12 1344540   2404 8237416    0    0     0   108 1126  591  1  1 99  0  0  0
 0  0     12 1344540   2404 8237436    0    0     0     0 1332  869  0  1 98  0  0  0
 0  0     12 1344540   2404 8237436    0    0     0     0  677  379  0  0 100  0  0  0
 1  0     12 1344540   2404 8237440    0    0     0     0  670  413  0  0 100  0  0  0
 1  0     12 1344540   2404 8237440    0    0     0     0  698  352  0  0 100  0  0  0
 1  0     12 1344288   2420 8237448    0    0     0    96  973  590  0  1 99  0  0  0
 0  0     12 1342024   2420 8237448    0    0     0     0 1026  521  0  1 99  0  0  0
 0  0     12 1342024   2420 8237448    0    0     0     0 1003  425  0  1 99  0  0  0
 1  0     12 1342024   2420 8237456    0    0     0     0  714  416  0  0 100  0  0  0
 0  0     12 1342024   2420 8237456    0    0     0     0  972  511  2  1 97  0  0  0
 0  0     12 1342024   2432 8237444    0    0     0    88  871  485  0  1 99  0  0  0
 0  0     12 1341268   2432 8237456    0    0     0     0 1212  691  0  1 99  0  0  0
 0  0     12 1341268   2432 8237464    0    0     0     0  718  455  0  0 100  0  0  0
 0  0     12 1341268   2432 8237468    0    0     0     0  729  389  0  0 99  0  0  0
 0  0     12 1341268   2444 8237456    0    0     0    48  818  518  0  1 99  0  0  0
 0  0     12 1340008   2452 8237460    0    0     0    28 1201  643  0  1 98  0  0  0
