procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 10953376   5944 288160    0    0   461  1969 3272   11  4 16 79  1  0  0
 1  0      0 10954668   5996 288244    0    0    36    32 1384 1033  0  1 99  0  0  0
 1  0      0 10955984   6012 288248    0    0     0   356 1188  759  0  1 99  0  0  0
 3  0      0 10898792   6168 294276    0    0  6136    32 5816 5534 12  8 77  3  0  0
13  1      0 10787752   6744 298668    0    0  1588  2580 6444 10082 46 28 24  3  0  0
 9  2      0 10773388   7600 300656    0    0     0  3972 6423 11786 41 39 15  4  0  0
 5  0      0 10746676   8012 302704    0    0   204  2084 5657 10409 36 41 19  4  0  0
 3  0      0 10716688   8036 304564    0    0    16   156 7127 8471 41 23 36  0  0  0
 7  0      0 10704592   8052 305496    0    0     0  6040 4322 5535 12 23 65  0  0  0
 6  0      0 10683676   8068 307048    0    0     0    96 5880 7126 27 26 46  0  0  0
 6  0      0 10662800   8672 309760    0    0  1576   384 6741 11019 49 25 25  1  0  0
11  0      0 10638104   8688 311032    0    0     0    96 5561 9030 22 34 44  0  0  0
 4  0      0 10609628   8848 312784    0    0   136   132 6817 10208 37 34 29  0  0  0
10  0      0 10592744   8864 314348    0    0     0    96 6362 10083 29 37 33  0  0  0
 8  0      0 10587956   8880 315648    0    0     0    96 6165 9716 32 37 31  0  0  0
 8  0      0 10587200   8912 317392    0    0    56   212 6224 9528 26 34 39  0  0  0
 7  0      0 10583924   8928 318968    0    0     0   264 6288 9751 37 33 30  0  0  0
 7  0      0 10583672   8952 320352    0    0     0   308 5861 9160 27 33 40  0  0  0
 2  0      0 10565528   8968 321708    0    0     0    96 5682 9210 25 35 39  0  0  0
 2  0      0 10547888   8984 322972    0    0     0    96 5960 9003 29 26 44  1  0  0
12  0      0 10547636   9016 324452    0    0     0   200 4916 8422  8 49 42  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  0      0 10544864   9032 325968    0    0     0    96 6660 9948 34 33 33  0  0  0
 8  0      0 10539824   9048 327172    0    0     0    96 5354 8639 20 37 42  1  0  0
 6  0      0 10539320   9076 328388    0    0     0   136 4716 8080 10 48 41  0  0  0
 7  0      0 10539068   9092 329792    0    0     0    96 5362 8529 21 33 46  0  0  0
 7  0      0 10538060   9124 330976    0    0     0   216 5055 8740 13 43 43  1  0  0
10  0      0 10534784   9140 332440    0    0     0    96 5638 9705 16 36 48  0  0  0
 2  0      0 10527224   9156 333868    0    0     4   232 5850 9607 20 35 45  0  0  0
18  0      0 10533720   9180 335072    0    0     0 11292 5013 8445 12 31 56  1  0  0
 2  0      0 10525316   9196 336364    0    0     0    96 5062 8789 10 42 48  0  0  0
 4  0      0 10524812   9228 337624    0    0     0   212 5743 9434 12 39 47  1  0  0
 9  0      0 10523552   9244 339184    0    0     0    92 5100 8771  8 43 49  0  0  0
 6  0      0 10522292   9260 340280    0    0     0    96 4842 8332  5 40 55  0  0  0
13  0      0 10521564   9284 341388    0    0     0 23068 4306 7913  8 49 43  1  0  0
 8  0      0 10520556   9300 342836    0    0     0    96 4589 8306  6 45 48  1  0  0
 3  0      0 10519548   9332 344288    0    0     0   608 4870 8905  6 42 51  1  0  0
 6  0      0 10518792   9348 345436    0    0     0    96 4299 7859  4 39 55  1  0  0
 4  0      0 10518036   9364 346540    0    0     0    96 4406 8120  5 45 49  1  0  0
 5  0      0 10515292   9388 348360    0    0     0   296 6005 9773 21 35 43  0  0  0
 5  0      0 10514284   9404 349604    0    0     8    96 5096 8795 12 36 51  1  0  0
 1  0      0 10510504   9868 351580    0    0  1328   204 4404 8297  5 51 41  2  0  0
 3  0      0 10509496   9884 352840    0    0     0   100 5559 9303  5 44 51  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 10508992   9900 354372    0    0     0    96 4729 8467  4 47 48  1  0  0
 2  0      0 10506976   9924 355984    0    0     0   380 5351 9197 12 39 48  0  0  0
 3  0      0 10505968   9940 357000    0    0     0    96 5017 8619  7 41 51  1  0  0
10  0      0 10504960   9972 358260    0    0     0   204 4324 8136  4 47 48  1  0  0
10  0      0 10499668   9988 359564    0    0     0    96 4916 8497  8 45 47  1  0  0
 1  0      0 10498660  10004 360972    0    0     0    96 5041 8874  8 42 50  0  0  0
 6  1      0 10496140  10028 362268    0    0     0   184 4730 8350  4 44 51  1  0  0
 4  0      0 10494376  10044 363704    0    0     0    96 4614 8433  6 48 45  1  0  0
 7  0      0 10493620  10076 365060    0    0     0   200 4853 8822  6 44 49  1  0  0
 5  0      0 10492360  10092 366252    0    0     0    96 5292 9128  6 43 51  0  0  0
 5  0      0 10490848  10108 367776    0    0     0    96 5096 8814  7 45 48  0  0  0
13  0      0 10490092  10136 368924    0    0     0   316 5400 9145  4 43 52  1  0  0
 7  1      0 10488328  10152 370548    0    0     0   100 5052 8713  3 43 52  1  0  0
 6  0      0 10486816  10184 371812    0    0     0   200 4786 8563  6 44 49  1  0  0
10  2      0 10485304  10200 373084    0    0     0    96 4370 7918  5 48 46  1  0  0
 1  0      0 10484296  10216 374344    0    0     0    96 4756 8440  5 45 50  0  0  0
10  1      0 10483288  10240 375644    0    0     0   192 4597 8157  3 44 51  1  0  0
 5  1      0 10481776  10264 376976    0    0     0 10508 4225 7901  6 47 46  1  0  0
 6  1      0 10480516  10296 378228    0    0     0   204 5237 8810  4 43 52  1  0  0
12  1      0 10479508  10312 379652    0    0     0    96 4580 8248  3 45 50  1  0  0
 4  0      0 10476736  10328 380792    0    0     0   100 4861 8469  4 44 52  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1      0 10476232  10352 381788    0    0     0   204 5054 8615  4 45 51  1  0  0
 8  0      0 10474468  10368 383252    0    0     0 30068 4164 7692  3 52 44  1  0  0
10  1      0 10473712  10400 384564    0    0     0   204 4694 8455  5 44 51  1  0  0
15  0      0 10472704  10408 385896    0    0     0   120 4413 8131  4 47 48  1  0  0
 7  1      0 10470940  10432 387224    0    0     0   140 4981 8757  4 44 50  1  0  0
 4  1      0 10468672  10460 388484    0    0     4   176 4667 8322  6 48 46  1  0  0
