procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10866864   5044 292204    0    0   531 34239 3865   14  6 21 72  1  0  0
 1  0     12 10875236   5080 292292    0    0    36     8 1152  881  0  0 99  0  0  0
 2  0     12 10866996   5096 292292    0    0     8   364 1400  980  1  1 98  1  0  0
12  0     12 10821956   5240 298792    0    0  6804    16 6386 5959 16 10 71  3  0  0
13  0     12 9985736   5240 536852    0    0    28    24 6292 11103 42 29 29  0  0  0
 8  0     12 8604688   5240 1018752    0    0     0   784 4896 11624 51 33 16  0  0  0
 7  0     12 7918876   5240 1444372    0    0     0 229652 4746 10386 39 44 16  0  0  0
 8  0     12 7408384   5240 1925092    0    0     0 467160 3701 10367 30 43 26  1  0  0
 9  0     12 6765828   5248 2407036    0    0     0 486724 3673 10738 38 50 12  1  0  0
10  0     12 6188384   5248 2795604    0    0     0 452812 4325 9360 36 48 16  0  0  0
10  0     12 6044452   5248 3124500    0    0   164 287844 4673 8755 29 52 17  1  0  0
13  0     12 5593676   5248 3576012    0    0     0 439424 3955 11107 34 49 16  0  0  0
 8  2     12 5186140   5252 3979760    0    0     0 367348 4529 10208 27 53 20  0  0  0
12  0     12 4788060   5256 4343684    0    0     0 351860 4298 9573 25 54 19  2  0  0
 9  0     12 4165316   5256 4730228    0    0     0 378736 4387 10072 23 52 25  0  0  0
15  1     12 3558540   5256 5071636    0    0     4 385372 4423 9401 25 56 18  1  0  0
13  0     12 3012228   5256 5352384    0    0     0 329872 4439 8042 23 55 21  1  0  0
13  0     12 3604888   5264 5792372    0    0     0 402600 4782 11761 41 51  8  0  0  0
 8  0     12 3109832   5264 6239980    0    0     0 414060 4148 11186 33 48 18  1  0  0
 9  0     12 2458164   5264 6573176    0    0     0 399108 4665 9237 23 51 24  1  0  0
10  1     12 1750268   5264 7026216    0    0     4 471436 3448 10914 42 39 18  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 9  2     12 1091320   5264 7413328    0    0     0 385464 4380 10046 29 52 19  1  0  0
 6  0     12 570852   5272 7761988    0    0     0 387972 4242 9376 27 52 20  2  0  0
12  0     12 1163576   1312 7932944    0    0     0 482360 4379 9578 41 48 10  0  0  0
 7  0     12 929020   1312 8367756    0    0     4 218888 5243 10450 29 50 20  1  0  0
12  1     12 470584   1448 8673708    0    0   212 310304 4783 9390 24 56 17  3  0  0
 6  0     12 160264   1448 8852208    0    0     0 410732 3919 10374 38 51  9  1  0  0
 8  0     12 242352   1456 8399360    0    0     4 358308 4459 9988 26 52 20  2  0  0
10  0     12 134072   1456 8251016    0    0     0 346940 4389 8976 22 62 15  1  0  0
 3  0     12 447816   1456 8557144    0    0     0 318424 4884 10618 30 59 10  0  0  0
10  0     12 205452   1456 8809052    0    0     0 316744 4295 9370 23 57 18  1  0  0
12  0     12 158412   1456 8531976    0    0     0 373356 4358 9436 21 58 20  1  0  0
11  0     12 185380   1468 8503972    0    0     0 330448 4138 9363 22 58 19  1  0  0
12  1     12 175960   1472 8513396    0    0    12 356632 4210 9568 22 56 21  1  0  0
 7  0     12 193528   1472 8425300    0    0     0 309288 4221 8903 23 56 21  1  0  0
17  0     12 435656   1472 8372888    0    0     8 241360 4979 6491 19 74  6  0  0  0
10  0     12 281996   1472 8654508    0    0     0 283576 4898 7894 20 69 10  0  0  0
 9  0     12 200440   1480 8753096    0    0     0 317612 4239 9385 23 57 19  1  0  0
 8  1     12 189688   1480 8767984    0    0     0 324808 4644 9952 24 55 19  1  0  0
11  0     12 159184   1480 8728396    0    0    12 308500 4179 8767 23 57 19  1  0  0
 6  0     12 141088   1480 8497732    0    0    20 340380 4337 9882 23 59 17  1  0  0
 8  0     12 274940   1480 8082328    0    0     0 379088 4405 9086 21 59 19  1  0  0
