procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1     12 10872124   6236 292212    0    0   432 30533 3961   15  7 22 71  1  0  0
 2  0     12 10879268   6296 292264    0    0    36    84 1477 1184  0  1 99  0  0  0
 4  0     12 10869312   6468 293332    0    0  1184   172 1749 1577  1  1 98  0  0  0
 5  1     12 10858664   6484 299216    0    0  5908    32 6126 6673 18 11 68  3  0  0
 9  1     12 10368248   7288 408036    0    0   636  3168 6338 10551 45 38 16  2  0  0
11  0     12 9492172   8192 667080    0    0   140  4064 5731 10919 44 47  6  2  0  0
 7  1     12 8707532   8224 1113016    0    0    80   208 5555 10981 49 30 20  0  0  0
 9  0     12 8311720   8304 1383068    0    0     0 296376 4587 7240 33 26 40  0  0  0
19  0     12 8042452   8324 1651084    0    0     0 598256 3668 7215 23 54 22  1  0  0
 5  0     12 7595788   8340 2008816    0    0    64 159932 6028 11339 41 35 24  1  0  0
 5  0     12 7255436   8356 2350720    0    0     0 16480 7164 11386 40 32 28  0  0  0
13  0     12 6884228   8396 2630368    0    0   152 332136 5099 10583 34 48 18  1  0  0
 8  0     12 6533232   8432 2968800    0    0     8 295240 5528 11586 33 47 20  0  0  0
10  0     12 6260240   8448 3248084    0    0     0 618876 3806 10456 29 54 17  0  0  0
 8  0     12 5928856   8464 3567292    0    0    56 310020 5000 10708 34 50 16  1  0  0
 6  0     12 5628092   8480 3933560    0    0     0    96 7150 12767 34 39 27  0  0  0
 8  0     12 5242268   8512 4225588    0    0     0 356608 4959 10413 28 53 18  1  0  0
 8  1     12 4894316   8536 4575172    0    0     0 282848 5565 11766 33 49 18  0  0  0
12  0     12 4630096   8552 4816212    0    0     0 629352 3732 10228 37 55  8  0  0  0
 8  0     12 4284668   8568 5165780    0    0     0 410736 4317 11588 29 55 15  1  0  0
 4  0     12 3975468   8584 5446376    0    0     0   116 6808 12554 31 29 39  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  0     12 3654808   8616 5779248    0    0     0 130820 6619 13718 44 33 23  0  0  0
 9  0     12 3360268   8640 6076484    0    0     0 285592 5051 11327 38 38 23  0  0  0
16  0     12 3130268   8656 6314168    0    0     0 431632 4838 9678 25 47 27  1  0  0
 8  0     12 2850484   8672 6590888    0    0     0 614024 3794 9981 31 57 12  0  0  0
 6  0     12 2439300   8688 7000936    0    0     0 46560 6947 14299 41 33 25  0  0  0
 9  0     12 2115056   9260 7313880    0    0  1368 155868 6237 12780 39 38 23  1  0  0
 6  1     12 1779524   9284 7653324    0    0     0 303288 5536 11917 31 49 20  0  0  0
11  0     12 1494752   9300 7937408    0    0     0 441732 4440 10109 23 57 20  1  0  0
 9  0     12 1164276   9316 8258772    0    0     0 645524 3969 11232 34 51 14  0  0  0
 4  0     12 825924   9332 8598792    0    0     0   132 7453 12009 28 39 32  0  0  0
 7  0     12 540760   9452 8879448    0    0   168 333288 4761 10099 28 54 17  1  0  0
12  1     12 235672   9620 9182468    0    0     0 473120 4022 10610 24 60 14  2  0  0
 8  0     12 216760   6184 9206716    0    0     0 225308 5750 11942 31 46 22  1  0  0
10  0     12 194180   6200 9223516    0    0     4   100 7175 12060 30 41 30  0  0  0
 8  0     12 179520   6256 9220476    0    0     0 357728 4879 10808 27 55 18  0  0  0
 8  0     12 206104   6284 9215156    0    0     0 269372 4881 11020 25 55 19  2  0  0
