procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0     12 10918648   4296 289676    0    0   465 15915 4152   17  6 25 68  1  0  0
 1  0     12 10922096   4332 289752    0    0    36    44 1299 1073  1  1 99  0  0  0
 2  0     12 10917208   4332 289752    0    0     0    16 1187  906  0  1 99  0  0  0
 2  1     12 10880428   4520 296080    0    0  6496   252 6686 6822 15 11 71  3  0  0
17  1     12 10720592   4520 340632    0    0  1272  3376 6336 10462 42 30 25  2  0  0
13  0     12 10591788   4520 407932    0    0     0  5424 6332 10616 39 39 18  4  0  0
10  0     12 10506004   4520 478892    0    0   220   680 6813 8469 31 25 43  1  0  0
 4  0     12 10424596   4520 548124    0    0     0    16 6600 6656 32 19 49  0  0  0
 7  0     12 10357932   4528 617764    0    0     0   432 7148 7105 33 22 46  0  0  0
 5  0     12 10241368   4796 684416    0    0   332    16 6670 8658 44 21 34  0  0  0
 5  3     12 10183980   4796 747888    0    0   156   636 6858 8576 34 25 41  0  0  0
 6  0     12 10067548   4796 818848    0    0     0   124 7540 10191 37 32 30  0  0  0
 6  0     12 9986476   4796 890472    0    0     0    16 7977 10155 45 24 31  0  0  0
 4  0     12 9848004   4804 954784    0    0     0   104 7021 9313 34 30 35  0  0  0
 5  0     12 9766656   4804 1025332    0    0    56    16 7998 10376 41 27 33  0  0  0
 5  0     12 9644776   4804 1089192    0    0     0    16 7042 9781 39 21 40  0  0  0
18  0     12 9587532   4804 1147676    0    0     0   524 5575 7892 17 30 54  0  0  0
14  2     12 9508996   4808 1209844    0    0     0    36 6551 8796 24 31 45  0  0  0
13  0     12 9359508   4812 1278552    0    0     0    20 7561 9601 32 31 37  0  0  0
 4  0     12 9217432   4812 1337748    0    0     0   236 6417 8660 25 32 43  0  0  0
 6  0     12 9139560   4948 1396148    0    0   136 58484 4924 7472 21 45 33  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
10  0     12 9070684   4948 1463000    0    0     0 73900 6840 9124 36 33 30  0  0  0
13  0     12 9006420   5224 1525564    0    0   952 73876 5823 8300 23 41 35  1  0  0
 6  0     12 8943480   5496 1590584    0    0   408 106556 6103 8744 14 47 37  2  0  0
 6  1     12 8896572   5496 1650736    0    0     0 299112 4590 7378 13 54 32  1  0  0
 7  1     12 8833880   5504 1711116    0    0     8 281392 4723 7802 12 56 30  2  0  0
 8  0     12 8769952   5504 1775064    0    0     0 174900 5179 7982 13 53 33  1  0  0
 6  0     12 8701076   5512 1840952    0    0     0    68 6750 9016 25 38 37  0  0  0
 5  0     12 8634560   5512 1905816    0    0     0   192 6426 8820 22 35 43  0  0  0
 6  0     12 8573308   5516 1968180    0    0     0    84 6121 9045 11 38 50  0  0  0
 7  0     12 8507996   5516 2032344    0    0     0  1080 5754 8660 10 41 49  1  0  0
 6  0     12 8441324   5516 2099276    0    0     0    16 6554 9382 10 37 53  0  0  0
 1  0     12 8377580   5524 2163196    0    0     0    68 5893 8840 11 41 48  0  0  0
 2  0     12 8254072   5524 2231472    0    0     0    24 6843 9845 10 36 54  0  0  0
 3  0     12 8110236   5524 2296472    0    0     4    84 6245 8970 12 39 49  0  0  0
 4  0     12 7966720   5524 2362748    0    0     0   536 6622 9457 18 33 48  0  0  0
 3  0     12 7823144   5524 2427940    0    0     0 82000 5970 8724 11 43 46  0  0  0
 6  0     12 7688624   5532 2491032    0    0     0 65780 5758 8421 10 47 43  1  0  0
 4  0     12 7578228   5532 2557164    0    0     0 65616 6325 9217 13 37 50  0  0  0
 5  0     12 7520712   5532 2617920    0    0     0 41060 5636 8452 12 41 46  1  0  0
 5  0     12 7456284   5532 2682244    0    0    12 69424 5791 8777 16 40 44  1  0  0
 9  0     12 7389240   5532 2746508    0    0     0 83000 6155 9055 15 38 46  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0     12 7325208   5540 2805412    0    0     0 161720 5349 8142 14 37 48  1  0  0
 4  1     12 7262232   5540 2868432    0    0     0 296472 4808 7614 14 53 32  2  0  0
 9  0     12 7200064   5544 2931532    0    0     0 74172 5779 8759 10 43 45  2  0  0
 4  0     12 7137532   5544 2994228    0    0     0  2264 5793 8541  9 41 50  1  0  0
 6  0     12 7073464   5544 3059452    0    0     0    16 6353 9219  9 35 55  0  0  0
 5  0     12 7007868   5552 3123544    0    0     0    88 6141 8942 11 35 54  0  0  0
 3  0     12 6944592   5552 3185916    0    0     0    16 5950 8749 10 36 54  0  0  0
 6  0     12 6880488   5552 3250360    0    0     0   108 5982 9074  8 37 54  0  0  0
 4  0     12 6818212   5552 3313020    0    0     0  1044 5725 8572 12 40 48  1  0  0
 2  0     12 6751332   5552 3377316    0    0     0 97816 6115 8788  9 42 48  1  0  0
 2  0     12 6689620   5560 3440960    0    0     0 49196 5837 8633 13 41 46  1  0  0
 9  0     12 6610088   5560 3506212    0    0     0 67364 6178 8920 14 38 48  1  0  0
 6  0     12 6459236   5560 3572972    0    0     0 80348 6330 9402 15 41 45  0  0  0
 9  1     12 6326720   5560 3635792    0    0     0 177296 5128 8083 11 50 37  1  0  0
10  0     12 6244632   5560 3693544    0    0     0 257604 4175 7168  8 56 35  1  0  0
 4  0     12 6180984   5568 3755960    0    0     0 111828 5519 8745 12 43 44  1  0  0
 3  0     12 6115260   5568 3823416    0    0     0    16 6558 9621 10 34 56  0  0  0
 5  0     12 6054856   5568 3888648    0    0     0    72 5917 9001 12 39 49  0  0  0
 2  0     12 5990104   5568 3954052    0    0     0  1716 6303 9223  9 37 54  0  0  0
 7  0     12 5887052   5568 4018548    0    0     0    24 6454 9161 12 34 53  0  0  0
12  0     12 5788264   5576 4084696    0    0     0    60 6257 9106 11 36 53  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 5727112   5576 4147080    0    0     0 57420 5794 8545  8 38 53  1  0  0
 3  0     12 5663988   5576 4211404    0    0     0 24664 6067 8937  9 39 52  0  0  0
 4  0     12 5597272   5576 4275156    0    0     4 64320 6136 9117  9 42 48  1  0  0
 3  0     12 5537896   5576 4336932    0    0     0 93620 5835 8637  8 42 49  1  0  0
 6  0     12 5471984   5584 4401868    0    0     0 49208 5846 8957  9 44 47  0  0  0
 4  0     12 5406384   5596 4464904    0    0    20 217532 5306 8310 10 50 38  1  0  0
 7  0     12 5347504   5596 4524648    0    0     0 263348 4660 7637  9 55 34  2  0  0
 3  0     12 5283516   5596 4586680    0    0     0 169752 5312 8518  8 48 41  3  0  0
 2  0     12 5219508   5596 4653408    0    0     0    16 6513 9389 10 37 53  0  0  0
 4  1     12 5158376   5604 4715408    0    0     0    92 5739 8545  9 42 49  0  0  0
 2  0     12 5089756   5604 4781984    0    0     0    16 6380 9254 10 36 53  0  0  0
 0  0     12 5025448   5604 4846112    0    0     0    16 6087 9063  8 37 54  0  0  0
 3  0     12 4961504   5604 4911796    0    0     0   628 6449 9484  9 36 55  0  0  0
 0  0     12 4894956   5604 4976260    0    0     0    16 6246 9116  9 39 52  0  0  0
 8  0     12 4828036   5612 5043248    0    0     0    56 6593 9358  8 36 56  0  0  0
 9  0     12 4764848   5612 5105744    0    0     0 40988 5940 8786 10 39 50  0  0  0
 5  0     12 4699716   5612 5170028    0    0     0 81936 6045 9066  9 43 48  1  0  0
 7  0     12 4602096   5612 5233672    0    0     0 60264 5851 8838 10 41 49  0  0  0
13  0     12 4533964   5612 5294940    0    0     0 279852 4679 7802  8 56 34  1  0  0
12  1     12 4394212   5620 5357984    0    0     0 301488 4836 8082 10 56 33  1  0  0
10  0     12 4327168   5620 5423740    0    0     0 115448 5782 8885  9 46 45  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0     12 4267504   5620 5489012    0    0     0    16 6104 9019  9 37 54  0  0  0
 3  0     12 4200708   5620 5553372    0    0     0  2700 6520 9352  9 34 56  1  0  0
 4  0     12 4133752   5620 5618932    0    0     0    16 6441 9270 11 37 52  0  0  0
 2  0     12 4067696   5628 5683936    0    0     0    68 6187 8962 10 38 52  0  0  0
 8  0     12 4003964   5628 5749256    0    0     0   192 5931 8836  9 41 50  0  0  0
 5  0     12 3939052   5628 5813712    0    0     0    16 5789 8724  9 40 51  0  0  0
10  0     12 3879996   5628 5877404    0    0     0   616 5696 8669 10 42 47  1  0  0
15  1     12 3812096   5628 5943792    0    0     0 17848 6324 9309 10 36 54  0  0  0
 9  0     12 3704636   5636 6007492    0    0     0 72352 5662 8555  8 44 48  1  0  0
 3  0     12 3559904   5636 6072328    0    0     0 53476 6142 8920 10 42 48  0  0  0
 2  0     12 3425212   5636 6134208    0    0     0 274448 4625 7647  8 57 34  1  0  0
 6  0     12 3295236   5636 6194284    0    0     4 214628 5039 7975  8 52 38  2  0  0
 4  0     12 3154920   5636 6258836    0    0     0    16 6092 8902  8 42 50  0  0  0
14  0     12 3073880   5644 6326568    0    0     0    60 6426 9476 11 37 52  0  0  0
 8  0     12 3010944   5644 6391608    0    0     0    16 6021 9116  9 40 51  0  0  0
 3  0     12 2942812   5644 6457872    0    0     0    16 6480 9529 10 36 54  0  0  0
 6  0     12 2879008   5644 6523588    0    0     0   544 6134 9161 10 36 53  0  0  0
 3  0     12 2816436   5644 6586452    0    0     0 77860 5607 8543  9 45 46  0  0  0
 9  0     12 2749844   5652 6652204    0    0     0 48560 6017 9146  9 41 50  0  0  0
 4  0     12 2683848   5652 6717480    0    0     0 65772 6109 9246  9 41 49  1  0  0
 2  0     12 2621256   5652 6780576    0    0     0 81728 5284 8309  8 45 47  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0     12 2552480   5652 6845960    0    0     0 50740 6159 9126  9 42 48  1  0  0
 4  0     12 2494076   5652 6906792    0    0     0 203776 4928 7982  8 53 38  1  0  0
 9  0     12 2436212   5660 6965812    0    0     0 272940 4352 7470  9 55 35  2  0  0
 6  0     12 2367816   5660 7030780    0    0     0 252204 4871 7997  9 57 34  1  0  0
 4  0     12 2303020   5660 7093116    0    0     0 226348 4845 8120  9 52 37  1  0  0
 6  0     12 2240428   5660 7158372    0    0     0  3300 6162 9050  9 40 50  1  0  0
10  0     12 2173400   5660 7225244    0    0     0    20 6351 9300  8 40 52  0  0  0
 2  0     12 2105768   5668 7290504    0    0     0    44 5877 8731  9 40 51  0  0  0
 2  0     12 2041168   5668 7354944    0    0     0    20 6225 9124 11 38 51  0  0  0
 7  0     12 1975500   5668 7421852    0    0     0   688 6648 9536  9 36 55  0  0  0
 4  0     12 1909044   5668 7487848    0    0     0   552 6389 9400  9 38 53  0  0  0
 7  0     12 1844608   5668 7553108    0    0     0    16 6359 9178  9 36 55  0  0  0
 3  0     12 1774964   5676 7619984    0    0     0    40 6420 9339 12 35 52  0  0  0
 5  0     12 1713300   5676 7684372    0    0     0    24 6071 8939  9 37 53  0  0  0
 7  0     12 1650672   5676 7746844    0    0     0    16 5661 8839 10 38 52  0  0  0
 5  0     12 1582980   5676 7812052    0    0     0   544 5700 8716  9 41 49  0  0  0
 9  0     12 1524036   5676 7873800    0    0     0 61492 5413 8253 10 43 47  0  0  0
 9  0     12 1456092   5684 7939096    0    0     0 73992 5994 8788  9 43 48  1  0  0
