procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0     12 10921580   6864 292184    0    0   448 23296 4095   16  7 24 69  1  0  0
 4  0     12 10922492   6896 292280    0    0     0   100 1641 1289  1  1 98  0  0  0
 1  0     12 10909032   7064 292884    0    0   736   764 1611 1077  1  1 97  1  0  0
 3  0     12 10860912   7080 299000    0    0  6064    32 6799 6203 19 10 69  3  0  0
10  0     12 10526152   7104 434736    0    0    28    80 7038 12358 47 28 25  0  0  0
10  0     12 10357224   7120 578964    0    0     0    96 6172 9902 33 27 40  0  0  0
15  0     12 10192776   7152 723948    0    0     0   220 6209 9381 37 29 33  1  0  0
23  1     12 10060700   7176 851872    0    0     0   188 5696 8238 29 21 51  0  0  0
 6  0     12 9895128   7192 994988    0    0     0   256 6356 9147 32 30 38  0  0  0
 9  0     12 9693144   7208 1154604    0    0     0    96 7294 10040 35 36 29  0  0  0
 8  0     12 9530852   7224 1309876    0    0     0    96 6932 9580 30 35 34  0  0  0
 3  0     12 9346108   7288 1446532    0    0   160 66320 5919 9058 21 49 29  1  0  0
 9  0     12 9119112   7344 1591080    0    0     0 164240 6083 9700 27 49 24  1  0  0
22  0     12 8980176   7392 1690128    0    0     0 373132 3736 6809 17 64 17  2  0  0
13  0     12 8811484   7408 1817588    0    0     0 372924 3981 8189 16 63 20  1  0  0
 6  0     12 8637596   7424 1951740    0    0     0 336056 4677 9160 28 45 26  1  0  0
11  0     12 8330348   7456 2106164    0    0     0   228 6876 10414 23 46 31  0  0  0
13  0     12 8002424   7480 2265080    0    0     0   132 7195 10733 29 41 30  0  0  0
 7  0     12 7688796   7500 2418492    0    0    12   152 6528 9988 18 51 31  0  0  0
10  0     12 7419912   7516 2564400    0    0     0    96 6567 9987 21 39 39  0  0  0
 8  0     12 7297624   7532 2689716    0    0     0 204920 5074 8570 18 53 28  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
24  0     12 7181604   7564 2800192    0    0     0 565580 3403 7263 16 60 20  4  0  0
 7  0     12 7045768   7580 2931440    0    0     0 237748 4665 8504 14 59 27  0  0  0
 8  0     12 6906012   7604 3070624    0    0     0   308 5686 9308 15 50 35  1  0  0
 3  0     12 6749452   7620 3222004    0    0     0    96 6457 10151 17 48 34  1  0  0
