filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,app_avg_ms,app_p50_ms,app_p90_ms,app_p99_ms,app_p999_ms,app_max_ms,block_util_avg,block_util_max,block_await_avg,block_await_max,block_r_await_avg,block_w_await_avg,block_rkB_s_avg,block_wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,100000,180,30,8,False,False,5,294564,1961.98,2.0,356153,0,14.28,13.06,24.61,42.18,85.25,171.49,3.792894736842105,83.2,4.358092105263158,36.43,0.0,4.358092105263158,0.0,2161.1115789473683,4.006578947368421,50.42763157894737,44.73026315789474,0.75,False,,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,100000,180,30,8,True,True,5,283984,1891.08,1.9,339247,0,16.57,14.03,29.32,65.05,156.59,316.94,31.534934210526316,93.3,11.545921052631579,45.27,0.0,11.545921052631579,0.0,2891.1157894736843,6.75,52.23684210526316,36.38157894736842,4.6381578947368425,False,disk await avg 11.55 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
ext4,10240,scenario_a,1,10000,180,30,8,False,False,5,298625,1988.29,19.9,361633,0,17.29,12.8,34.5,92.75,160.81,261.07,13.53171052631579,100.7,8.957828947368421,104.06,0.0,8.957828947368421,0.0,22149.18736842105,6.434210526315789,55.8421052631579,36.75657894736842,0.9276315789473685,False,disk await avg 8.96 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_a_10240B_10000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_10240B_10000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_10240B_10000ops_measure_vmstat.txt.gz
ext4,10240,scenario_b,1,10000,180,30,8,True,True,5,284002,1890.96,18.9,341936,0,31.23,16.29,61.86,279.11,447.98,661.81,34.993973509933774,99.9,12.372980132450332,41.26,0.0,12.372980132450332,0.0,18802.67443708609,10.42384105960265,54.58940397350993,30.47682119205298,4.509933774834437,False,disk await avg 12.37 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_b_10240B_10000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_10240B_10000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_10240B_10000ops_measure_vmstat.txt.gz
ext4,102400,scenario_a,1,1000,180,30,8,False,False,5,106667,710.45,71.0,127223,0,18.71,15.45,31.69,79.68,184.9,345.75,22.10078947368421,100.7,8.854407894736843,30.04,0.0,8.854407894736841,0.0,73906.59368421053,7.690789473684211,47.05263157894737,44.36842105263158,0.8881578947368421,False,disk await avg 8.85 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_a_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_102400B_1000ops_measure_vmstat.txt.gz
ext4,102400,scenario_b,1,1000,180,30,8,True,True,5,104328,694.94,69.5,124390,0,25.07,16.95,50.06,145.59,266.75,538.27,38.2525,100.2,11.03703947368421,29.500000000000004,0.013157894736842105,11.03703947368421,0.0,69806.34947368421,13.450331125827814,49.54304635761589,33.05298013245033,3.966887417218543,False,disk await avg 11.04 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_b_102400B_1000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_102400B_1000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_102400B_1000ops_measure_vmstat.txt.gz
ext4,1024000,scenario_a,1,100,180,30,8,False,False,5,13864,92.35,92.3,16597,0,25.47,17.66,51.68,103.43,167.78,202.48,24.587302631578947,100.6,7.259802631578947,19.94,0.0,7.259802631578947,0.0,91937.48210526316,5.927631578947368,20.63157894736842,72.82894736842105,0.4407894736842105,False,disk await avg 7.26 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_a_1024000B_100ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_1024000B_100ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_a_1024000B_100ops_measure_vmstat.txt.gz
ext4,1024000,scenario_b,1,100,180,30,8,True,True,5,13711,91.08,91.1,16348,0,33.84,26.41,64.48,136.23,189.31,277.47,36.17578947368421,99.7,10.111842105263158,34.27,0.0,10.111842105263158,0.0,91045.72631578948,13.217105263157896,33.89473684210526,49.5328947368421,3.3552631578947367,False,disk await avg 10.11 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_ext4_scenario_b_1024000B_100ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_1024000B_100ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_ext4_scenario_b_1024000B_100ops_measure_vmstat.txt.gz
f2fs,1024,scenario_a,1,100000,180,30,8,False,False,5,298169,1985.23,2.0,359550,0,13.85,12.81,23.96,38.84,59.67,93.99,1.6755263157894738,54.26,2.0492763157894736,26.72,0.0,2.0492763157894736,0.0,645.9957894736842,3.7960526315789473,50.13157894736842,45.33552631578947,0.6381578947368421,False,,results/kafka_fs_bench_20260430_090107/raw/r1_f2fs_scenario_a_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_f2fs_scenario_a_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_f2fs_scenario_a_1024B_100000ops_measure_vmstat.txt.gz
f2fs,1024,scenario_b,1,100000,180,30,8,True,True,5,270267,1799.19,1.8,326688,0,16.96,14.52,31.02,61.4,92.48,125.09,32.41769736842105,50.2,9.396447368421052,12.99,0.375,9.396447368421052,0.0,995.84,6.6118421052631575,52.38815789473684,36.85526315789474,4.230263157894737,False,disk await avg 9.40 ms >= 5.00 ms,results/kafka_fs_bench_20260430_090107/raw/r1_f2fs_scenario_b_1024B_100000ops_measure.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_f2fs_scenario_b_1024B_100000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260430_090107/monitor/r1_f2fs_scenario_b_1024B_100000ops_measure_vmstat.txt.gz
