filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,1024,scenario_a,1,200000,120,30,16,False,False,5,444781,4929.96,2.5,589277,0,85.42,71.66,173.05,290.6,399.17,833.98,87.01,94.6,0.0,0.0,0.0,7.440217391304348,0.0,0.0,6.714285714285714,60.13186813186813,22.285714285714285,10.923076923076923,True,disk util avg 87.01% >= 80.00% | cpu iowait avg 10.92% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
ext4,1024,scenario_b,1,200000,120,30,16,True,True,5,441795,4898.27,2.4,590748,0,106.2,90.4,211.27,355.6,469.07,714.79,88.9532967032967,96.73,0.0,0.0,0.0,7.617252747252747,0.0,0.0,9.274725274725276,58.604395604395606,20.560439560439562,11.736263736263735,True,disk util avg 88.95% >= 80.00% | cpu iowait avg 11.74% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
ext4,10240,scenario_a,1,20000,120,30,16,False,False,5,236024,2130.33,10.7,292126,0,30413.98,33134.89,35512.41,36434.82,36820.51,37234.84,80.39401785714286,87.7,0.0,0.0,0.0,5.032678571428572,0.0,0.0,4.678571428571429,40.19642857142857,43.4375,11.705357142857142,True,disk util avg 80.39% >= 80.00% | cpu iowait avg 11.71% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_a_10240B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_10240B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_10240B_20000ops_measure_vmstat.txt.gz
ext4,10240,scenario_b,1,20000,120,30,16,True,True,5,210324,1869.71,9.3,266388,0,34553.12,37482.15,41371.02,43421.48,44108.1,44565.67,79.33508771929824,85.8,0.0,0.0,0.0,4.9793859649122805,0.0,0.0,7.619469026548672,40.2212389380531,40.584070796460175,11.610619469026549,False,cpu iowait avg 11.61% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_b_10240B_20000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_10240B_20000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_10240B_20000ops_measure_vmstat.txt.gz
ext4,102400,scenario_a,1,2000,120,30,16,False,False,5,81108,804.85,40.2,105162,0,13087.1,13100.56,14102.73,14832.67,15268.1,15778.72,86.17156862745098,91.6,0.0,0.0,0.0,6.4056862745098035,0.0,0.0,8.990196078431373,39.96078431372549,37.30392156862745,13.696078431372548,True,disk util avg 86.17% >= 80.00% | cpu iowait avg 13.70% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_a_102400B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_102400B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_102400B_2000ops_measure_vmstat.txt.gz
ext4,102400,scenario_b,1,2000,120,30,16,True,True,5,75377,751.13,37.6,99019,0,14109.58,14315.59,15323.45,16015.87,16459.5,16998.19,85.78059405940594,91.6,0.0,0.0,0.04950495049504951,6.6663366336633665,0.0,0.0,12.821782178217822,43.06930693069307,30.792079207920793,13.306930693069306,True,disk util avg 85.78% >= 80.00% | cpu iowait avg 13.31% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_b_102400B_2000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_102400B_2000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_102400B_2000ops_measure_vmstat.txt.gz
ext4,1024000,scenario_a,1,200,120,30,16,False,False,5,14382,119.6,59.8,19399,538,1715.43,1610.74,2504.49,3444.45,4139.17,4769.54,63.22108333333333,99.0,0.0,0.0,0.0,5.738416666666667,0.0,0.0,15.008333333333333,29.625,44.63333333333333,10.658333333333333,False,cpu iowait avg 10.66% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_a_1024000B_200ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_1024000B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_a_1024000B_200ops_measure_vmstat.txt.gz
ext4,1024000,scenario_b,1,200,120,30,16,True,True,5,14465,120.44,60.2,19395,1033,3753.22,3277.53,6455.66,8598.21,9731.5,10325.97,69.45533333333333,99.1,0.0,0.0,3.453333333333333,6.855,0.0,0.0,18.691666666666666,33.775,36.891666666666666,10.575,False,cpu iowait avg 10.57% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_ext4_scenario_b_1024000B_200ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_1024000B_200ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_ext4_scenario_b_1024000B_200ops_measure_vmstat.txt.gz
f2fs,1024,scenario_a,1,200000,120,30,16,False,False,5,473715,5254.16,2.6,632226,0,36.81,27.56,80.03,136.03,188.37,287.2,74.75263736263736,85.5,0.0,0.0,0.0,4.897802197802198,0.0,0.0,8.384615384615385,67.74725274725274,18.043956043956044,5.846153846153846,False,cpu iowait avg 5.85% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_f2fs_scenario_a_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_f2fs_scenario_a_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_f2fs_scenario_a_1024B_200000ops_measure_vmstat.txt.gz
f2fs,1024,scenario_b,1,200000,120,30,16,True,True,5,427741,4726.94,2.4,574396,0,428.78,318.61,964.25,1382.45,1685.26,1981.11,88.92369565217392,94.0,0.0,0.0,0.3804347826086957,8.346739130434782,0.0,0.0,7.793478260869565,51.83695652173913,23.98913043478261,16.47826086956522,True,disk util avg 88.92% >= 80.00% | cpu iowait avg 16.48% >= 5.00%,results/kafka_fs_bench_20260425_141749/raw/r1_f2fs_scenario_b_1024B_200000ops_measure.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_f2fs_scenario_b_1024B_200000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260425_141749/monitor/r1_f2fs_scenario_b_1024B_200000ops_measure_vmstat.txt.gz
