filesystem,record_size,scenario,round,target_ops,duration,warmup_sec,producers,use_consumer,dynamic_topics,dynamic_topic_rate,total_requests,achieved_ops,achieved_pct,total_sent,send_errors,avg_ms,p50_ms,p90_ms,p99_ms,p999_ms,max_ms,util_avg,util_max,await_avg,await_max,r_await_avg,w_await_avg,rkB_s_avg,wkB_s_avg,cpu_us_avg,cpu_sy_avg,cpu_id_avg,cpu_wa_avg,bottleneck,bottleneck_reasons,raw_output_path,iostat_path,vmstat_path
ext4,102400,scenario_b,1,5000,120,30,16,True,True,5,70890,704.69,14.1,103725,0,14.48,0.02,44.33,218.53,333.09,553.74,86.76676470588235,92.4,0.0,0.0,0.058823529411764705,7.289411764705882,0.0,0.0,13.205882352941176,42.970588235294116,28.931372549019606,14.950980392156863,True,disk util avg 86.77% >= 80.00% | cpu iowait avg 14.95% >= 5.00%,results/kafka_fs_bench_20260424_185349/raw/r1_ext4_scenario_b_102400B_5000ops_measure.txt.gz,results/kafka_fs_bench_20260424_185349/monitor/r1_ext4_scenario_b_102400B_5000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_185349/monitor/r1_ext4_scenario_b_102400B_5000ops_measure_vmstat.txt.gz
f2fs,102400,scenario_b,1,5000,120,30,16,True,True,5,56195,551.78,11.0,85483,0,19.77,0.02,101.68,241.91,309.3,370.55,84.08912621359224,89.9,0.0,0.0,0.44660194174757284,6.647961165048543,0.0,0.0,11.106796116504855,40.262135922330096,35.14563106796116,13.436893203883495,True,disk util avg 84.09% >= 80.00% | cpu iowait avg 13.44% >= 5.00%,results/kafka_fs_bench_20260424_185349/raw/r1_f2fs_scenario_b_102400B_5000ops_measure.txt.gz,results/kafka_fs_bench_20260424_185349/monitor/r1_f2fs_scenario_b_102400B_5000ops_measure_iostat.txt.gz,results/kafka_fs_bench_20260424_185349/monitor/r1_f2fs_scenario_b_102400B_5000ops_measure_vmstat.txt.gz
