filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,10240,scenario_a,1,1000,711.36,71.1,0,70461,0.61,0.0,0.0,0.01,2.55,9.11,0.0,0.0,59.25,80.6656,0.0,13.88,1
f2fs,10240,scenario_a,1,1000,774.96,77.5,0,70237,0.65,0.0,0.0,0.01,2.63,9.44,0.0,0.0,48.94,87.51739130434783,0.0,15.695652173913043,1
