filesystem,record_size,scenario,rounds,target_ops_mean,achieved_ops_mean,achieved_pct_mean,send_errors_mean,requests_mean,avg_ms_mean,avg_ms_stdev,avg_ms_cv_pct,p50_ms_mean,p90_ms_mean,p99_ms_mean,p99_ms_stdev,p99_ms_cv_pct,max_ms_mean,disk_util_mean,disk_await_mean,cpu_iowait_mean,bottleneck_rounds
ext4,102400,scenario_a,1,5000,101.67,2.0,0,10932,30.69,0.0,0.0,0.03,196.24,325.99,0.0,0.0,895.61,96.13472222222222,0.0,33.31481481481482,1
f2fs,102400,scenario_a,1,5000,118.14,2.4,0,12588,26.27,0.0,0.0,0.03,167.79,271.74,0.0,0.0,728.89,96.77175925925926,0.0,31.08411214953271,1
